Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,30.32,0.01,30.32,0.01,0,0,30/03/2020 19:07
18-59,1728.24,0.57,1707.24,0.58,21,0.21,30/03/2020 19:07
60+,1061.2,0.35,983.2,0.34,78,0.76,30/03/2020 19:07
Unknown,212.24,0.07,209.24,0.07,3,0.03,30/03/2020 19:07
