Gender,Gender_Num,Gender_Pct,nDeaths,Date
Female,1516,0.5,46,30/03/2020 19:07
Male,1455.36,0.48,56,30/03/2020 19:07
Unknown,60.64,0.02,0,30/03/2020 19:07
,,,,
