Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,207.4,0.01,207.4,0.01,0.0,0.0,04/22/2020
18-59,12858.8,0.62,12725.8,0.64,133.0,0.16,04/22/2020
60+,7051.6,0.34,6352.6,0.32,699.0,0.84,04/22/2020
Unknown,622.2,0.03,618.2,0.03,4.0,0.0,04/22/2020
