Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,125.5,0.01,125.5,0.01,0.0,0.0,04/12/2020
18-59,7655.5,0.61,7583.5,0.63,72.0,0.16,04/12/2020
60+,4392.5,0.35,4023.5,0.33,369.0,0.83,04/12/2020
Unknown,376.5,0.03,375.5,0.03,1.0,0.0,04/12/2020
