County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Taliaferro,13265,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,0.0,2020-04-06 11:28:04
Tattnall,13267,3.0,0.0,0.0004,0.0,25391.0,0.00012,12.0,0.0,0.0,2020-04-06 11:28:04
Taylor,13269,3.0,1.0,0.0004,0.3333,8039.0,0.00037,37.0,12.0,33.0,2020-04-06 11:28:04
Telfair,13271,4.0,0.0,0.0005,0.0,15876.0,0.00025,25.0,0.0,0.0,2020-04-06 11:28:04
Terrell,13273,65.0,3.0,0.0089,0.0462,8611.0,0.00755,755.0,35.0,5.0,2020-04-06 11:28:04
Thomas,13275,28.0,0.0,0.0038,0.0,44448.0,0.00063,63.0,0.0,0.0,2020-04-06 11:28:04
Tift,13277,42.0,0.0,0.0057,0.0,40571.0,0.00104,104.0,0.0,0.0,2020-04-06 11:28:04
Toombs,13279,7.0,1.0,0.001,0.1429,26887.0,0.00026,26.0,4.0,14.0,2020-04-06 11:28:04
Towns,13281,1.0,0.0,0.0001,0.0,11852.0,8e-05,8.0,0.0,0.0,2020-04-06 11:28:04
Treutlen,13283,1.0,0.0,0.0001,0.0,6809.0,0.00015,15.0,0.0,0.0,2020-04-06 11:28:04
Troup,13285,37.0,1.0,0.0051,0.027,70034.0,0.00053,53.0,1.0,3.0,2020-04-06 11:28:04
Turner,13287,14.0,0.0,0.0019,0.0,7912.0,0.00177,177.0,0.0,0.0,2020-04-06 11:28:04
Twiggs,13289,2.0,0.0,0.0003,0.0,8188.0,0.00024,24.0,0.0,0.0,2020-04-06 11:28:04
Union,13291,1.0,0.0,0.0001,0.0,24001.0,4e-05,4.0,0.0,0.0,2020-04-06 11:28:04
Unknown,0,320.0,5.0,0.0438,0.0156,0.0,0.0,0.0,0.0,2.0,2020-04-06 11:28:04
Upson,13293,22.0,0.0,0.003,0.0,26215.0,0.00084,84.0,0.0,0.0,2020-04-06 11:28:04
Walker,13295,3.0,0.0,0.0004,0.0,69410.0,4e-05,4.0,0.0,0.0,2020-04-06 11:28:04
Walton,13297,23.0,2.0,0.0031,0.087,93503.0,0.00025,25.0,2.0,9.0,2020-04-06 11:28:04
Ware,13299,22.0,3.0,0.003,0.1364,35680.0,0.00062,62.0,8.0,14.0,2020-04-06 11:28:04
Warren,13301,5.0,0.0,0.0007,0.0,5251.0,0.00095,95.0,0.0,0.0,2020-04-06 11:28:04
Washington,13303,6.0,0.0,0.0008,0.0,20386.0,0.00029,29.0,0.0,0.0,2020-04-06 11:28:04
Wayne,13305,2.0,0.0,0.0003,0.0,29808.0,7e-05,7.0,0.0,0.0,2020-04-06 11:28:04
Webster,13307,4.0,0.0,0.0005,0.0,2611.0,0.00153,153.0,0.0,0.0,2020-04-06 11:28:04
Wheeler,13309,1.0,0.0,0.0001,0.0,7879.0,0.00013,13.0,0.0,0.0,2020-04-06 11:28:04
White,13311,4.0,0.0,0.0005,0.0,29970.0,0.00013,13.0,0.0,0.0,2020-04-06 11:28:04
Whitfield,13313,17.0,1.0,0.0023,0.0588,104062.0,0.00016,16.0,1.0,6.0,2020-04-06 11:28:04
Wilcox,13315,2.0,0.0,0.0003,0.0,8812.0,0.00023,23.0,0.0,0.0,2020-04-06 11:28:04
Wilkes,13317,4.0,0.0,0.0005,0.0,9876.0,0.00041,41.0,0.0,0.0,2020-04-06 11:28:04
Wilkinson,13319,3.0,0.0,0.0004,0.0,9036.0,0.00033,33.0,0.0,0.0,2020-04-06 11:28:04
