Gender,Gender_Num,Gender_Pct,nDeaths,Date
Female,3876.42,0.53,89.0,2020-04-06 11:28:04
Male,3364.44,0.46,140.0,2020-04-06 11:28:04
U,0.0,0.0,,2020-04-06 11:28:04
Unknown,73.14,0.01,,2020-04-06 11:28:04
