Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,449.82,0.02,449.82,0.02,0.0,0.0,04/24/2020
18-59,13944.42,0.62,13806.42,0.64,138.0,0.15,04/24/2020
60+,7646.94,0.34,6889.94,0.32,757.0,0.84,04/24/2020
Unknown,449.82,0.02,445.82,0.02,4.0,0.0,04/24/2020
