County,Date,Deaths_per_100_Infections,Deaths_per_100k,Infection_per_100k,PctDeaths,PctOfInfections,PctPopInfected,Population,TotalCases,TotalDeaths,fips
Carroll,2020-03-30 19:07:00,1.0,1.0,82.0,0.0103,0.032,0.00082,118121.0,97.0,1.0,13045.0
Candler,2020-03-30 19:07:00,0.0,0.0,9.0,0.0,0.0003,9e-05,10836.0,1.0,0.0,13043.0
Chattooga,2020-03-30 19:07:00,0.0,0.0,12.0,0.0,0.001,0.00012,24790.0,3.0,0.0,13055.0
Bacon,2020-03-30 19:07:00,0.0,0.0,9.0,0.0,0.0003,9e-05,11185.0,1.0,0.0,13005.0
Haralson,2020-03-30 19:07:00,0.0,0.0,14.0,0.0,0.0013,0.00014,29533.0,4.0,0.0,13143.0
Hart,2020-03-30 19:07:00,0.0,0.0,8.0,0.0,0.0007,8e-05,26099.0,2.0,0.0,13147.0
Oglethorpe,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,15054.0,0.0,0.0,13221.0
Paulding,2020-03-30 19:07:00,0.0,0.0,16.0,0.0,0.0086,0.00016,164044.0,26.0,0.0,13223.0
Peach,2020-03-30 19:07:00,14.0,4.0,26.0,0.1429,0.0023,0.00026000000000000003,27297.0,7.0,1.0,13225.0
Pickens,2020-03-30 19:07:00,17.0,3.0,19.0,0.1667,0.002,0.00019,31980.0,6.0,1.0,13227.0
Pierce,2020-03-30 19:07:00,0.0,0.0,10.0,0.0,0.0007,0.0001,19389.0,2.0,0.0,13229.0
Pike,2020-03-30 19:07:00,0.0,0.0,11.0,0.0,0.0007,0.00011,18634.0,2.0,0.0,13231.0
Polk,2020-03-30 19:07:00,0.0,0.0,33.0,0.0,0.0046,0.00033,42470.0,14.0,0.0,13233.0
Pulaski,2020-03-30 19:07:00,0.0,0.0,27.0,0.0,0.001,0.00027,11069.0,3.0,0.0,13235.0
Putnam,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,21809.0,0.0,0.0,13237.0
Quitman,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,2279.0,0.0,0.0,13239.0
Rabun,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,16867.0,0.0,0.0,13241.0
Randolph,2020-03-30 19:07:00,0.0,0.0,44.0,0.0,0.001,0.00044,6833.0,3.0,0.0,13243.0
Richmond,2020-03-30 19:07:00,0.0,0.0,8.0,0.0,0.0056,8e-05,201554.0,17.0,0.0,13245.0
Rockdale,2020-03-30 19:07:00,7.0,2.0,32.0,0.069,0.0096,0.00032,90594.0,29.0,2.0,13247.0
Schley,2020-03-30 19:07:00,0.0,0.0,19.0,0.0,0.0003,0.00019,5236.0,1.0,0.0,13249.0
Screven,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,13938.0,0.0,0.0,13251.0
Seminole,2020-03-30 19:07:00,0.0,0.0,84.0,0.0,0.0023,0.00084,8315.0,7.0,0.0,13253.0
Tift,2020-03-30 19:07:00,0.0,0.0,47.0,0.0,0.0063,0.00047,40571.0,19.0,0.0,13277.0
Toombs,2020-03-30 19:07:00,0.0,0.0,7.0,0.0,0.0007,7e-05,26887.0,2.0,0.0,13279.0
Ware,2020-03-30 19:07:00,0.0,0.0,14.0,0.0,0.0016,0.00014,35680.0,5.0,0.0,13299.0
Thomas,2020-03-30 19:07:00,0.0,0.0,16.0,0.0,0.0023,0.00016,44448.0,7.0,0.0,13275.0
Terrell,2020-03-30 19:07:00,10.0,23.0,232.0,0.1,0.0066,0.00232,8611.0,20.0,2.0,13273.0
Telfair,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,15876.0,0.0,0.0,13271.0
Oconee,2020-03-30 19:07:00,0.0,0.0,31.0,0.0,0.004,0.00031,39272.0,12.0,0.0,13219.0
Taylor,2020-03-30 19:07:00,0.0,0.0,25.0,0.0,0.0007,0.00025,8039.0,2.0,0.0,13269.0
Taliaferro,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,13265.0
Talbot,2020-03-30 19:07:00,0.0,0.0,16.0,0.0,0.0003,0.00016,6272.0,1.0,0.0,13263.0
Sumter,2020-03-30 19:07:00,12.0,7.0,57.0,0.1176,0.0056,0.00057,29733.0,17.0,2.0,13261.0
Stewart,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,6199.0,0.0,0.0,13259.0
Stephens,2020-03-30 19:07:00,0.0,0.0,12.0,0.0,0.001,0.00012,26035.0,3.0,0.0,13257.0
Spalding,2020-03-30 19:07:00,0.0,0.0,21.0,0.0,0.0046,0.00021,66100.0,14.0,0.0,13255.0
Tattnall,2020-03-30 19:07:00,0.0,0.0,8.0,0.0,0.0007,8e-05,25391.0,2.0,0.0,13267.0
Harris,2020-03-30 19:07:00,0.0,0.0,12.0,0.0,0.0013,0.00012,34475.0,4.0,0.0,13145.0
Newton,2020-03-30 19:07:00,0.0,0.0,20.0,0.0,0.0073,0.0002,109541.0,22.0,0.0,13217.0
Murray,2020-03-30 19:07:00,0.0,0.0,10.0,0.0,0.0013,0.0001,39921.0,4.0,0.0,13213.0
Heard,2020-03-30 19:07:00,100.0,8.0,8.0,1.0,0.0003,8e-05,11879.0,1.0,1.0,13149.0
Henry,2020-03-30 19:07:00,3.0,1.0,30.0,0.0294,0.0224,0.0003,230220.0,68.0,2.0,13151.0
Houston,2020-03-30 19:07:00,8.0,1.0,17.0,0.0769,0.0086,0.00017,155469.0,26.0,2.0,13153.0
Irwin,2020-03-30 19:07:00,0.0,0.0,32.0,0.0,0.001,0.00032,9398.0,3.0,0.0,13155.0
Jackson,2020-03-30 19:07:00,0.0,0.0,3.0,0.0,0.0007,3e-05,70422.0,2.0,0.0,13157.0
Jasper,2020-03-30 19:07:00,0.0,0.0,14.0,0.0,0.0007,0.00014,14040.0,2.0,0.0,13159.0
Jeff Davis,2020-03-30 19:07:00,0.0,0.0,7.0,0.0,0.0003,7e-05,15029.0,1.0,0.0,13161.0
Jefferson,2020-03-30 19:07:00,0.0,0.0,6.0,0.0,0.0003,6e-05,15430.0,1.0,0.0,13163.0
Jenkins,2020-03-30 19:07:00,0.0,0.0,12.0,0.0,0.0003,0.00012,8683.0,1.0,0.0,13165.0
Johnson,2020-03-30 19:07:00,0.0,0.0,10.0,0.0,0.0003,0.0001,9708.0,1.0,0.0,13167.0
Jones,2020-03-30 19:07:00,0.0,0.0,7.0,0.0,0.0007,7e-05,28616.0,2.0,0.0,13169.0
Lamar,2020-03-30 19:07:00,0.0,0.0,16.0,0.0,0.001,0.00016,19000.0,3.0,0.0,13171.0
Lanier,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,10340.0,0.0,0.0,13173.0
Laurens,2020-03-30 19:07:00,0.0,0.0,27.0,0.0,0.0043,0.00027,47325.0,13.0,0.0,13175.0
Lee,2020-03-30 19:07:00,14.0,20.0,148.0,0.1364,0.0145,0.00148,29764.0,44.0,6.0,13177.0
Liberty,2020-03-30 19:07:00,0.0,0.0,7.0,0.0,0.0013,7e-05,61497.0,4.0,0.0,13179.0
Lincoln,2020-03-30 19:07:00,0.0,0.0,51.0,0.0,0.0013,0.0005099999999999999,7915.0,4.0,0.0,13181.0
Morgan,2020-03-30 19:07:00,0.0,0.0,5.0,0.0,0.0003,5e-05,18853.0,1.0,0.0,13211.0
Montgomery,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,13209.0
Monroe,2020-03-30 19:07:00,0.0,0.0,11.0,0.0,0.001,0.00011,27520.0,3.0,0.0,13207.0
Mitchell,2020-03-30 19:07:00,6.0,5.0,72.0,0.0625,0.0053,0.00072,22192.0,16.0,1.0,13205.0
Miller,2020-03-30 19:07:00,0.0,0.0,88.0,0.0,0.0016,0.00088,5686.0,5.0,0.0,13201.0
Meriwether,2020-03-30 19:07:00,0.0,0.0,28.0,0.0,0.002,0.00028,21068.0,6.0,0.0,13199.0
Muscogee,2020-03-30 19:07:00,0.0,0.0,7.0,0.0,0.0046,7e-05,194160.0,14.0,0.0,13215.0
Mcintosh,2020-03-30 19:07:00,0.0,0.0,7.0,0.0,0.0003,7e-05,14340.0,1.0,0.0,13191.0
Marion,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,8351.0,0.0,0.0,13197.0
Madison,2020-03-30 19:07:00,33.0,3.0,10.0,0.3333,0.001,0.0001,29650.0,3.0,1.0,13195.0
Macon,2020-03-30 19:07:00,0.0,0.0,8.0,0.0,0.0003,8e-05,13143.0,1.0,0.0,13193.0
Lumpkin,2020-03-30 19:07:00,0.0,0.0,12.0,0.0,0.0013,0.00012,32955.0,4.0,0.0,13187.0
Lowndes,2020-03-30 19:07:00,5.0,1.0,18.0,0.0476,0.0069,0.00018,116321.0,21.0,1.0,13185.0
Long,2020-03-30 19:07:00,0.0,0.0,5.0,0.0,0.0003,5e-05,18998.0,1.0,0.0,13183.0
Mcduffie,2020-03-30 19:07:00,0.0,0.0,9.0,0.0,0.0007,9e-05,21531.0,2.0,0.0,13189.0
Atkinson,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,13003.0
Greene,2020-03-30 19:07:00,0.0,0.0,17.0,0.0,0.001,0.00017,17698.0,3.0,0.0,13133.0
Twiggs,2020-03-30 19:07:00,0.0,0.0,24.0,0.0,0.0007,0.00024,8188.0,2.0,0.0,13289.0
Walker,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,69410.0,0.0,0.0,13295.0
Upson,2020-03-30 19:07:00,0.0,0.0,19.0,0.0,0.0016,0.00019,26215.0,5.0,0.0,13293.0
Unknown,2020-03-30 19:07:00,0.0,0.0,inf,0.0,0.0376,0.0,0.0,114.0,0.0,0.0
Union,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,24001.0,0.0,0.0,13291.0
Turner,2020-03-30 19:07:00,0.0,0.0,38.0,0.0,0.001,0.00038,7912.0,3.0,0.0,13287.0
Troup,2020-03-30 19:07:00,7.0,1.0,21.0,0.0667,0.0049,0.00021,70034.0,15.0,1.0,13285.0
Treutlen,2020-03-30 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,13283.0
Jones,2020-03-31 18:28:21,0.0,0.0,10.0,0.0,0.0007,0.0001,28616.0,3.0,0.0,13169.0
Lamar,2020-03-31 18:28:21,0.0,0.0,16.0,0.0,0.0007,0.00016,19000.0,3.0,0.0,13171.0
Lanier,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,10340.0,0.0,0.0,13173.0
Laurens,2020-03-31 18:28:21,0.0,0.0,27.0,0.0,0.0032,0.00027,47325.0,13.0,0.0,13175.0
Lee,2020-03-31 18:28:21,8.0,24.0,302.0,0.0778,0.0219,0.00302,29764.0,90.0,7.0,13177.0
Liberty,2020-03-31 18:28:21,0.0,0.0,8.0,0.0,0.0012,8e-05,61497.0,5.0,0.0,13179.0
Lumpkin,2020-03-31 18:28:21,0.0,0.0,21.0,0.0,0.0017,0.00021,32955.0,7.0,0.0,13187.0
Long,2020-03-31 18:28:21,0.0,0.0,5.0,0.0,0.0002,5e-05,18998.0,1.0,0.0,13183.0
Lowndes,2020-03-31 18:28:21,4.0,1.0,20.0,0.0435,0.0056,0.0002,116321.0,23.0,1.0,13185.0
Johnson,2020-03-31 18:28:21,0.0,0.0,10.0,0.0,0.0002,0.0001,9708.0,1.0,0.0,13167.0
Macon,2020-03-31 18:28:21,0.0,0.0,15.0,0.0,0.0005,0.00015,13143.0,2.0,0.0,13193.0
Madison,2020-03-31 18:28:21,33.0,3.0,10.0,0.3333,0.0007,0.0001,29650.0,3.0,1.0,13195.0
Lincoln,2020-03-31 18:28:21,0.0,0.0,51.0,0.0,0.001,0.0005099999999999999,7915.0,4.0,0.0,13181.0
Jenkins,2020-03-31 18:28:21,0.0,0.0,12.0,0.0,0.0002,0.00011999999999999999,8683.0,1.0,0.0,13165.0
Jackson,2020-03-31 18:28:21,0.0,0.0,11.0,0.0,0.0019,0.00011,70422.0,8.0,0.0,13157.0
Jeff Davis,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,13161.0
Jasper,2020-03-31 18:28:21,0.0,0.0,14.0,0.0,0.0005,0.00014,14040.0,2.0,0.0,13159.0
Marion,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,8351.0,0.0,0.0,13197.0
Irwin,2020-03-31 18:28:21,0.0,0.0,32.0,0.0,0.0007,0.00032,9398.0,3.0,0.0,13155.0
Houston,2020-03-31 18:28:21,10.0,2.0,19.0,0.1,0.0073,0.00018999999999999998,155469.0,30.0,3.0,13153.0
Henry,2020-03-31 18:28:21,2.0,1.0,37.0,0.0233,0.0209,0.00037,230220.0,86.0,2.0,13151.0
Heard,2020-03-31 18:28:21,100.0,8.0,8.0,1.0,0.0002,8e-05,11879.0,1.0,1.0,13149.0
Hart,2020-03-31 18:28:21,0.0,0.0,15.0,0.0,0.001,0.00015,26099.0,4.0,0.0,13147.0
Harris,2020-03-31 18:28:21,0.0,0.0,9.0,0.0,0.0007,9e-05,34475.0,3.0,0.0,13145.0
Haralson,2020-03-31 18:28:21,0.0,0.0,17.0,0.0,0.0012,0.00016999999999999999,29533.0,5.0,0.0,13143.0
Hancock,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,13141.0
Hall,2020-03-31 18:28:21,0.0,0.0,33.0,0.0,0.0163,0.00033,202148.0,67.0,0.0,13139.0
Habersham,2020-03-31 18:28:21,0.0,0.0,4.0,0.0,0.0005,4e-05,45388.0,2.0,0.0,13137.0
Gwinnett,2020-03-31 18:28:21,1.0,0.0,26.0,0.0083,0.0588,0.00026000000000000003,927781.0,242.0,2.0,13135.0
Jefferson,2020-03-31 18:28:21,0.0,0.0,13.0,0.0,0.0005,0.00013000000000000002,15430.0,2.0,0.0,13163.0
Mcduffie,2020-03-31 18:28:21,0.0,0.0,14.0,0.0,0.0007,0.00014,21531.0,3.0,0.0,13189.0
Mitchell,2020-03-31 18:28:21,3.0,5.0,153.0,0.0294,0.0083,0.0015300000000000001,22192.0,34.0,1.0,13205.0
Meriwether,2020-03-31 18:28:21,0.0,0.0,28.0,0.0,0.0015,0.00028,21068.0,6.0,0.0,13199.0
Stewart,2020-03-31 18:28:21,0.0,0.0,16.0,0.0,0.0002,0.00016,6199.0,1.0,0.0,13259.0
Stephens,2020-03-31 18:28:21,0.0,0.0,15.0,0.0,0.001,0.00015,26035.0,4.0,0.0,13257.0
Spalding,2020-03-31 18:28:21,0.0,0.0,23.0,0.0,0.0036,0.00022999999999999998,66100.0,15.0,0.0,13255.0
Seminole,2020-03-31 18:28:21,0.0,0.0,72.0,0.0,0.0015,0.00072,8315.0,6.0,0.0,13253.0
Screven,2020-03-31 18:28:21,0.0,0.0,7.0,0.0,0.0002,7e-05,13938.0,1.0,0.0,13251.0
Schley,2020-03-31 18:28:21,0.0,0.0,76.0,0.0,0.001,0.0007599999999999999,5236.0,4.0,0.0,13249.0
Rockdale,2020-03-31 18:28:21,4.0,2.0,50.0,0.0444,0.0109,0.0005,90594.0,45.0,2.0,13247.0
Richmond,2020-03-31 18:28:21,0.0,0.0,20.0,0.0,0.0097,0.0002,201554.0,40.0,0.0,13245.0
Randolph,2020-03-31 18:28:21,0.0,0.0,73.0,0.0,0.0012,0.00073,6833.0,5.0,0.0,13243.0
Rabun,2020-03-31 18:28:21,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,16867.0,2.0,0.0,13241.0
Quitman,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,2279.0,0.0,0.0,13239.0
Putnam,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,21809.0,0.0,0.0,13237.0
Pulaski,2020-03-31 18:28:21,0.0,0.0,27.0,0.0,0.0007,0.00027,11069.0,3.0,0.0,13235.0
Polk,2020-03-31 18:28:21,0.0,0.0,35.0,0.0,0.0036,0.00035,42470.0,15.0,0.0,13233.0
Pike,2020-03-31 18:28:21,0.0,0.0,11.0,0.0,0.0005,0.00011,18634.0,2.0,0.0,13231.0
Pierce,2020-03-31 18:28:21,0.0,0.0,15.0,0.0,0.0007,0.00015,19389.0,3.0,0.0,13229.0
Pickens,2020-03-31 18:28:21,14.0,3.0,22.0,0.1429,0.0017,0.00022,31980.0,7.0,1.0,13227.0
Peach,2020-03-31 18:28:21,14.0,4.0,26.0,0.1429,0.0017,0.00026000000000000003,27297.0,7.0,1.0,13225.0
Paulding,2020-03-31 18:28:21,0.0,0.0,19.0,0.0,0.0075,0.00018999999999999998,164044.0,31.0,0.0,13223.0
Oglethorpe,2020-03-31 18:28:21,0.0,0.0,7.0,0.0,0.0002,7e-05,15054.0,1.0,0.0,13221.0
Oconee,2020-03-31 18:28:21,0.0,0.0,41.0,0.0,0.0039,0.00041,39272.0,16.0,0.0,13219.0
Newton,2020-03-31 18:28:21,0.0,0.0,28.0,0.0,0.0075,0.00028,109541.0,31.0,0.0,13217.0
Muscogee,2020-03-31 18:28:21,0.0,0.0,10.0,0.0,0.0046,0.0001,194160.0,19.0,0.0,13215.0
Murray,2020-03-31 18:28:21,0.0,0.0,13.0,0.0,0.0012,0.00013000000000000002,39921.0,5.0,0.0,13213.0
Morgan,2020-03-31 18:28:21,0.0,0.0,11.0,0.0,0.0005,0.00011,18853.0,2.0,0.0,13211.0
Montgomery,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,13209.0
Monroe,2020-03-31 18:28:21,0.0,0.0,18.0,0.0,0.0012,0.00018,27520.0,5.0,0.0,13207.0
Greene,2020-03-31 18:28:21,0.0,0.0,40.0,0.0,0.0017,0.0004,17698.0,7.0,0.0,13133.0
Miller,2020-03-31 18:28:21,0.0,0.0,70.0,0.0,0.001,0.0007,5686.0,4.0,0.0,13201.0
Mcintosh,2020-03-31 18:28:21,0.0,0.0,7.0,0.0,0.0002,7e-05,14340.0,1.0,0.0,13191.0
Grady,2020-03-31 18:28:21,0.0,0.0,4.0,0.0,0.0002,4e-05,24748.0,1.0,0.0,13131.0
Gilmer,2020-03-31 18:28:21,0.0,0.0,3.0,0.0,0.0002,2.9999999999999997e-05,30816.0,1.0,0.0,13123.0
Glynn,2020-03-31 18:28:21,0.0,0.0,20.0,0.0,0.0041,0.0002,85219.0,17.0,0.0,13127.0
Cherokee,2020-03-31 18:28:21,4.0,1.0,31.0,0.0385,0.0189,0.00031,254149.0,78.0,3.0,13057.0
Chattooga,2020-03-31 18:28:21,0.0,0.0,12.0,0.0,0.0007,0.00011999999999999999,24790.0,3.0,0.0,13055.0
Chattahoochee,2020-03-31 18:28:21,0.0,0.0,9.0,0.0,0.0002,9e-05,10684.0,1.0,0.0,13053.0
Chatham,2020-03-31 18:28:21,6.0,1.0,11.0,0.0625,0.0078,0.00011,289195.0,32.0,2.0,13051.0
Charlton,2020-03-31 18:28:21,0.0,0.0,8.0,0.0,0.0002,8e-05,12968.0,1.0,0.0,13049.0
Catoosa,2020-03-31 18:28:21,0.0,0.0,6.0,0.0,0.001,5.9999999999999995e-05,67420.0,4.0,0.0,13047.0
Carroll,2020-03-31 18:28:21,1.0,1.0,104.0,0.0081,0.0299,0.0010400000000000001,118121.0,123.0,1.0,13045.0
Candler,2020-03-31 18:28:21,0.0,0.0,9.0,0.0,0.0002,9e-05,10836.0,1.0,0.0,13043.0
Camden,2020-03-31 18:28:21,0.0,0.0,7.0,0.0,0.001,7e-05,53677.0,4.0,0.0,13039.0
Calhoun,2020-03-31 18:28:21,0.0,0.0,142.0,0.0,0.0022,0.0014199999999999998,6352.0,9.0,0.0,13037.0
Butts,2020-03-31 18:28:21,0.0,0.0,33.0,0.0,0.0019,0.00033,24193.0,8.0,0.0,13035.0
Burke,2020-03-31 18:28:21,0.0,0.0,36.0,0.0,0.0019,0.00036,22423.0,8.0,0.0,13033.0
Bulloch,2020-03-31 18:28:21,0.0,0.0,3.0,0.0,0.0005,2.9999999999999997e-05,77296.0,2.0,0.0,13031.0
Bryan,2020-03-31 18:28:21,0.0,0.0,18.0,0.0,0.0017,0.00018,38109.0,7.0,0.0,13029.0
Brooks,2020-03-31 18:28:21,0.0,0.0,13.0,0.0,0.0005,0.00013000000000000002,15513.0,2.0,0.0,13027.0
Brantley,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,18897.0,0.0,0.0,13025.0
Bleckley,2020-03-31 18:28:21,0.0,0.0,8.0,0.0,0.0002,8e-05,12838.0,1.0,0.0,13023.0
Bibb,2020-03-31 18:28:21,0.0,0.0,13.0,0.0,0.0049,0.00013000000000000002,153095.0,20.0,0.0,13021.0
Berrien,2020-03-31 18:28:21,0.0,0.0,5.0,0.0,0.0002,5e-05,19252.0,1.0,0.0,13019.0
Ben Hill,2020-03-31 18:28:21,0.0,0.0,18.0,0.0,0.0007,0.00018,16787.0,3.0,0.0,13017.0
Bartow,2020-03-31 18:28:21,2.0,3.0,129.0,0.0219,0.0333,0.0012900000000000001,106408.0,137.0,3.0,13015.0
Barrow,2020-03-31 18:28:21,11.0,2.0,24.0,0.1053,0.0046,0.00023999999999999998,80809.0,19.0,2.0,13013.0
Banks,2020-03-31 18:28:21,0.0,0.0,16.0,0.0,0.0007,0.00016,18988.0,3.0,0.0,13011.0
Baldwin,2020-03-31 18:28:21,20.0,2.0,11.0,0.2,0.0012,0.00011,44823.0,5.0,1.0,13009.0
Baker,2020-03-31 18:28:21,25.0,32.0,129.0,0.25,0.001,0.0012900000000000001,3092.0,4.0,1.0,13007.0
Bacon,2020-03-31 18:28:21,0.0,0.0,45.0,0.0,0.0012,0.00045,11185.0,5.0,0.0,13005.0
Atkinson,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,13003.0
Appling,2020-03-31 18:28:21,0.0,0.0,5.0,0.0,0.0002,5e-05,18507.0,1.0,0.0,13001.0
Taliaferro,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,13265.0
Clarke,2020-03-31 18:28:21,10.0,4.0,40.0,0.098,0.0124,0.0004,127330.0,51.0,5.0,13059.0
Clay,2020-03-31 18:28:21,0.0,0.0,173.0,0.0,0.0012,0.00173,2887.0,5.0,0.0,13061.0
Clayton,2020-03-31 18:28:21,3.0,1.0,39.0,0.0268,0.0272,0.00039,289615.0,112.0,3.0,13063.0
Clinch,2020-03-31 18:28:21,0.0,0.0,15.0,0.0,0.0002,0.00015,6648.0,1.0,0.0,13065.0
Glascock,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,13125.0
Sumter,2020-03-31 18:28:21,6.0,7.0,118.0,0.0571,0.0085,0.00118,29733.0,35.0,2.0,13261.0
Fulton,2020-03-31 18:28:21,3.0,2.0,57.0,0.0301,0.1455,0.00057,1050114.0,599.0,18.0,13121.0
Franklin,2020-03-31 18:28:21,0.0,0.0,17.0,0.0,0.001,0.00016999999999999999,23023.0,4.0,0.0,13119.0
Forsyth,2020-03-31 18:28:21,2.0,0.0,20.0,0.0213,0.0114,0.0002,236612.0,47.0,1.0,13117.0
Floyd,2020-03-31 18:28:21,4.0,2.0,51.0,0.04,0.0121,0.0005099999999999999,97927.0,50.0,2.0,13115.0
Fayette,2020-03-31 18:28:21,8.0,4.0,42.0,0.0833,0.0117,0.00042,113459.0,48.0,4.0,13113.0
Fannin,2020-03-31 18:28:21,0.0,0.0,15.0,0.0,0.001,0.00015,25964.0,4.0,0.0,13111.0
Evans,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,13109.0
Emanuel,2020-03-31 18:28:21,0.0,0.0,4.0,0.0,0.0002,4e-05,22612.0,1.0,0.0,13107.0
Elbert,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,19120.0,0.0,0.0,13105.0
Effingham,2020-03-31 18:28:21,0.0,0.0,8.0,0.0,0.0012,8e-05,62190.0,5.0,0.0,13103.0
Echols,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,13101.0
Early,2020-03-31 18:28:21,3.0,10.0,312.0,0.0312,0.0078,0.00312,10247.0,32.0,1.0,13099.0
Gordon,2020-03-31 18:28:21,6.0,2.0,28.0,0.0625,0.0039,0.00028,57685.0,16.0,1.0,13129.0
Douglas,2020-03-31 18:28:21,2.0,1.0,35.0,0.0196,0.0124,0.00035,145331.0,51.0,1.0,13097.0
Dooly,2020-03-31 18:28:21,0.0,0.0,58.0,0.0,0.0019,0.00058,13706.0,8.0,0.0,13093.0
Dodge,2020-03-31 18:28:21,0.0,0.0,10.0,0.0,0.0005,0.0001,20705.0,2.0,0.0,13091.0
Dekalb,2020-03-31 18:28:21,1.0,1.0,48.0,0.0111,0.0874,0.00047999999999999996,756558.0,360.0,4.0,13089.0
Decatur,2020-03-31 18:28:21,0.0,0.0,30.0,0.0,0.0019,0.0003,26575.0,8.0,0.0,13087.0
Dawson,2020-03-31 18:28:21,0.0,0.0,40.0,0.0,0.0024,0.0004,25083.0,10.0,0.0,13085.0
Dade,2020-03-31 18:28:21,0.0,0.0,6.0,0.0,0.0002,5.9999999999999995e-05,16226.0,1.0,0.0,13083.0
Crisp,2020-03-31 18:28:21,0.0,0.0,71.0,0.0,0.0039,0.0007099999999999999,22601.0,16.0,0.0,13081.0
Crawford,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,13079.0
Coweta,2020-03-31 18:28:21,5.0,1.0,28.0,0.0488,0.01,0.00028,145864.0,41.0,2.0,13077.0
Cook,2020-03-31 18:28:21,0.0,0.0,6.0,0.0,0.0002,5.9999999999999995e-05,17162.0,1.0,0.0,13075.0
Columbia,2020-03-31 18:28:21,0.0,0.0,16.0,0.0,0.0058,0.00016,154291.0,24.0,0.0,13073.0
Colquitt,2020-03-31 18:28:21,5.0,2.0,44.0,0.05,0.0049,0.00044,45592.0,20.0,1.0,13071.0
Coffee,2020-03-31 18:28:21,0.0,0.0,26.0,0.0,0.0027,0.00026000000000000003,43093.0,11.0,0.0,13069.0
Cobb,2020-03-31 18:28:21,5.0,2.0,38.0,0.0453,0.0697,0.00037999999999999997,756865.0,287.0,13.0,13067.0
Dougherty,2020-03-31 18:28:21,6.0,28.0,511.0,0.0558,0.1132,0.00511,91243.0,466.0,26.0,13095.0
Talbot,2020-03-31 18:28:21,0.0,0.0,16.0,0.0,0.0002,0.00016,6272.0,1.0,0.0,13263.0
Tattnall,2020-03-31 18:28:21,0.0,0.0,8.0,0.0,0.0005,8e-05,25391.0,2.0,0.0,13267.0
Wilcox,2020-03-31 18:28:21,0.0,0.0,11.0,0.0,0.0002,0.00011,8812.0,1.0,0.0,13315.0
Toombs,2020-03-31 18:28:21,0.0,0.0,11.0,0.0,0.0007,0.00011,26887.0,3.0,0.0,13279.0
Towns,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,11852.0,0.0,0.0,13281.0
Troup,2020-03-31 18:28:21,6.0,1.0,26.0,0.0556,0.0044,0.00026000000000000003,70034.0,18.0,1.0,13285.0
Turner,2020-03-31 18:28:21,0.0,0.0,51.0,0.0,0.001,0.0005099999999999999,7912.0,4.0,0.0,13287.0
Twiggs,2020-03-31 18:28:21,0.0,0.0,24.0,0.0,0.0005,0.00023999999999999998,8188.0,2.0,0.0,13289.0
Union,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,24001.0,0.0,0.0,13291.0
