County,Date,Deaths_per_100_Infections,Deaths_per_100k,Infection_per_100k,PctDeaths,PctOfInfections,PctPopInfected,Population,TotalCases,TotalDeaths,fips
Unknown,2020-03-31 18:28:21,1.0,0.0,0.0,0.0055,0.0444,0.0,0.0,183.0,1.0,0.0
Upson,2020-03-31 18:28:21,0.0,0.0,19.0,0.0,0.0012,0.00018999999999999998,26215.0,5.0,0.0,13293.0
Walker,2020-03-31 18:28:21,0.0,0.0,1.0,0.0,0.0002,1e-05,69410.0,1.0,0.0,13295.0
Tift,2020-03-31 18:28:21,0.0,0.0,49.0,0.0,0.0049,0.00049,40571.0,20.0,0.0,13277.0
Walton,2020-03-31 18:28:21,0.0,0.0,10.0,0.0,0.0022,0.0001,93503.0,9.0,0.0,13297.0
Warren,2020-03-31 18:28:21,0.0,0.0,57.0,0.0,0.0007,0.00057,5251.0,3.0,0.0,13301.0
Washington,2020-03-31 18:28:21,0.0,0.0,20.0,0.0,0.001,0.0002,20386.0,4.0,0.0,13303.0
Wayne,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,29808.0,0.0,0.0,13305.0
Webster,2020-03-31 18:28:21,0.0,0.0,38.0,0.0,0.0002,0.00037999999999999997,2611.0,1.0,0.0,13307.0
Wheeler,2020-03-31 18:28:21,0.0,0.0,13.0,0.0,0.0002,0.00013000000000000002,7879.0,1.0,0.0,13309.0
White,2020-03-31 18:28:21,0.0,0.0,10.0,0.0,0.0007,0.0001,29970.0,3.0,0.0,13311.0
Whitfield,2020-03-31 18:28:21,10.0,1.0,10.0,0.1,0.0024,0.0001,104062.0,10.0,1.0,13313.0
Wilkes,2020-03-31 18:28:21,0.0,0.0,20.0,0.0,0.0005,0.0002,9876.0,2.0,0.0,13317.0
Wilkinson,2020-03-31 18:28:21,0.0,0.0,11.0,0.0,0.0002,0.00011,9036.0,1.0,0.0,13319.0
Ware,2020-03-31 18:28:21,0.0,0.0,28.0,0.0,0.0024,0.00028,35680.0,10.0,0.0,13299.0
Thomas,2020-03-31 18:28:21,0.0,0.0,22.0,0.0,0.0024,0.00022,44448.0,10.0,0.0,13275.0
Treutlen,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,13283.0
Telfair,2020-03-31 18:28:21,0.0,0.0,0.0,0.0,0.0,0.0,15876.0,0.0,0.0,13271.0
Taylor,2020-03-31 18:28:21,0.0,0.0,25.0,0.0,0.0005,0.00025,8039.0,2.0,0.0,13269.0
Terrell,2020-03-31 18:28:21,5.0,23.0,465.0,0.05,0.0097,0.00465,8611.0,40.0,2.0,13273.0
Catoosa,2020-04-02 18:28:36,0.0,0.0,7.0,0.0,0.0009,7e-05,67420.0,5.0,0.0,13047.0
Dade,2020-04-02 18:28:36,0.0,0.0,6.0,0.0,0.0002,5.9999999999999995e-05,16226.0,1.0,0.0,13083.0
Dawson,2020-04-02 18:28:36,0.0,0.0,44.0,0.0,0.002,0.00044,25083.0,11.0,0.0,13085.0
Carroll,2020-04-02 18:28:36,1.0,2.0,118.0,0.0144,0.0255,0.00118,118121.0,139.0,2.0,13045.0
Candler,2020-04-02 18:28:36,0.0,0.0,9.0,0.0,0.0002,9e-05,10836.0,1.0,0.0,13043.0
Camden,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0011,0.00011,53677.0,6.0,0.0,13039.0
Calhoun,2020-04-02 18:28:36,10.0,16.0,157.0,0.1,0.0018,0.00157,6352.0,10.0,1.0,13037.0
Butts,2020-04-02 18:28:36,0.0,0.0,37.0,0.0,0.0017,0.00037,24193.0,9.0,0.0,13035.0
Burke,2020-04-02 18:28:36,0.0,0.0,36.0,0.0,0.0015,0.00036,22423.0,8.0,0.0,13033.0
Bulloch,2020-04-02 18:28:36,0.0,0.0,5.0,0.0,0.0007,5e-05,77296.0,4.0,0.0,13031.0
Bryan,2020-04-02 18:28:36,9.0,3.0,29.0,0.0909,0.002,0.00029,38109.0,11.0,1.0,13029.0
Brooks,2020-04-02 18:28:36,0.0,0.0,26.0,0.0,0.0007,0.00026000000000000003,15513.0,4.0,0.0,13027.0
Crisp,2020-04-02 18:28:36,0.0,0.0,93.0,0.0,0.0039,0.00093,22601.0,21.0,0.0,13081.0
Crawford,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,13079.0
Coweta,2020-04-02 18:28:36,4.0,1.0,33.0,0.0417,0.0088,0.00033,145864.0,48.0,2.0,13077.0
Cook,2020-04-02 18:28:36,0.0,0.0,6.0,0.0,0.0002,5.9999999999999995e-05,17162.0,1.0,0.0,13075.0
Chatham,2020-04-02 18:28:36,7.0,1.0,15.0,0.0682,0.0081,0.00015,289195.0,44.0,3.0,13051.0
Chattahoochee,2020-04-02 18:28:36,0.0,0.0,19.0,0.0,0.0004,0.00018999999999999998,10684.0,2.0,0.0,13053.0
Tift,2020-04-02 18:28:36,0.0,0.0,71.0,0.0,0.0053,0.0007099999999999999,40571.0,29.0,0.0,13277.0
Chattooga,2020-04-02 18:28:36,0.0,0.0,12.0,0.0,0.0006,0.00011999999999999999,24790.0,3.0,0.0,13055.0
Brantley,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,18897.0,0.0,0.0,13025.0
Cherokee,2020-04-02 18:28:36,4.0,2.0,37.0,0.0426,0.0173,0.00037,254149.0,94.0,4.0,13057.0
Charlton,2020-04-02 18:28:36,0.0,0.0,8.0,0.0,0.0002,8e-05,12968.0,1.0,0.0,13049.0
Clarke,2020-04-02 18:28:36,13.0,5.0,43.0,0.1273,0.0101,0.00043,127330.0,55.0,7.0,13059.0
Clayton,2020-04-02 18:28:36,4.0,2.0,57.0,0.0364,0.0303,0.00057,289615.0,165.0,6.0,13063.0
Clinch,2020-04-02 18:28:36,0.0,0.0,30.0,0.0,0.0004,0.0003,6648.0,2.0,0.0,13065.0
Cobb,2020-04-02 18:28:36,5.0,2.0,45.0,0.0499,0.0626,0.00045,756865.0,341.0,17.0,13067.0
Coffee,2020-04-02 18:28:36,0.0,0.0,21.0,0.0,0.0017,0.00021,43093.0,9.0,0.0,13069.0
Colquitt,2020-04-02 18:28:36,7.0,4.0,61.0,0.0714,0.0051,0.00061,45592.0,28.0,2.0,13071.0
Columbia,2020-04-02 18:28:36,0.0,0.0,17.0,0.0,0.005,0.00016999999999999999,154291.0,27.0,0.0,13073.0
Clay,2020-04-02 18:28:36,0.0,0.0,242.0,0.0,0.0013,0.00242,2887.0,7.0,0.0,13061.0
Bleckley,2020-04-02 18:28:36,0.0,0.0,8.0,0.0,0.0002,8e-05,12838.0,1.0,0.0,13023.0
Toombs,2020-04-02 18:28:36,20.0,4.0,19.0,0.2,0.0009,0.00018999999999999998,26887.0,5.0,1.0,13279.0
Berrien,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.0006,0.00016,19252.0,3.0,0.0,13019.0
Towns,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,11852.0,0.0,0.0,13281.0
Treutlen,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,13283.0
Troup,2020-04-02 18:28:36,5.0,1.0,30.0,0.0476,0.0039,0.0003,70034.0,21.0,1.0,13285.0
Turner,2020-04-02 18:28:36,0.0,0.0,76.0,0.0,0.0011,0.0007599999999999999,7912.0,6.0,0.0,13287.0
Twiggs,2020-04-02 18:28:36,0.0,0.0,24.0,0.0,0.0004,0.00023999999999999998,8188.0,2.0,0.0,13289.0
Union,2020-04-02 18:28:36,0.0,0.0,4.0,0.0,0.0002,4e-05,24001.0,1.0,0.0,13291.0
Unknown,2020-04-02 18:28:36,1.0,0.0,0.0,0.006,0.1222,0.0,0.0,665.0,4.0,0.0
Upson,2020-04-02 18:28:36,0.0,0.0,23.0,0.0,0.0011,0.00022999999999999998,26215.0,6.0,0.0,13293.0
Walker,2020-04-02 18:28:36,0.0,0.0,3.0,0.0,0.0004,2.9999999999999997e-05,69410.0,2.0,0.0,13295.0
Walton,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.0028,0.00016,93503.0,15.0,0.0,13297.0
Ware,2020-04-02 18:28:36,14.0,6.0,39.0,0.1429,0.0026,0.00039,35680.0,14.0,2.0,13299.0
Warren,2020-04-02 18:28:36,0.0,0.0,76.0,0.0,0.0007,0.0007599999999999999,5251.0,4.0,0.0,13301.0
Washington,2020-04-02 18:28:36,0.0,0.0,29.0,0.0,0.0011,0.00029,20386.0,6.0,0.0,13303.0
Wayne,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,29808.0,0.0,0.0,13305.0
Bibb,2020-04-02 18:28:36,4.0,1.0,16.0,0.04,0.0046,0.00016,153095.0,25.0,1.0,13021.0
Webster,2020-04-02 18:28:36,0.0,0.0,38.0,0.0,0.0002,0.00037999999999999997,2611.0,1.0,0.0,13307.0
White,2020-04-02 18:28:36,0.0,0.0,10.0,0.0,0.0006,0.0001,29970.0,3.0,0.0,13311.0
Whitfield,2020-04-02 18:28:36,7.0,1.0,13.0,0.0714,0.0026,0.00013000000000000002,104062.0,14.0,1.0,13313.0
Wilcox,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0002,0.00011,8812.0,1.0,0.0,13315.0
Wilkes,2020-04-02 18:28:36,0.0,0.0,20.0,0.0,0.0004,0.0002,9876.0,2.0,0.0,13317.0
Wilkinson,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0002,0.00011,9036.0,1.0,0.0,13319.0
Decatur,2020-04-02 18:28:36,0.0,0.0,38.0,0.0,0.0018,0.00037999999999999997,26575.0,10.0,0.0,13087.0
Atkinson,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,13003.0
Bacon,2020-04-02 18:28:36,0.0,0.0,54.0,0.0,0.0011,0.00054,11185.0,6.0,0.0,13005.0
Baker,2020-04-02 18:28:36,25.0,32.0,129.0,0.25,0.0007,0.0012900000000000001,3092.0,4.0,1.0,13007.0
Baldwin,2020-04-02 18:28:36,14.0,2.0,16.0,0.1429,0.0013,0.00016,44823.0,7.0,1.0,13009.0
Banks,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.0006,0.00016,18988.0,3.0,0.0,13011.0
Barrow,2020-04-02 18:28:36,10.0,2.0,25.0,0.1,0.0037,0.00025,80809.0,20.0,2.0,13013.0
Bartow,2020-04-02 18:28:36,3.0,4.0,144.0,0.0261,0.0281,0.00144,106408.0,153.0,4.0,13015.0
Ben Hill,2020-04-02 18:28:36,0.0,0.0,18.0,0.0,0.0006,0.00018,16787.0,3.0,0.0,13017.0
Wheeler,2020-04-02 18:28:36,0.0,0.0,13.0,0.0,0.0002,0.00013000000000000002,7879.0,1.0,0.0,13309.0
Dekalb,2020-04-02 18:28:36,2.0,1.0,54.0,0.0196,0.0751,0.00054,756558.0,409.0,8.0,13089.0
Appling,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.0006,0.00016,18507.0,3.0,0.0,13001.0
Dooly,2020-04-02 18:28:36,0.0,0.0,80.0,0.0,0.002,0.0008,13706.0,11.0,0.0,13093.0
Peach,2020-04-02 18:28:36,14.0,4.0,26.0,0.1429,0.0013,0.00026000000000000003,27297.0,7.0,1.0,13225.0
Paulding,2020-04-02 18:28:36,0.0,0.0,21.0,0.0,0.0064,0.00021,164044.0,35.0,0.0,13223.0
Oglethorpe,2020-04-02 18:28:36,100.0,7.0,7.0,1.0,0.0002,7e-05,15054.0,1.0,1.0,13221.0
Oconee,2020-04-02 18:28:36,0.0,0.0,48.0,0.0,0.0035,0.00047999999999999996,39272.0,19.0,0.0,13219.0
Newton,2020-04-02 18:28:36,0.0,0.0,34.0,0.0,0.0068,0.00033999999999999997,109541.0,37.0,0.0,13217.0
Muscogee,2020-04-02 18:28:36,0.0,0.0,13.0,0.0,0.0048,0.00013000000000000002,194160.0,26.0,0.0,13215.0
Murray,2020-04-02 18:28:36,0.0,0.0,18.0,0.0,0.0013,0.00018,39921.0,7.0,0.0,13213.0
Morgan,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0004,0.00011,18853.0,2.0,0.0,13211.0
Montgomery,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,13209.0
Monroe,2020-04-02 18:28:36,0.0,0.0,22.0,0.0,0.0011,0.00022,27520.0,6.0,0.0,13207.0
Mitchell,2020-04-02 18:28:36,2.0,5.0,180.0,0.025,0.0073,0.0018,22192.0,40.0,1.0,13205.0
Miller,2020-04-02 18:28:36,0.0,0.0,70.0,0.0,0.0007,0.0007,5686.0,4.0,0.0,13201.0
Meriwether,2020-04-02 18:28:36,0.0,0.0,43.0,0.0,0.0017,0.00043,21068.0,9.0,0.0,13199.0
Mcintosh,2020-04-02 18:28:36,0.0,0.0,7.0,0.0,0.0002,7e-05,14340.0,1.0,0.0,13191.0
Mcduffie,2020-04-02 18:28:36,25.0,5.0,19.0,0.25,0.0007,0.00018999999999999998,21531.0,4.0,1.0,13189.0
Marion,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,8351.0,0.0,0.0,13197.0
Madison,2020-04-02 18:28:36,20.0,3.0,17.0,0.2,0.0009,0.00016999999999999999,29650.0,5.0,1.0,13195.0
Macon,2020-04-02 18:28:36,0.0,0.0,15.0,0.0,0.0004,0.00015,13143.0,2.0,0.0,13193.0
Lumpkin,2020-04-02 18:28:36,0.0,0.0,21.0,0.0,0.0013,0.00021,32955.0,7.0,0.0,13187.0
Lowndes,2020-04-02 18:28:36,4.0,1.0,22.0,0.0385,0.0048,0.00022,116321.0,26.0,1.0,13185.0
Long,2020-04-02 18:28:36,0.0,0.0,5.0,0.0,0.0002,5e-05,18998.0,1.0,0.0,13183.0
Pickens,2020-04-02 18:28:36,11.0,3.0,28.0,0.1111,0.0017,0.00028,31980.0,9.0,1.0,13227.0
Lincoln,2020-04-02 18:28:36,0.0,0.0,63.0,0.0,0.0009,0.00063,7915.0,5.0,0.0,13181.0
Pierce,2020-04-02 18:28:36,0.0,0.0,52.0,0.0,0.0018,0.0005200000000000001,19389.0,10.0,0.0,13229.0
Polk,2020-04-02 18:28:36,0.0,0.0,38.0,0.0,0.0029,0.00037999999999999997,42470.0,16.0,0.0,13233.0
Thomas,2020-04-02 18:28:36,0.0,0.0,38.0,0.0,0.0031,0.00037999999999999997,44448.0,17.0,0.0,13275.0
Terrell,2020-04-02 18:28:36,4.0,23.0,546.0,0.0426,0.0086,0.0054600000000000004,8611.0,47.0,2.0,13273.0
Telfair,2020-04-02 18:28:36,0.0,0.0,13.0,0.0,0.0004,0.00013000000000000002,15876.0,2.0,0.0,13271.0
Taylor,2020-04-02 18:28:36,0.0,0.0,25.0,0.0,0.0004,0.00025,8039.0,2.0,0.0,13269.0
Tattnall,2020-04-02 18:28:36,0.0,0.0,8.0,0.0,0.0004,8e-05,25391.0,2.0,0.0,13267.0
Taliaferro,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,13265.0
Talbot,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.0002,0.00016,6272.0,1.0,0.0,13263.0
Sumter,2020-04-02 18:28:36,6.0,10.0,161.0,0.0625,0.0088,0.00161,29733.0,48.0,3.0,13261.0
Stewart,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.0002,0.00016,6199.0,1.0,0.0,13259.0
Stephens,2020-04-02 18:28:36,0.0,0.0,19.0,0.0,0.0009,0.00018999999999999998,26035.0,5.0,0.0,13257.0
Spalding,2020-04-02 18:28:36,6.0,2.0,26.0,0.0588,0.0031,0.00026000000000000003,66100.0,17.0,1.0,13255.0
Seminole,2020-04-02 18:28:36,0.0,0.0,72.0,0.0,0.0011,0.00072,8315.0,6.0,0.0,13253.0
Screven,2020-04-02 18:28:36,0.0,0.0,14.0,0.0,0.0004,0.00014,13938.0,2.0,0.0,13251.0
Schley,2020-04-02 18:28:36,0.0,0.0,76.0,0.0,0.0007,0.0007599999999999999,5236.0,4.0,0.0,13249.0
Rockdale,2020-04-02 18:28:36,4.0,2.0,63.0,0.0351,0.0105,0.00063,90594.0,57.0,2.0,13247.0
Richmond,2020-04-02 18:28:36,2.0,0.0,21.0,0.0238,0.0077,0.00021,201554.0,42.0,1.0,13245.0
Randolph,2020-04-02 18:28:36,0.0,0.0,59.0,0.0,0.0007,0.00059,6833.0,4.0,0.0,13243.0
Rabun,2020-04-02 18:28:36,0.0,0.0,12.0,0.0,0.0004,0.00011999999999999999,16867.0,2.0,0.0,13241.0
Quitman,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,2279.0,0.0,0.0,13239.0
Putnam,2020-04-02 18:28:36,0.0,0.0,9.0,0.0,0.0004,9e-05,21809.0,2.0,0.0,13237.0
Pulaski,2020-04-02 18:28:36,0.0,0.0,45.0,0.0,0.0009,0.00045,11069.0,5.0,0.0,13235.0
Dodge,2020-04-02 18:28:36,0.0,0.0,24.0,0.0,0.0009,0.00023999999999999998,20705.0,5.0,0.0,13091.0
Liberty,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0013,0.00011,61497.0,7.0,0.0,13179.0
Pike,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0004,0.00011,18634.0,2.0,0.0,13231.0
Gwinnett,2020-04-02 18:28:36,3.0,1.0,33.0,0.0264,0.0557,0.00033,927781.0,303.0,8.0,13135.0
Houston,2020-04-02 18:28:36,10.0,3.0,32.0,0.102,0.009000000000000001,0.00032,155469.0,49.0,5.0,13153.0
Henry,2020-04-02 18:28:36,2.0,1.0,50.0,0.0174,0.0211,0.0005,230220.0,115.0,2.0,13151.0
Heard,2020-04-02 18:28:36,50.0,8.0,17.0,0.5,0.0004,0.00016999999999999999,11879.0,2.0,1.0,13149.0
Hart,2020-04-02 18:28:36,0.0,0.0,11.0,0.0,0.0006,0.00011,26099.0,3.0,0.0,13147.0
Harris,2020-04-02 18:28:36,0.0,0.0,15.0,0.0,0.0009,0.00015,34475.0,5.0,0.0,13145.0
Haralson,2020-04-02 18:28:36,0.0,0.0,20.0,0.0,0.0011,0.0002,29533.0,6.0,0.0,13143.0
Hancock,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,13141.0
Hall,2020-04-02 18:28:36,0.0,0.0,36.0,0.0,0.0132,0.00036,202148.0,72.0,0.0,13139.0
Habersham,2020-04-02 18:28:36,0.0,0.0,4.0,0.0,0.0004,4e-05,45388.0,2.0,0.0,13137.0
Greene,2020-04-02 18:28:36,0.0,0.0,45.0,0.0,0.0015,0.00045,17698.0,8.0,0.0,13133.0
Grady,2020-04-02 18:28:36,0.0,0.0,8.0,0.0,0.0004,8e-05,24748.0,2.0,0.0,13131.0
Gordon,2020-04-02 18:28:36,5.0,2.0,35.0,0.05,0.0037,0.00035,57685.0,20.0,1.0,13129.0
Glynn,2020-04-02 18:28:36,0.0,0.0,25.0,0.0,0.0039,0.00025,85219.0,21.0,0.0,13127.0
Glascock,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,13125.0
Gilmer,2020-04-02 18:28:36,0.0,0.0,3.0,0.0,0.0002,2.9999999999999997e-05,30816.0,1.0,0.0,13123.0
Fulton,2020-04-02 18:28:36,3.0,2.0,71.0,0.0308,0.1372,0.0007099999999999999,1050114.0,747.0,23.0,13121.0
Franklin,2020-04-02 18:28:36,0.0,0.0,22.0,0.0,0.0009,0.00022,23023.0,5.0,0.0,13119.0
Forsyth,2020-04-02 18:28:36,2.0,0.0,22.0,0.0189,0.0097,0.00022,236612.0,53.0,1.0,13117.0
Floyd,2020-04-02 18:28:36,3.0,2.0,80.0,0.0256,0.0143,0.0008,97927.0,78.0,2.0,13115.0
Fayette,2020-04-02 18:28:36,7.0,4.0,48.0,0.0727,0.0101,0.00047999999999999996,113459.0,55.0,4.0,13113.0
Fannin,2020-04-02 18:28:36,0.0,0.0,31.0,0.0,0.0015,0.00031,25964.0,8.0,0.0,13111.0
Evans,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,13109.0
Emanuel,2020-04-02 18:28:36,0.0,0.0,4.0,0.0,0.0002,4e-05,22612.0,1.0,0.0,13107.0
Elbert,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,19120.0,0.0,0.0,13105.0
Effingham,2020-04-02 18:28:36,0.0,0.0,10.0,0.0,0.0011,0.0001,62190.0,6.0,0.0,13103.0
Echols,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,13101.0
Early,2020-04-02 18:28:36,2.0,10.0,410.0,0.0238,0.0077,0.0041,10247.0,42.0,1.0,13099.0
Irwin,2020-04-02 18:28:36,0.0,0.0,53.0,0.0,0.0009,0.00053,9398.0,5.0,0.0,13155.0
Douglas,2020-04-02 18:28:36,5.0,2.0,45.0,0.0455,0.0121,0.00045,145331.0,66.0,3.0,13097.0
Jackson,2020-04-02 18:28:36,0.0,0.0,16.0,0.0,0.002,0.00016,70422.0,11.0,0.0,13157.0
Jeff Davis,2020-04-02 18:28:36,0.0,0.0,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,13161.0
Jasper,2020-04-02 18:28:36,0.0,0.0,14.0,0.0,0.0004,0.00014,14040.0,2.0,0.0,13159.0
Lee,2020-04-02 18:28:36,7.0,24.0,349.0,0.0673,0.0191,0.00349,29764.0,104.0,7.0,13177.0
Laurens,2020-04-02 18:28:36,0.0,0.0,30.0,0.0,0.0026,0.0003,47325.0,14.0,0.0,13175.0
Lanier,2020-04-02 18:28:36,0.0,0.0,10.0,0.0,0.0002,0.0001,10340.0,1.0,0.0,13173.0
Dougherty,2020-04-02 18:28:36,6.0,33.0,571.0,0.0576,0.0957,0.00571,91243.0,521.0,30.0,13095.0
Jones,2020-04-02 18:28:36,0.0,0.0,17.0,0.0,0.0009,0.00016999999999999999,28616.0,5.0,0.0,13169.0
Johnson,2020-04-02 18:28:36,0.0,0.0,10.0,0.0,0.0002,0.0001,9708.0,1.0,0.0,13167.0
Jenkins,2020-04-02 18:28:36,0.0,0.0,12.0,0.0,0.0002,0.00011999999999999999,8683.0,1.0,0.0,13165.0
Jefferson,2020-04-02 18:28:36,0.0,0.0,13.0,0.0,0.0004,0.00013000000000000002,15430.0,2.0,0.0,13163.0
Lamar,2020-04-02 18:28:36,0.0,0.0,32.0,0.0,0.0011,0.00032,19000.0,6.0,0.0,13171.0
Pickens,2020-04-03 18:28:43,11.0,3.0,28.0,0.1111,0.0015,0.00028,31980.0,9.0,1.0,13227.0
Peach,2020-04-03 18:28:43,10.0,4.0,37.0,0.1,0.0017,0.00037,27297.0,10.0,1.0,13225.0
Paulding,2020-04-03 18:28:43,0.0,0.0,28.0,0.0,0.0077,0.00028,164044.0,46.0,0.0,13223.0
Oglethorpe,2020-04-03 18:28:43,100.0,7.0,7.0,1.0,0.0002,7e-05,15054.0,1.0,1.0,13221.0
Oconee,2020-04-03 18:28:43,0.0,0.0,53.0,0.0,0.0035,0.00053,39272.0,21.0,0.0,13219.0
Newton,2020-04-03 18:28:43,2.0,1.0,38.0,0.0238,0.006999999999999999,0.00037999999999999997,109541.0,42.0,1.0,13217.0
Muscogee,2020-04-03 18:28:43,0.0,0.0,16.0,0.0,0.0052,0.00016,194160.0,31.0,0.0,13215.0
Murray,2020-04-03 18:28:43,0.0,0.0,18.0,0.0,0.0012,0.00018,39921.0,7.0,0.0,13213.0
Morgan,2020-04-03 18:28:43,0.0,0.0,11.0,0.0,0.0003,0.00011,18853.0,2.0,0.0,13211.0
Mitchell,2020-04-03 18:28:43,2.0,5.0,207.0,0.0217,0.0077,0.00207,22192.0,46.0,1.0,13205.0
Monroe,2020-04-03 18:28:43,0.0,0.0,25.0,0.0,0.0012,0.00025,27520.0,7.0,0.0,13207.0
Miller,2020-04-03 18:28:43,0.0,0.0,193.0,0.0,0.0018,0.00193,5686.0,11.0,0.0,13201.0
Meriwether,2020-04-03 18:28:43,0.0,0.0,47.0,0.0,0.0017,0.00047000000000000004,21068.0,10.0,0.0,13199.0
Mcduffie,2020-04-03 18:28:43,20.0,5.0,23.0,0.2,0.0008,0.00022999999999999998,21531.0,5.0,1.0,13189.0
Marion,2020-04-03 18:28:43,0.0,0.0,12.0,0.0,0.0002,0.00011999999999999999,8351.0,1.0,0.0,13197.0
Madison,2020-04-03 18:28:43,14.0,3.0,24.0,0.1429,0.0012,0.00023999999999999998,29650.0,7.0,1.0,13195.0
Lowndes,2020-04-03 18:28:43,3.0,1.0,28.0,0.0312,0.0054,0.00028,116321.0,32.0,1.0,13185.0
Macon,2020-04-03 18:28:43,0.0,0.0,15.0,0.0,0.0003,0.00015,13143.0,2.0,0.0,13193.0
Lumpkin,2020-04-03 18:28:43,0.0,0.0,21.0,0.0,0.0012,0.00021,32955.0,7.0,0.0,13187.0
Montgomery,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,13209.0
Mcintosh,2020-04-03 18:28:43,0.0,0.0,14.0,0.0,0.0003,0.00014,14340.0,2.0,0.0,13191.0
Webster,2020-04-03 18:28:43,0.0,0.0,38.0,0.0,0.0002,0.00037999999999999997,2611.0,1.0,0.0,13307.0
Long,2020-04-03 18:28:43,0.0,0.0,5.0,0.0,0.0002,5e-05,18998.0,1.0,0.0,13183.0
Harris,2020-04-03 18:28:43,0.0,0.0,17.0,0.0,0.001,0.00016999999999999999,34475.0,6.0,0.0,13145.0
Hart,2020-04-03 18:28:43,0.0,0.0,11.0,0.0,0.0005,0.00011,26099.0,3.0,0.0,13147.0
Heard,2020-04-03 18:28:43,50.0,8.0,17.0,0.5,0.0003,0.00016999999999999999,11879.0,2.0,1.0,13149.0
Henry,2020-04-03 18:28:43,2.0,1.0,62.0,0.021,0.024,0.00062,230220.0,143.0,3.0,13151.0
Houston,2020-04-03 18:28:43,9.0,3.0,37.0,0.0862,0.0097,0.00037,155469.0,58.0,5.0,13153.0
Irwin,2020-04-03 18:28:43,0.0,0.0,64.0,0.0,0.001,0.00064,9398.0,6.0,0.0,13155.0
Jackson,2020-04-03 18:28:43,0.0,0.0,18.0,0.0,0.0022,0.00018,70422.0,13.0,0.0,13157.0
Jasper,2020-04-03 18:28:43,0.0,0.0,14.0,0.0,0.0003,0.00014,14040.0,2.0,0.0,13159.0
Jeff Davis,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,13161.0
Jefferson,2020-04-03 18:28:43,0.0,0.0,13.0,0.0,0.0003,0.00013000000000000002,15430.0,2.0,0.0,13163.0
Jenkins,2020-04-03 18:28:43,0.0,0.0,23.0,0.0,0.0003,0.00022999999999999998,8683.0,2.0,0.0,13165.0
Johnson,2020-04-03 18:28:43,0.0,0.0,10.0,0.0,0.0002,0.0001,9708.0,1.0,0.0,13167.0
Jones,2020-04-03 18:28:43,0.0,0.0,21.0,0.0,0.001,0.00021,28616.0,6.0,0.0,13169.0
Lamar,2020-04-03 18:28:43,0.0,0.0,32.0,0.0,0.001,0.00032,19000.0,6.0,0.0,13171.0
Lanier,2020-04-03 18:28:43,0.0,0.0,10.0,0.0,0.0002,0.0001,10340.0,1.0,0.0,13173.0
Laurens,2020-04-03 18:28:43,0.0,0.0,32.0,0.0,0.0025,0.00032,47325.0,15.0,0.0,13175.0
Lee,2020-04-03 18:28:43,7.0,27.0,413.0,0.065,0.0206,0.00413,29764.0,123.0,8.0,13177.0
Liberty,2020-04-03 18:28:43,0.0,0.0,15.0,0.0,0.0015,0.00015,61497.0,9.0,0.0,13179.0
