County,fips,TotalCases,TotalDeaths,Date
Dawson,13085,66.0,1.0,05/03/2020
Oconee,13219,65.0,0.0,05/03/2020
Grady,13131,64.0,4.0,05/03/2020
Laurens,13175,64.0,1.0,05/03/2020
Lumpkin,13187,63.0,2.0,05/03/2020
Hancock,13141,61.0,2.0,05/03/2020
Harris,13145,61.0,2.0,05/03/2020
Brooks,13027,60.0,6.0,05/03/2020
Glynn,13127,59.0,1.0,05/03/2020
Johnson,13167,59.0,2.0,05/03/2020
Polk,13233,59.0,0.0,05/03/2020
Peach,13225,55.0,2.0,05/03/2020
Bryan,13029,54.0,3.0,05/03/2020
Greene,13133,54.0,3.0,05/03/2020
Meriwether,13199,54.0,0.0,05/03/2020
Pierce,13229,52.0,3.0,05/03/2020
Walker,13295,51.0,0.0,05/03/2020
Oglethorpe,13221,50.0,3.0,05/03/2020
Catoosa,13047,46.0,0.0,05/03/2020
Mcduffie,13189,45.0,4.0,05/03/2020
Washington,13303,44.0,1.0,05/03/2020
Bulloch,13031,42.0,2.0,05/03/2020
Marion,13197,42.0,1.0,05/03/2020
Putnam,13237,41.0,5.0,05/03/2020
Lamar,13171,40.0,1.0,05/03/2020
Pike,13231,40.0,2.0,05/03/2020
Liberty,13179,38.0,0.0,05/03/2020
Effingham,13103,36.0,1.0,05/03/2020
Camden,13039,35.0,1.0,05/03/2020
Wilkinson,13319,35.0,2.0,05/03/2020
Toombs,13279,34.0,3.0,05/03/2020
Miller,13201,33.0,0.0,05/03/2020
Murray,13213,33.0,1.0,05/03/2020
Pulaski,13235,32.0,1.0,05/03/2020
Banks,13011,31.0,0.0,05/03/2020
Elbert,13105,31.0,0.0,05/03/2020
Fannin,13111,31.0,1.0,05/03/2020
Seminole,13253,31.0,2.0,05/03/2020
Union,13291,31.0,1.0,05/03/2020
Dodge,13091,29.0,1.0,05/03/2020
Haralson,13143,29.0,1.0,05/03/2020
Jones,13169,29.0,0.0,05/03/2020
Pickens,13227,29.0,2.0,05/03/2020
Ben Hill,13017,28.0,0.0,05/03/2020
Morgan,13211,28.0,0.0,05/03/2020
Telfair,13271,28.0,0.0,05/03/2020
Bacon,13005,27.0,1.0,05/03/2020
Cook,13075,27.0,1.0,05/03/2020
Talbot,13263,26.0,1.0,05/03/2020
Clay,13061,25.0,3.0,05/03/2020
Madison,13195,25.0,1.0,05/03/2020
Stewart,13259,25.0,0.0,05/03/2020
Wilkes,13317,25.0,0.0,05/03/2020
Jasper,13159,24.0,0.0,05/03/2020
Monroe,13207,24.0,3.0,05/03/2020
Baker,13007,23.0,2.0,05/03/2020
Brantley,13025,23.0,2.0,05/03/2020
Emanuel,13107,21.0,0.0,05/03/2020
Franklin,13119,21.0,1.0,05/03/2020
Bleckley,13023,20.0,0.0,05/03/2020
Jeff Davis,13161,20.0,1.0,05/03/2020
Towns,13281,20.0,1.0,05/03/2020
Crawford,13079,18.0,0.0,05/03/2020
Taylor,13269,18.0,2.0,05/03/2020
Berrien,13019,17.0,0.0,05/03/2020
Jenkins,13165,17.0,1.0,05/03/2020
Irwin,13155,16.0,1.0,05/03/2020
Schley,13249,16.0,1.0,05/03/2020
Chattooga,13055,15.0,2.0,05/03/2020
Dade,13083,15.0,1.0,05/03/2020
Jefferson,13163,15.0,1.0,05/03/2020
Screven,13251,15.0,1.0,05/03/2020
Heard,13149,14.0,1.0,05/03/2020
Chattahoochee,13053,13.0,0.0,05/03/2020
Rabun,13241,13.0,0.0,05/03/2020
Warren,13301,13.0,0.0,05/03/2020
Wayne,13305,13.0,0.0,05/03/2020
Charlton,13049,12.0,0.0,05/03/2020
Lincoln,13181,12.0,0.0,05/03/2020
Atkinson,13003,11.0,1.0,05/03/2020
Hart,13147,11.0,0.0,05/03/2020
Webster,13307,10.0,2.0,05/03/2020
Clinch,13065,9.0,0.0,05/03/2020
Lanier,13173,9.0,1.0,05/03/2020
Tattnall,13267,9.0,0.0,05/03/2020
Quitman,13239,8.0,1.0,05/03/2020
Twiggs,13289,8.0,0.0,05/03/2020
Candler,13043,7.0,0.0,05/03/2020
Mcintosh,13191,6.0,0.0,05/03/2020
Echols,13101,5.0,0.0,05/03/2020
Evans,13109,5.0,0.0,05/03/2020
Long,13183,5.0,0.0,05/03/2020
Wheeler,13309,5.0,0.0,05/03/2020
Treutlen,13283,3.0,0.0,05/03/2020
Montgomery,13209,2.0,0.0,05/03/2020
Taliaferro,13265,1.0,0.0,05/03/2020
Unknown,0,693.0,0.0,05/03/2020
Non-Georgia Resident,0,1069.0,14.0,05/03/2020
Glascock,13125,,,05/03/2020
