County,fips,TotalCases,TotalDeaths,Date
Irwin,13155,12.0,0.0,04/15/2020
Jenkins,13165,12.0,1.0,04/15/2020
Putnam,13237,12.0,0.0,04/15/2020
Lumpkin,13187,11.0,0.0,04/15/2020
Pulaski,13235,11.0,1.0,04/15/2020
Telfair,13271,11.0,0.0,04/15/2020
Ben Hill,13017,10.0,0.0,04/15/2020
Crawford,13079,10.0,0.0,04/15/2020
Jasper,13159,10.0,0.0,04/15/2020
Banks,13011,9.0,0.0,04/15/2020
Chattooga,13055,9.0,1.0,04/15/2020
Cook,13075,9.0,0.0,04/15/2020
Emanuel,13107,9.0,0.0,04/15/2020
Jefferson,13163,9.0,1.0,04/15/2020
Lincoln,13181,9.0,0.0,04/15/2020
Screven,13251,9.0,1.0,04/15/2020
Stewart,13259,9.0,0.0,04/15/2020
Taylor,13269,9.0,2.0,04/15/2020
Wilkes,13317,9.0,0.0,04/15/2020
Berrien,13019,8.0,0.0,04/15/2020
Towns,13281,8.0,0.0,04/15/2020
Union,13291,8.0,1.0,04/15/2020
Warren,13301,8.0,0.0,04/15/2020
Clinch,13065,7.0,0.0,04/15/2020
Elbert,13105,7.0,0.0,04/15/2020
Franklin,13119,7.0,0.0,04/15/2020
Gilmer,13123,7.0,0.0,04/15/2020
Rabun,13241,7.0,0.0,04/15/2020
Dade,13083,6.0,1.0,04/15/2020
Hancock,13141,6.0,0.0,04/15/2020
Wayne,13305,6.0,0.0,04/15/2020
Charlton,13049,5.0,0.0,04/15/2020
Chattahoochee,13053,5.0,0.0,04/15/2020
Hart,13147,5.0,0.0,04/15/2020
Heard,13149,5.0,1.0,04/15/2020
Lanier,13173,5.0,1.0,04/15/2020
Tattnall,13267,5.0,0.0,04/15/2020
Candler,13043,4.0,0.0,04/15/2020
Bleckley,13023,3.0,0.0,04/15/2020
Echols,13101,3.0,0.0,04/15/2020
Mcintosh,13191,3.0,0.0,04/15/2020
Quitman,13239,3.0,1.0,04/15/2020
Twiggs,13289,3.0,0.0,04/15/2020
Webster,13307,3.0,0.0,04/15/2020
Wheeler,13309,3.0,0.0,04/15/2020
Atkinson,13003,2.0,0.0,04/15/2020
Evans,13109,2.0,0.0,04/15/2020
Jeff Davis,13161,2.0,0.0,04/15/2020
Long,13183,2.0,0.0,04/15/2020
Montgomery,13209,2.0,0.0,04/15/2020
Treutlen,13283,1.0,0.0,04/15/2020
Unknown,0,136.0,0.0,04/15/2020
Non-Georgia Resident,0,677.0,7.0,04/15/2020
Glascock,13125,,,04/15/2020
Taliaferro,13265,,,04/15/2020
