Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,152.6,0.01,152.6,0.01,0.0,0.0,04/15/2020
18-59,9156.0,0.6,9062.0,0.62,94.0,0.16,04/15/2020
60+,5341.0,0.35,4861.0,0.33,480.0,0.83,04/15/2020
Unknown,610.4,0.04,608.4,0.04,2.0,0.0,04/15/2020
