County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,1336.0,48.0,2020-04-09 18:28:28
Dougherty,13095,1042.0,66.0,2020-04-09 18:28:28
Dekalb,13089,766.0,13.0,2020-04-09 18:28:28
Cobb,13067,653.0,32.0,2020-04-09 18:28:28
Gwinnett,13135,618.0,17.0,2020-04-09 18:28:28
Clayton,13063,298.0,11.0,2020-04-09 18:28:28
Hall,13139,247.0,0.0,2020-04-09 18:28:28
Henry,13151,233.0,3.0,2020-04-09 18:28:28
Lee,13177,217.0,15.0,2020-04-09 18:28:28
Bartow,13015,203.0,15.0,2020-04-09 18:28:28
Carroll,13045,195.0,5.0,2020-04-09 18:28:28
Sumter,13261,194.0,9.0,2020-04-09 18:28:28
Cherokee,13057,167.0,6.0,2020-04-09 18:28:28
Douglas,13097,134.0,5.0,2020-04-09 18:28:28
Chatham,13051,131.0,4.0,2020-04-09 18:28:28
Mitchell,13205,118.0,13.0,2020-04-09 18:28:28
Muscogee,13215,118.0,3.0,2020-04-09 18:28:28
Forsyth,13117,109.0,2.0,2020-04-09 18:28:28
Houston,13153,108.0,7.0,2020-04-09 18:28:28
Early,13099,105.0,5.0,2020-04-09 18:28:28
Floyd,13115,100.0,5.0,2020-04-09 18:28:28
Terrell,13273,98.0,10.0,2020-04-09 18:28:28
Randolph,13243,95.0,4.0,2020-04-09 18:28:28
Fayette,13113,93.0,4.0,2020-04-09 18:28:28
Richmond,13245,89.0,4.0,2020-04-09 18:28:28
Coweta,13077,87.0,2.0,2020-04-09 18:28:28
Rockdale,13247,85.0,2.0,2020-04-09 18:28:28
Clarke,13059,82.0,10.0,2020-04-09 18:28:28
Colquitt,13071,79.0,5.0,2020-04-09 18:28:28
Thomas,13275,72.0,3.0,2020-04-09 18:28:28
Newton,13217,70.0,3.0,2020-04-09 18:28:28
Worth,13321,70.0,4.0,2020-04-09 18:28:28
Paulding,13223,69.0,2.0,2020-04-09 18:28:28
Crisp,13081,60.0,0.0,2020-04-09 18:28:28
Spalding,13255,60.0,4.0,2020-04-09 18:28:28
Columbia,13073,58.0,0.0,2020-04-09 18:28:28
Bibb,13021,56.0,1.0,2020-04-09 18:28:28
Tift,13277,55.0,1.0,2020-04-09 18:28:28
Troup,13285,54.0,3.0,2020-04-09 18:28:28
Lowndes,13185,53.0,1.0,2020-04-09 18:28:28
Coffee,13069,50.0,2.0,2020-04-09 18:28:28
Barrow,13013,48.0,3.0,2020-04-09 18:28:28
Ware,13299,45.0,4.0,2020-04-09 18:28:28
Upson,13293,42.0,0.0,2020-04-09 18:28:28
Pierce,13229,40.0,1.0,2020-04-09 18:28:28
Calhoun,13037,37.0,2.0,2020-04-09 18:28:28
Dooly,13093,35.0,1.0,2020-04-09 18:28:28
Oconee,13219,34.0,1.0,2020-04-09 18:28:28
Baldwin,13009,32.0,1.0,2020-04-09 18:28:28
Walton,13297,32.0,2.0,2020-04-09 18:28:28
Glynn,13127,31.0,0.0,2020-04-09 18:28:28
Bryan,13029,28.0,2.0,2020-04-09 18:28:28
Gordon,13129,27.0,3.0,2020-04-09 18:28:28
Laurens,13175,27.0,0.0,2020-04-09 18:28:28
Jackson,13157,26.0,1.0,2020-04-09 18:28:28
Butts,13035,25.0,0.0,2020-04-09 18:28:28
Decatur,13087,25.0,0.0,2020-04-09 18:28:28
Turner,13287,25.0,0.0,2020-04-09 18:28:28
Dawson,13085,24.0,1.0,2020-04-09 18:28:28
Greene,13133,24.0,1.0,2020-04-09 18:28:28
Polk,13233,22.0,0.0,2020-04-09 18:28:28
Burke,13033,21.0,1.0,2020-04-09 18:28:28
Washington,13303,21.0,0.0,2020-04-09 18:28:28
Whitfield,13313,21.0,3.0,2020-04-09 18:28:28
Peach,13225,20.0,2.0,2020-04-09 18:28:28
Camden,13039,19.0,0.0,2020-04-09 18:28:28
Effingham,13103,19.0,1.0,2020-04-09 18:28:28
Mcduffie,13189,18.0,2.0,2020-04-09 18:28:28
Meriwether,13199,18.0,0.0,2020-04-09 18:28:28
Brooks,13027,17.0,1.0,2020-04-09 18:28:28
Harris,13145,17.0,1.0,2020-04-09 18:28:28
Macon,13193,16.0,0.0,2020-04-09 18:28:28
Bulloch,13031,15.0,0.0,2020-04-09 18:28:28
Clay,13061,15.0,1.0,2020-04-09 18:28:28
Haralson,13143,15.0,0.0,2020-04-09 18:28:28
Lamar,13171,15.0,0.0,2020-04-09 18:28:28
Stephens,13257,15.0,0.0,2020-04-09 18:28:28
Johnson,13167,14.0,1.0,2020-04-09 18:28:28
Liberty,13179,14.0,0.0,2020-04-09 18:28:28
Bacon,13005,13.0,0.0,2020-04-09 18:28:28
Grady,13131,13.0,0.0,2020-04-09 18:28:28
Morgan,13211,13.0,0.0,2020-04-09 18:28:28
Seminole,13253,13.0,0.0,2020-04-09 18:28:28
Monroe,13207,12.0,1.0,2020-04-09 18:28:28
Murray,13213,12.0,0.0,2020-04-09 18:28:28
Pike,13231,12.0,0.0,2020-04-09 18:28:28
Baker,13007,11.0,2.0,2020-04-09 18:28:28
Habersham,13137,11.0,0.0,2020-04-09 18:28:28
Irwin,13155,11.0,0.0,2020-04-09 18:28:28
Schley,13249,11.0,1.0,2020-04-09 18:28:28
Toombs,13279,11.0,1.0,2020-04-09 18:28:28
White,13311,11.0,0.0,2020-04-09 18:28:28
Catoosa,13047,10.0,0.0,2020-04-09 18:28:28
Madison,13195,10.0,1.0,2020-04-09 18:28:28
Pickens,13227,10.0,2.0,2020-04-09 18:28:28
Dodge,13091,9.0,0.0,2020-04-09 18:28:28
Fannin,13111,9.0,0.0,2020-04-09 18:28:28
Jones,13169,9.0,0.0,2020-04-09 18:28:28
Lumpkin,13187,9.0,0.0,2020-04-09 18:28:28
Miller,13201,9.0,0.0,2020-04-09 18:28:28
Pulaski,13235,9.0,0.0,2020-04-09 18:28:28
Jenkins,13165,8.0,1.0,2020-04-09 18:28:28
Marion,13197,8.0,0.0,2020-04-09 18:28:28
Talbot,13263,8.0,1.0,2020-04-09 18:28:28
Wilkinson,13319,8.0,0.0,2020-04-09 18:28:28
Appling,13001,7.0,0.0,2020-04-09 18:28:28
Ben Hill,13017,7.0,0.0,2020-04-09 18:28:28
Emanuel,13107,7.0,0.0,2020-04-09 18:28:28
Telfair,13271,7.0,0.0,2020-04-09 18:28:28
Berrien,13019,6.0,0.0,2020-04-09 18:28:28
Brantley,13025,6.0,1.0,2020-04-09 18:28:28
Cook,13075,6.0,0.0,2020-04-09 18:28:28
Jasper,13159,6.0,0.0,2020-04-09 18:28:28
Lincoln,13181,6.0,0.0,2020-04-09 18:28:28
Rabun,13241,6.0,0.0,2020-04-09 18:28:28
Warren,13301,6.0,0.0,2020-04-09 18:28:28
Wilkes,13317,6.0,0.0,2020-04-09 18:28:28
Banks,13011,5.0,0.0,2020-04-09 18:28:28
Lanier,13173,5.0,0.0,2020-04-09 18:28:28
Oglethorpe,13221,5.0,1.0,2020-04-09 18:28:28
Putnam,13237,5.0,0.0,2020-04-09 18:28:28
Screven,13251,5.0,0.0,2020-04-09 18:28:28
Taylor,13269,5.0,2.0,2020-04-09 18:28:28
Union,13291,5.0,1.0,2020-04-09 18:28:28
Wilcox,13315,5.0,0.0,2020-04-09 18:28:28
Atkinson,13003,4.0,0.0,2020-04-09 18:28:28
Candler,13043,4.0,0.0,2020-04-09 18:28:28
Chattooga,13055,4.0,1.0,2020-04-09 18:28:28
Gilmer,13123,4.0,0.0,2020-04-09 18:28:28
Jefferson,13163,4.0,1.0,2020-04-09 18:28:28
Quitman,13239,4.0,0.0,2020-04-09 18:28:28
Stewart,13259,4.0,0.0,2020-04-09 18:28:28
Walker,13295,4.0,0.0,2020-04-09 18:28:28
Chattahoochee,13053,3.0,0.0,2020-04-09 18:28:28
Clinch,13065,3.0,0.0,2020-04-09 18:28:28
Crawford,13079,3.0,0.0,2020-04-09 18:28:28
Elbert,13105,3.0,0.0,2020-04-09 18:28:28
Franklin,13119,3.0,0.0,2020-04-09 18:28:28
Hart,13147,3.0,0.0,2020-04-09 18:28:28
Heard,13149,3.0,1.0,2020-04-09 18:28:28
Mcintosh,13191,3.0,0.0,2020-04-09 18:28:28
Tattnall,13267,3.0,0.0,2020-04-09 18:28:28
Wayne,13305,3.0,0.0,2020-04-09 18:28:28
Webster,13307,3.0,0.0,2020-04-09 18:28:28
Charlton,13049,2.0,0.0,2020-04-09 18:28:28
Dade,13083,2.0,1.0,2020-04-09 18:28:28
Echols,13101,2.0,0.0,2020-04-09 18:28:28
Towns,13281,2.0,0.0,2020-04-09 18:28:28
Twiggs,13289,2.0,0.0,2020-04-09 18:28:28
Wheeler,13309,2.0,0.0,2020-04-09 18:28:28
Bleckley,13023,1.0,0.0,2020-04-09 18:28:28
Hancock,13141,1.0,0.0,2020-04-09 18:28:28
Jeff Davis,13161,1.0,0.0,2020-04-09 18:28:28
Long,13183,1.0,0.0,2020-04-09 18:28:28
Treutlen,13283,1.0,0.0,2020-04-09 18:28:28
