Race,Race_Num,Race_Pct,Date
Black,2315,0.2127,09/04/2020 18:28
White,1727,0.1587,09/04/2020 18:28
Other,160,0.0147,09/04/2020 18:28
Unknown,6683,0.6140,09/04/2020 18:28
