Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,121.59,0.01,121.59,0.01,0.0,0.0,04/11/2020
18-59,7416.99,0.61,7348.99,0.63,68.0,0.16,04/11/2020
60+,4255.65,0.35,3895.65,0.33,360.0,0.84,04/11/2020
Unknown,364.77,0.03,364.77,0.03,0.0,0.0,04/11/2020
