County,fips,TotalCases,TotalDeaths,Date
Dade,13083,2.0,1.0,04/11/2020
Echols,13101,2.0,0.0,04/11/2020
Twiggs,13289,2.0,0.0,04/11/2020
Wheeler,13309,2.0,0.0,04/11/2020
Bleckley,13023,1.0,0.0,04/11/2020
Jeff Davis,13161,1.0,0.0,04/11/2020
Long,13183,1.0,0.0,04/11/2020
Treutlen,13283,1.0,0.0,04/11/2020
Unknown,0,1397.0,4.0,04/11/2020
Evans,13109,,,04/11/2020
Glascock,13125,,,04/11/2020
Montgomery,13209,,,04/11/2020
Taliaferro,13265,,,04/11/2020
