County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,1422.0,50.0,04/11/2020
Dougherty,13095,1076.0,69.0,04/11/2020
Dekalb,13089,835.0,13.0,04/11/2020
Cobb,13067,696.0,33.0,04/11/2020
Gwinnett,13135,675.0,18.0,04/11/2020
Clayton,13063,331.0,11.0,04/11/2020
Hall,13139,275.0,0.0,04/11/2020
Henry,13151,249.0,3.0,04/11/2020
Lee,13177,234.0,15.0,04/11/2020
Sumter,13261,222.0,9.0,04/11/2020
Bartow,13015,209.0,15.0,04/11/2020
Carroll,13045,201.0,5.0,04/11/2020
Cherokee,13057,182.0,7.0,04/11/2020
Douglas,13097,147.0,5.0,04/11/2020
Muscogee,13215,144.0,4.0,04/11/2020
Chatham,13051,142.0,5.0,04/11/2020
Richmond,13245,138.0,3.0,04/11/2020
Mitchell,13205,135.0,13.0,04/11/2020
Forsyth,13117,121.0,4.0,04/11/2020
Houston,13153,113.0,7.0,04/11/2020
Early,13099,106.0,6.0,04/11/2020
Floyd,13115,105.0,5.0,04/11/2020
Terrell,13273,104.0,10.0,04/11/2020
Randolph,13243,103.0,5.0,04/11/2020
Coweta,13077,101.0,2.0,04/11/2020
Fayette,13113,94.0,4.0,04/11/2020
Rockdale,13247,91.0,2.0,04/11/2020
Clarke,13059,82.0,11.0,04/11/2020
Colquitt,13071,80.0,5.0,04/11/2020
Worth,13321,78.0,4.0,04/11/2020
Newton,13217,77.0,3.0,04/11/2020
Paulding,13223,76.0,2.0,04/11/2020
Thomas,13275,74.0,3.0,04/11/2020
Crisp,13081,67.0,0.0,04/11/2020
Columbia,13073,66.0,0.0,04/11/2020
Spalding,13255,65.0,4.0,04/11/2020
Bibb,13021,63.0,1.0,04/11/2020
Lowndes,13185,59.0,2.0,04/11/2020
Tift,13277,57.0,1.0,04/11/2020
Troup,13285,55.0,3.0,04/11/2020
Coffee,13069,53.0,2.0,04/11/2020
Barrow,13013,51.0,3.0,04/11/2020
Upson,13293,51.0,1.0,04/11/2020
Ware,13299,50.0,4.0,04/11/2020
Pierce,13229,45.0,2.0,04/11/2020
Baldwin,13009,44.0,1.0,04/11/2020
Calhoun,13037,41.0,2.0,04/11/2020
Dooly,13093,40.0,1.0,04/11/2020
Oconee,13219,36.0,0.0,04/11/2020
Walton,13297,36.0,2.0,04/11/2020
Glynn,13127,33.0,0.0,04/11/2020
Gordon,13129,29.0,3.0,04/11/2020
Turner,13287,29.0,0.0,04/11/2020
Bryan,13029,28.0,1.0,04/11/2020
Burke,13033,28.0,1.0,04/11/2020
Laurens,13175,28.0,1.0,04/11/2020
Butts,13035,27.0,0.0,04/11/2020
Decatur,13087,27.0,0.0,04/11/2020
Jackson,13157,26.0,1.0,04/11/2020
Dawson,13085,25.0,2.0,04/11/2020
Greene,13133,25.0,1.0,04/11/2020
Whitfield,13313,24.0,3.0,04/11/2020
Meriwether,13199,22.0,0.0,04/11/2020
Peach,13225,21.0,2.0,04/11/2020
Polk,13233,21.0,0.0,04/11/2020
Washington,13303,21.0,0.0,04/11/2020
Camden,13039,20.0,0.0,04/11/2020
Effingham,13103,20.0,1.0,04/11/2020
Mcduffie,13189,20.0,2.0,04/11/2020
Harris,13145,19.0,1.0,04/11/2020
Macon,13193,19.0,0.0,04/11/2020
Brooks,13027,18.0,1.0,04/11/2020
Stephens,13257,17.0,0.0,04/11/2020
Bulloch,13031,16.0,1.0,04/11/2020
Liberty,13179,16.0,0.0,04/11/2020
Clay,13061,15.0,1.0,04/11/2020
Grady,13131,15.0,0.0,04/11/2020
Haralson,13143,15.0,0.0,04/11/2020
Johnson,13167,15.0,1.0,04/11/2020
Lamar,13171,15.0,0.0,04/11/2020
Pike,13231,15.0,0.0,04/11/2020
Bacon,13005,14.0,0.0,04/11/2020
Habersham,13137,14.0,1.0,04/11/2020
Morgan,13211,14.0,0.0,04/11/2020
Murray,13213,14.0,0.0,04/11/2020
Seminole,13253,14.0,0.0,04/11/2020
Baker,13007,12.0,2.0,04/11/2020
Catoosa,13047,12.0,0.0,04/11/2020
Monroe,13207,12.0,1.0,04/11/2020
Oglethorpe,13221,12.0,1.0,04/11/2020
Schley,13249,12.0,1.0,04/11/2020
Irwin,13155,11.0,0.0,04/11/2020
Jones,13169,11.0,0.0,04/11/2020
Toombs,13279,11.0,1.0,04/11/2020
White,13311,11.0,0.0,04/11/2020
Madison,13195,10.0,1.0,04/11/2020
Marion,13197,10.0,0.0,04/11/2020
Miller,13201,10.0,0.0,04/11/2020
Pickens,13227,10.0,2.0,04/11/2020
Wilkinson,13319,10.0,1.0,04/11/2020
Appling,13001,9.0,0.0,04/11/2020
Dodge,13091,9.0,0.0,04/11/2020
Fannin,13111,9.0,0.0,04/11/2020
Jenkins,13165,9.0,1.0,04/11/2020
Lumpkin,13187,9.0,0.0,04/11/2020
Pulaski,13235,9.0,0.0,04/11/2020
Talbot,13263,9.0,1.0,04/11/2020
Telfair,13271,9.0,0.0,04/11/2020
Ben Hill,13017,8.0,0.0,04/11/2020
Lincoln,13181,8.0,0.0,04/11/2020
Banks,13011,7.0,0.0,04/11/2020
Brantley,13025,7.0,1.0,04/11/2020
Emanuel,13107,7.0,0.0,04/11/2020
Taylor,13269,7.0,2.0,04/11/2020
Union,13291,7.0,1.0,04/11/2020
Berrien,13019,6.0,0.0,04/11/2020
Cook,13075,6.0,0.0,04/11/2020
Gilmer,13123,6.0,0.0,04/11/2020
Jasper,13159,6.0,0.0,04/11/2020
Jefferson,13163,6.0,1.0,04/11/2020
Rabun,13241,6.0,0.0,04/11/2020
Stewart,13259,6.0,0.0,04/11/2020
Walker,13295,6.0,0.0,04/11/2020
Warren,13301,6.0,0.0,04/11/2020
Wilkes,13317,6.0,0.0,04/11/2020
Chattooga,13055,5.0,1.0,04/11/2020
Lanier,13173,5.0,0.0,04/11/2020
Putnam,13237,5.0,0.0,04/11/2020
Screven,13251,5.0,0.0,04/11/2020
Wilcox,13315,5.0,0.0,04/11/2020
Candler,13043,4.0,0.0,04/11/2020
Franklin,13119,4.0,0.0,04/11/2020
Wayne,13305,4.0,0.0,04/11/2020
Chattahoochee,13053,3.0,0.0,04/11/2020
Clinch,13065,3.0,0.0,04/11/2020
Crawford,13079,3.0,0.0,04/11/2020
Elbert,13105,3.0,0.0,04/11/2020
Hancock,13141,3.0,0.0,04/11/2020
Hart,13147,3.0,0.0,04/11/2020
Heard,13149,3.0,1.0,04/11/2020
Mcintosh,13191,3.0,0.0,04/11/2020
Quitman,13239,3.0,0.0,04/11/2020
Tattnall,13267,3.0,0.0,04/11/2020
Towns,13281,3.0,0.0,04/11/2020
Webster,13307,3.0,0.0,04/11/2020
Atkinson,13003,2.0,0.0,04/11/2020
Charlton,13049,2.0,0.0,04/11/2020
