Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,53.480000000000004,0.01,,,,,2020-04-02 11:28:33
18-59,3155.3199999999997,0.59,3128.3199999999997,0.79,27.0,0.17,2020-04-02 11:28:33
60+,1925.28,0.36,1799.28,0.46,126.0,0.77,2020-04-02 11:28:33
Unknown,213.92000000000002,0.04,204.92000000000002,0.05,9.0,0.06,2020-04-02 11:28:33
