County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2208.0,82.0,04/21/2020
Dekalb,13089,1534.0,29.0,04/21/2020
Dougherty,13095,1446.0,103.0,04/21/2020
Gwinnett,13135,1222.0,42.0,04/21/2020
Cobb,13067,1215.0,59.0,04/21/2020
Hall,13139,720.0,9.0,04/21/2020
Clayton,13063,546.0,20.0,04/21/2020
Henry,13151,384.0,11.0,04/21/2020
Sumter,13261,333.0,18.0,04/21/2020
Cherokee,13057,322.0,10.0,04/21/2020
Carroll,13045,307.0,11.0,04/21/2020
Richmond,13245,295.0,12.0,04/21/2020
Lee,13177,277.0,17.0,04/21/2020
Bartow,13015,256.0,24.0,04/21/2020
Douglas,13097,244.0,7.0,04/21/2020
Muscogee,13215,234.0,4.0,04/21/2020
Mitchell,13205,214.0,23.0,04/21/2020
Forsyth,13117,213.0,8.0,04/21/2020
Bibb,13021,203.0,2.0,04/21/2020
Chatham,13051,185.0,6.0,04/21/2020
Houston,13153,185.0,12.0,04/21/2020
Upson,13293,179.0,11.0,04/21/2020
Early,13099,173.0,10.0,04/21/2020
Coweta,13077,170.0,4.0,04/21/2020
Terrell,13273,156.0,18.0,04/21/2020
Colquitt,13071,154.0,5.0,04/21/2020
Randolph,13243,146.0,16.0,04/21/2020
Fayette,13113,144.0,8.0,04/21/2020
Paulding,13223,143.0,7.0,04/21/2020
Rockdale,13247,140.0,6.0,04/21/2020
Newton,13217,139.0,4.0,04/21/2020
Spalding,13255,136.0,7.0,04/21/2020
Thomas,13275,133.0,14.0,04/21/2020
Baldwin,13009,132.0,4.0,04/21/2020
Worth,13321,129.0,8.0,04/21/2020
Floyd,13115,127.0,9.0,04/21/2020
Crisp,13081,125.0,2.0,04/21/2020
Columbia,13073,120.0,2.0,04/21/2020
Clarke,13059,114.0,13.0,04/21/2020
Habersham,13137,107.0,2.0,04/21/2020
Lowndes,13185,105.0,3.0,04/21/2020
Troup,13285,105.0,4.0,04/21/2020
Barrow,13013,99.0,3.0,04/21/2020
Tift,13277,93.0,4.0,04/21/2020
Ware,13299,92.0,7.0,04/21/2020
Coffee,13069,83.0,4.0,04/21/2020
Butts,13035,82.0,2.0,04/21/2020
Dooly,13093,73.0,5.0,04/21/2020
Gordon,13129,66.0,6.0,04/21/2020
Walton,13297,64.0,3.0,04/21/2020
Calhoun,13037,61.0,2.0,04/21/2020
Decatur,13087,59.0,1.0,04/21/2020
Turner,13287,59.0,4.0,04/21/2020
Jackson,13157,56.0,1.0,04/21/2020
Macon,13193,55.0,1.0,04/21/2020
Oconee,13219,53.0,0.0,04/21/2020
Burke,13033,51.0,3.0,04/21/2020
Pierce,13229,51.0,2.0,04/21/2020
Glynn,13127,49.0,0.0,04/21/2020
Meriwether,13199,47.0,0.0,04/21/2020
