County,fips,TotalCases,TotalDeaths,Date
Whitfield,13313,46.0,4.0,04/21/2020
Dawson,13085,45.0,1.0,04/21/2020
Greene,13133,45.0,1.0,04/21/2020
Wilcox,13315,45.0,5.0,04/21/2020
Harris,13145,44.0,2.0,04/21/2020
Laurens,13175,43.0,1.0,04/21/2020
Stephens,13257,41.0,1.0,04/21/2020
Mcduffie,13189,37.0,3.0,04/21/2020
Polk,13233,36.0,0.0,04/21/2020
Peach,13225,35.0,2.0,04/21/2020
Bryan,13029,34.0,2.0,04/21/2020
Grady,13131,34.0,1.0,04/21/2020
Johnson,13167,34.0,1.0,04/21/2020
Liberty,13179,34.0,0.0,04/21/2020
Oglethorpe,13221,34.0,3.0,04/21/2020
Pike,13231,34.0,2.0,04/21/2020
Bulloch,13031,31.0,2.0,04/21/2020
White,13311,31.0,0.0,04/21/2020
Brooks,13027,30.0,6.0,04/21/2020
Effingham,13103,29.0,1.0,04/21/2020
Lamar,13171,29.0,0.0,04/21/2020
Marion,13197,29.0,1.0,04/21/2020
Walker,13295,28.0,0.0,04/21/2020
Camden,13039,27.0,0.0,04/21/2020
Catoosa,13047,26.0,0.0,04/21/2020
Putnam,13237,26.0,2.0,04/21/2020
Lumpkin,13187,25.0,0.0,04/21/2020
Seminole,13253,25.0,2.0,04/21/2020
Washington,13303,25.0,1.0,04/21/2020
Haralson,13143,23.0,1.0,04/21/2020
Miller,13201,23.0,0.0,04/21/2020
Morgan,13211,22.0,0.0,04/21/2020
Wilkinson,13319,22.0,2.0,04/21/2020
Appling,13001,21.0,0.0,04/21/2020
Baker,13007,20.0,2.0,04/21/2020
Brantley,13025,20.0,2.0,04/21/2020
Clay,13061,20.0,2.0,04/21/2020
Jones,13169,20.0,0.0,04/21/2020
Talbot,13263,20.0,1.0,04/21/2020
Toombs,13279,20.0,3.0,04/21/2020
Bacon,13005,19.0,1.0,04/21/2020
Ben Hill,13017,19.0,0.0,04/21/2020
Dodge,13091,19.0,0.0,04/21/2020
Fannin,13111,19.0,1.0,04/21/2020
Murray,13213,19.0,0.0,04/21/2020
Wilkes,13317,19.0,0.0,04/21/2020
Gilmer,13123,18.0,0.0,04/21/2020
Pickens,13227,18.0,2.0,04/21/2020
Jasper,13159,17.0,0.0,04/21/2020
Pulaski,13235,17.0,1.0,04/21/2020
Stewart,13259,17.0,0.0,04/21/2020
Madison,13195,16.0,1.0,04/21/2020
Schley,13249,16.0,1.0,04/21/2020
Banks,13011,15.0,0.0,04/21/2020
Irwin,13155,15.0,0.0,04/21/2020
Monroe,13207,15.0,1.0,04/21/2020
Telfair,13271,15.0,0.0,04/21/2020
Towns,13281,15.0,0.0,04/21/2020
Union,13291,15.0,1.0,04/21/2020
Crawford,13079,14.0,0.0,04/21/2020
Emanuel,13107,14.0,0.0,04/21/2020
Cook,13075,13.0,1.0,04/21/2020
Jenkins,13165,13.0,1.0,04/21/2020
Taylor,13269,13.0,2.0,04/21/2020
Dade,13083,12.0,1.0,04/21/2020
Franklin,13119,12.0,0.0,04/21/2020
Screven,13251,12.0,1.0,04/21/2020
Jefferson,13163,11.0,1.0,04/21/2020
Berrien,13019,10.0,0.0,04/21/2020
Chattooga,13055,10.0,1.0,04/21/2020
Hancock,13141,10.0,0.0,04/21/2020
Warren,13301,10.0,0.0,04/21/2020
Lincoln,13181,9.0,0.0,04/21/2020
Wayne,13305,9.0,0.0,04/21/2020
Rabun,13241,8.0,0.0,04/21/2020
Candler,13043,7.0,0.0,04/21/2020
Charlton,13049,7.0,0.0,04/21/2020
Chattahoochee,13053,7.0,0.0,04/21/2020
Clinch,13065,7.0,0.0,04/21/2020
Elbert,13105,7.0,0.0,04/21/2020
Heard,13149,7.0,1.0,04/21/2020
Jeff Davis,13161,7.0,1.0,04/21/2020
Lanier,13173,7.0,1.0,04/21/2020
Webster,13307,7.0,0.0,04/21/2020
Hart,13147,6.0,0.0,04/21/2020
Atkinson,13003,5.0,0.0,04/21/2020
Bleckley,13023,5.0,0.0,04/21/2020
Tattnall,13267,5.0,0.0,04/21/2020
Echols,13101,4.0,0.0,04/21/2020
Evans,13109,4.0,0.0,04/21/2020
Mcintosh,13191,4.0,0.0,04/21/2020
Twiggs,13289,4.0,0.0,04/21/2020
Quitman,13239,3.0,1.0,04/21/2020
Wheeler,13309,3.0,0.0,04/21/2020
Long,13183,2.0,0.0,04/21/2020
Montgomery,13209,2.0,0.0,04/21/2020
Treutlen,13283,2.0,0.0,04/21/2020
Unknown,0,470.0,0.0,04/21/2020
Non-Georgia Resident,0,970.0,7.0,04/21/2020
Glascock,13125,,,04/21/2020
Taliaferro,13265,,,04/21/2020
