Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,198.81,0.01,198.81,0.01,0.0,0.0,04/21/2020
18-59,12326.22,0.62,12199.22,0.64,127.0,0.16,04/21/2020
60+,6759.54,0.34,6089.54,0.32,670.0,0.84,04/21/2020
Unknown,596.43,0.03,594.43,0.03,2.0,0.0,04/21/2020
