Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,142.23,0.01,142.23,0.01,0.0,0.0,04/14/2020
18-59,8533.8,0.6,8457.8,0.62,76.0,0.15,04/14/2020
60+,4978.05,0.35,4557.05,0.33,421.0,0.84,04/14/2020
Unknown,568.92,0.04,564.92,0.04,4.0,0.01,04/14/2020
