Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,422.04,0.02,422.04,0.02,0.0,0.0,04/22/2020
18-59,13083.24,0.62,12948.24,0.64,135.0,0.16,04/22/2020
60+,6963.66,0.33,6255.66,0.31,708.0,0.84,04/22/2020
Unknown,633.06,0.03,630.06,0.03,3.0,0.0,04/22/2020
