County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2255.0,85.0,04/22/2020
Dekalb,13089,1609.0,31.0,04/22/2020
Dougherty,13095,1479.0,106.0,04/22/2020
Gwinnett,13135,1273.0,46.0,04/22/2020
Cobb,13067,1272.0,63.0,04/22/2020
Hall,13139,907.0,9.0,04/22/2020
Clayton,13063,549.0,21.0,04/22/2020
Henry,13151,386.0,10.0,04/22/2020
Sumter,13261,341.0,20.0,04/22/2020
Cherokee,13057,340.0,10.0,04/22/2020
Richmond,13245,313.0,13.0,04/22/2020
Carroll,13045,304.0,11.0,04/22/2020
Lee,13177,294.0,17.0,04/22/2020
Mitchell,13205,280.0,23.0,04/22/2020
Bartow,13015,259.0,27.0,04/22/2020
Douglas,13097,259.0,8.0,04/22/2020
Muscogee,13215,244.0,4.0,04/22/2020
Forsyth,13117,227.0,8.0,04/22/2020
Bibb,13021,224.0,4.0,04/22/2020
Chatham,13051,193.0,7.0,04/22/2020
Houston,13153,190.0,13.0,04/22/2020
Upson,13293,185.0,12.0,04/22/2020
Early,13099,184.0,12.0,04/22/2020
Coweta,13077,168.0,4.0,04/22/2020
Terrell,13273,159.0,18.0,04/22/2020
Colquitt,13071,158.0,6.0,04/22/2020
Baldwin,13009,155.0,4.0,04/22/2020
Randolph,13243,148.0,17.0,04/22/2020
Thomas,13275,148.0,14.0,04/22/2020
Fayette,13113,146.0,8.0,04/22/2020
Newton,13217,146.0,5.0,04/22/2020
Paulding,13223,145.0,7.0,04/22/2020
Rockdale,13247,144.0,6.0,04/22/2020
Worth,13321,142.0,9.0,04/22/2020
Spalding,13255,136.0,8.0,04/22/2020
Crisp,13081,130.0,2.0,04/22/2020
Habersham,13137,130.0,3.0,04/22/2020
Floyd,13115,128.0,8.0,04/22/2020
Butts,13035,125.0,1.0,04/22/2020
Columbia,13073,124.0,2.0,04/22/2020
Lowndes,13185,122.0,4.0,04/22/2020
Clarke,13059,118.0,13.0,04/22/2020
Troup,13285,109.0,4.0,04/22/2020
Barrow,13013,103.0,3.0,04/22/2020
Ware,13299,95.0,7.0,04/22/2020
Tift,13277,93.0,3.0,04/22/2020
Coffee,13069,84.0,4.0,04/22/2020
Calhoun,13037,76.0,3.0,04/22/2020
Dooly,13093,74.0,6.0,04/22/2020
Walton,13297,73.0,3.0,04/22/2020
Gordon,13129,70.0,8.0,04/22/2020
Jackson,13157,63.0,1.0,04/22/2020
Macon,13193,59.0,2.0,04/22/2020
Turner,13287,59.0,5.0,04/22/2020
Walker,13295,59.0,0.0,04/22/2020
Burke,13033,53.0,3.0,04/22/2020
Oconee,13219,53.0,0.0,04/22/2020
Whitfield,13313,53.0,4.0,04/22/2020
Glynn,13127,51.0,0.0,04/22/2020
Pierce,13229,51.0,2.0,04/22/2020
Wilcox,13315,51.0,6.0,04/22/2020
Decatur,13087,50.0,1.0,04/22/2020
Greene,13133,50.0,1.0,04/22/2020
Dawson,13085,49.0,1.0,04/22/2020
Harris,13145,49.0,2.0,04/22/2020
Meriwether,13199,48.0,0.0,04/22/2020
Appling,13001,47.0,2.0,04/22/2020
Catoosa,13047,45.0,0.0,04/22/2020
Laurens,13175,44.0,1.0,04/22/2020
Stephens,13257,42.0,1.0,04/22/2020
Grady,13131,40.0,2.0,04/22/2020
Bryan,13029,37.0,2.0,04/22/2020
Johnson,13167,37.0,1.0,04/22/2020
Mcduffie,13189,37.0,4.0,04/22/2020
Brooks,13027,36.0,6.0,04/22/2020
Polk,13233,36.0,0.0,04/22/2020
Peach,13225,35.0,2.0,04/22/2020
Pike,13231,35.0,2.0,04/22/2020
Liberty,13179,34.0,0.0,04/22/2020
Oglethorpe,13221,34.0,3.0,04/22/2020
Bulloch,13031,33.0,2.0,04/22/2020
Marion,13197,33.0,1.0,04/22/2020
White,13311,33.0,0.0,04/22/2020
Effingham,13103,30.0,1.0,04/22/2020
Lamar,13171,28.0,0.0,04/22/2020
Washington,13303,28.0,1.0,04/22/2020
Camden,13039,27.0,0.0,04/22/2020
Putnam,13237,27.0,2.0,04/22/2020
Seminole,13253,27.0,2.0,04/22/2020
