County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2206.0,83.0,04/21/2020
Dekalb,13089,1563.0,30.0,04/21/2020
Dougherty,13095,1456.0,103.0,04/21/2020
Gwinnett,13135,1238.0,44.0,04/21/2020
Cobb,13067,1230.0,60.0,04/21/2020
Hall,13139,756.0,9.0,04/21/2020
Clayton,13063,547.0,21.0,04/21/2020
Henry,13151,384.0,10.0,04/21/2020
Sumter,13261,334.0,20.0,04/21/2020
Cherokee,13057,324.0,10.0,04/21/2020
Carroll,13045,313.0,11.0,04/21/2020
Richmond,13245,294.0,12.0,04/21/2020
Lee,13177,277.0,17.0,04/21/2020
Bartow,13015,256.0,27.0,04/21/2020
Mitchell,13205,254.0,23.0,04/21/2020
Douglas,13097,246.0,7.0,04/21/2020
Muscogee,13215,235.0,4.0,04/21/2020
Forsyth,13117,216.0,8.0,04/21/2020
Bibb,13021,207.0,4.0,04/21/2020
Chatham,13051,185.0,6.0,04/21/2020
Houston,13153,184.0,12.0,04/21/2020
Upson,13293,180.0,11.0,04/21/2020
Early,13099,174.0,10.0,04/21/2020
Coweta,13077,169.0,4.0,04/21/2020
Colquitt,13071,156.0,6.0,04/21/2020
Terrell,13273,156.0,18.0,04/21/2020
Randolph,13243,146.0,16.0,04/21/2020
Fayette,13113,144.0,8.0,04/21/2020
Thomas,13275,143.0,14.0,04/21/2020
Newton,13217,142.0,4.0,04/21/2020
Paulding,13223,141.0,7.0,04/21/2020
Rockdale,13247,141.0,6.0,04/21/2020
Worth,13321,140.0,9.0,04/21/2020
Spalding,13255,136.0,8.0,04/21/2020
Baldwin,13009,135.0,4.0,04/21/2020
Floyd,13115,127.0,8.0,04/21/2020
Crisp,13081,125.0,2.0,04/21/2020
Columbia,13073,122.0,2.0,04/21/2020
Clarke,13059,116.0,13.0,04/21/2020
Lowndes,13185,113.0,3.0,04/21/2020
Habersham,13137,112.0,2.0,04/21/2020
Troup,13285,107.0,4.0,04/21/2020
Barrow,13013,101.0,3.0,04/21/2020
Ware,13299,93.0,7.0,04/21/2020
Tift,13277,92.0,4.0,04/21/2020
Coffee,13069,83.0,4.0,04/21/2020
Butts,13035,81.0,1.0,04/21/2020
Calhoun,13037,75.0,2.0,04/21/2020
Dooly,13093,73.0,6.0,04/21/2020
Gordon,13129,67.0,7.0,04/21/2020
Walton,13297,63.0,3.0,04/21/2020
Turner,13287,58.0,4.0,04/21/2020
Jackson,13157,57.0,1.0,04/21/2020
Macon,13193,55.0,1.0,04/21/2020
Decatur,13087,53.0,1.0,04/21/2020
Oconee,13219,53.0,0.0,04/21/2020
Burke,13033,51.0,3.0,04/21/2020
Pierce,13229,51.0,2.0,04/21/2020
Greene,13133,50.0,1.0,04/21/2020
Glynn,13127,49.0,0.0,04/21/2020
Meriwether,13199,47.0,0.0,04/21/2020
Whitfield,13313,46.0,4.0,04/21/2020
Dawson,13085,45.0,1.0,04/21/2020
Wilcox,13315,45.0,6.0,04/21/2020
Harris,13145,44.0,2.0,04/21/2020
Laurens,13175,43.0,1.0,04/21/2020
Stephens,13257,41.0,1.0,04/21/2020
Grady,13131,38.0,2.0,04/21/2020
Mcduffie,13189,37.0,3.0,04/21/2020
Polk,13233,36.0,0.0,04/21/2020
Walker,13295,36.0,0.0,04/21/2020
Johnson,13167,35.0,1.0,04/21/2020
Peach,13225,35.0,2.0,04/21/2020
Bryan,13029,34.0,2.0,04/21/2020
Liberty,13179,34.0,0.0,04/21/2020
Oglethorpe,13221,34.0,3.0,04/21/2020
Pike,13231,34.0,2.0,04/21/2020
Brooks,13027,33.0,6.0,04/21/2020
Bulloch,13031,32.0,2.0,04/21/2020
White,13311,32.0,0.0,04/21/2020
Effingham,13103,29.0,1.0,04/21/2020
Lamar,13171,29.0,0.0,04/21/2020
Marion,13197,29.0,1.0,04/21/2020
Catoosa,13047,28.0,0.0,04/21/2020
Washington,13303,28.0,1.0,04/21/2020
Camden,13039,27.0,0.0,04/21/2020
Lumpkin,13187,26.0,0.0,04/21/2020
Putnam,13237,26.0,2.0,04/21/2020
Seminole,13253,26.0,2.0,04/21/2020
Haralson,13143,25.0,1.0,04/21/2020
Miller,13201,23.0,0.0,04/21/2020
Morgan,13211,23.0,0.0,04/21/2020
Wilkinson,13319,22.0,2.0,04/21/2020
Appling,13001,21.0,1.0,04/21/2020
Jones,13169,21.0,0.0,04/21/2020
Toombs,13279,21.0,3.0,04/21/2020
Baker,13007,20.0,2.0,04/21/2020
Brantley,13025,20.0,2.0,04/21/2020
Clay,13061,20.0,2.0,04/21/2020
Talbot,13263,20.0,1.0,04/21/2020
Bacon,13005,19.0,1.0,04/21/2020
Ben Hill,13017,19.0,0.0,04/21/2020
Dodge,13091,19.0,0.0,04/21/2020
Fannin,13111,19.0,1.0,04/21/2020
Gilmer,13123,19.0,0.0,04/21/2020
Murray,13213,19.0,0.0,04/21/2020
Wilkes,13317,19.0,0.0,04/21/2020
Jasper,13159,18.0,0.0,04/21/2020
Pickens,13227,18.0,2.0,04/21/2020
Madison,13195,17.0,1.0,04/21/2020
