Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,201.66,0.01,201.66,0.01,0.0,0.0,04/21/2020
18-59,12502.92,0.62,12370.92,0.64,132.0,0.16,04/21/2020
60+,6856.44,0.34,6173.44,0.32,683.0,0.83,04/21/2020
Unknown,604.98,0.03,601.98,0.03,3.0,0.0,04/21/2020
