Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,549.92,0.02,549.92,0.02,0.0,0.0,05/01/2020
18-59,17047.52,0.62,16874.52,0.64,173.0,0.15,05/01/2020
60+,9073.68,0.33,8083.68,0.31,990.0,0.85,05/01/2020
Unknown,824.88,0.03,822.88,0.03,2.0,0.0,05/01/2020
