County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Cobb,13067,566.0,29.0,0.0618,0.0512,756865.0,0.00075,75.0,4.0,5.0,2020-04-07 18:28:13
Coffee,13069,41.0,2.0,0.0045,0.0488,43093.0,0.00095,95.0,5.0,5.0,2020-04-07 18:28:13
Colquitt,13071,70.0,5.0,0.0076,0.0714,45592.0,0.00154,154.0,11.0,7.0,2020-04-07 18:28:13
Columbia,13073,46.0,0.0,0.005,0.0,154291.0,0.0003,30.0,0.0,0.0,2020-04-07 18:28:13
Cook,13075,4.0,0.0,0.0004,0.0,17162.0,0.00023,23.0,0.0,0.0,2020-04-07 18:28:13
Coweta,13077,80.0,2.0,0.0087,0.025,145864.0,0.00055,55.0,1.0,2.0,2020-04-07 18:28:13
Crawford,13079,1.0,0.0,0.0001,0.0,12318.0,8e-05,8.0,0.0,0.0,2020-04-07 18:28:13
Crisp,13081,46.0,0.0,0.005,0.0,22601.0,0.00204,204.0,0.0,0.0,2020-04-07 18:28:13
Dade,13083,1.0,1.0,0.0001,1.0,16226.0,6e-05,6.0,6.0,100.0,2020-04-07 18:28:13
Dawson,13085,20.0,1.0,0.0022,0.05,25083.0,0.0008,80.0,4.0,5.0,2020-04-07 18:28:13
Decatur,13087,21.0,0.0,0.0023,0.0,26575.0,0.00079,79.0,0.0,0.0,2020-04-07 18:28:13
Dekalb,13089,673.0,11.0,0.0735,0.0163,756558.0,0.00089,89.0,1.0,2.0,2020-04-07 18:28:13
Dodge,13091,8.0,0.0,0.0009,0.0,20705.0,0.00039,39.0,0.0,0.0,2020-04-07 18:28:13
Dooly,13093,27.0,1.0,0.0029,0.037,13706.0,0.00197,197.0,7.0,4.0,2020-04-07 18:28:13
Dougherty,13095,973.0,56.0,0.1063,0.0576,91243.0,0.01066,1066.0,61.0,6.0,2020-04-07 18:28:13
Douglas,13097,117.0,5.0,0.0128,0.0427,145331.0,0.00081,81.0,3.0,4.0,2020-04-07 18:28:13
Early,13099,96.0,5.0,0.0105,0.0521,10247.0,0.00937,937.0,49.0,5.0,2020-04-07 18:28:13
Echols,13101,1.0,0.0,0.0001,0.0,4000.0,0.00025,25.0,0.0,0.0,2020-04-07 18:28:13
Effingham,13103,18.0,1.0,0.002,0.0556,62190.0,0.00029,29.0,2.0,6.0,2020-04-07 18:28:13
Elbert,13105,2.0,0.0,0.0002,0.0,19120.0,0.0001,10.0,0.0,0.0,2020-04-07 18:28:13
Emanuel,13107,3.0,0.0,0.0003,0.0,22612.0,0.00013,13.0,0.0,0.0,2020-04-07 18:28:13
Evans,13109,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,0.0,0.0,2020-04-07 18:28:13
Fannin,13111,10.0,0.0,0.0011,0.0,25964.0,0.00039,39.0,0.0,0.0,2020-04-07 18:28:13
Fayette,13113,81.0,4.0,0.0088,0.0494,113459.0,0.00071,71.0,4.0,5.0,2020-04-07 18:28:13
Floyd,13115,92.0,3.0,0.01,0.0326,97927.0,0.00094,94.0,3.0,3.0,2020-04-07 18:28:13
Forsyth,13117,99.0,1.0,0.0108,0.0101,236612.0,0.00042,42.0,0.0,1.0,2020-04-07 18:28:13
Franklin,13119,3.0,0.0,0.0003,0.0,23023.0,0.00013,13.0,0.0,0.0,2020-04-07 18:28:13
Fulton,13121,1185.0,39.0,0.1294,0.0329,1050114.0,0.00113,113.0,4.0,3.0,2020-04-07 18:28:13
Gilmer,13123,3.0,0.0,0.0003,0.0,30816.0,0.0001,10.0,0.0,0.0,2020-04-07 18:28:13
Glascock,13125,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,0.0,0.0,2020-04-07 18:28:13
Glynn,13127,30.0,0.0,0.0033,0.0,85219.0,0.00035,35.0,0.0,0.0,2020-04-07 18:28:13
Gordon,13129,25.0,3.0,0.0027,0.12,57685.0,0.00043,43.0,5.0,12.0,2020-04-07 18:28:13
Grady,13131,6.0,0.0,0.0007,0.0,24748.0,0.00024,24.0,0.0,0.0,2020-04-07 18:28:13
Greene,13133,23.0,1.0,0.0025,0.0435,17698.0,0.0013,130.0,6.0,4.0,2020-04-07 18:28:13
Gwinnett,13135,540.0,13.0,0.059,0.0241,927781.0,0.00058,58.0,1.0,2.0,2020-04-07 18:28:13
Habersham,13137,7.0,0.0,0.0008,0.0,45388.0,0.00015,15.0,0.0,0.0,2020-04-07 18:28:13
Hall,13139,215.0,0.0,0.0235,0.0,202148.0,0.00106,106.0,0.0,0.0,2020-04-07 18:28:13
Hancock,13141,1.0,0.0,0.0001,0.0,8348.0,0.00012,12.0,0.0,0.0,2020-04-07 18:28:13
Haralson,13143,17.0,0.0,0.0019,0.0,29533.0,0.00058,58.0,0.0,0.0,2020-04-07 18:28:13
Harris,13145,12.0,0.0,0.0013,0.0,34475.0,0.00035,35.0,0.0,0.0,2020-04-07 18:28:13
Hart,13147,3.0,0.0,0.0003,0.0,26099.0,0.00011,11.0,0.0,0.0,2020-04-07 18:28:13
Heard,13149,3.0,1.0,0.0003,0.3333,11879.0,0.00025,25.0,8.0,33.0,2020-04-07 18:28:13
Henry,13151,208.0,3.0,0.0227,0.0144,230220.0,0.0009,90.0,1.0,1.0,2020-04-07 18:28:13
Houston,13153,85.0,6.0,0.0093,0.0706,155469.0,0.00055,55.0,4.0,7.0,2020-04-07 18:28:13
Irwin,13155,9.0,0.0,0.001,0.0,9398.0,0.00096,96.0,0.0,0.0,2020-04-07 18:28:13
Jackson,13157,23.0,0.0,0.0025,0.0,70422.0,0.00033,33.0,0.0,0.0,2020-04-07 18:28:13
Jasper,13159,6.0,0.0,0.0007,0.0,14040.0,0.00043,43.0,0.0,0.0,2020-04-07 18:28:13
Jeff Davis,13161,1.0,0.0,0.0001,0.0,15029.0,7e-05,7.0,0.0,0.0,2020-04-07 18:28:13
Jefferson,13163,4.0,0.0,0.0004,0.0,15430.0,0.00026,26.0,0.0,0.0,2020-04-07 18:28:13
Jenkins,13165,7.0,0.0,0.0008,0.0,8683.0,0.00081,81.0,0.0,0.0,2020-04-07 18:28:13
Johnson,13167,6.0,0.0,0.0007,0.0,9708.0,0.00062,62.0,0.0,0.0,2020-04-07 18:28:13
Jones,13169,7.0,0.0,0.0008,0.0,28616.0,0.00024,24.0,0.0,0.0,2020-04-07 18:28:13
Lamar,13171,15.0,0.0,0.0016,0.0,19000.0,0.00079,79.0,0.0,0.0,2020-04-07 18:28:13
Lanier,13173,5.0,0.0,0.0005,0.0,10340.0,0.00048,48.0,0.0,0.0,2020-04-07 18:28:13
Laurens,13175,24.0,0.0,0.0026,0.0,47325.0,0.00051,51.0,0.0,0.0,2020-04-07 18:28:13
Lee,13177,204.0,15.0,0.0223,0.0735,29764.0,0.00685,685.0,50.0,7.0,2020-04-07 18:28:13
Liberty,13179,13.0,0.0,0.0014,0.0,61497.0,0.00021,21.0,0.0,0.0,2020-04-07 18:28:13
Lincoln,13181,6.0,0.0,0.0007,0.0,7915.0,0.00076,76.0,0.0,0.0,2020-04-07 18:28:13
Long,13183,1.0,0.0,0.0001,0.0,18998.0,5e-05,5.0,0.0,0.0,2020-04-07 18:28:13
Lowndes,13185,45.0,1.0,0.0049,0.0222,116321.0,0.00039,39.0,1.0,2.0,2020-04-07 18:28:13
Lumpkin,13187,9.0,0.0,0.001,0.0,32955.0,0.00027,27.0,0.0,0.0,2020-04-07 18:28:13
Macon,13193,10.0,0.0,0.0011,0.0,13143.0,0.00076,76.0,0.0,0.0,2020-04-07 18:28:13
Madison,13195,9.0,1.0,0.001,0.1111,29650.0,0.0003,30.0,3.0,11.0,2020-04-07 18:28:13
Marion,13197,4.0,0.0,0.0004,0.0,8351.0,0.00048,48.0,0.0,0.0,2020-04-07 18:28:13
Mcduffie,13189,16.0,2.0,0.0017,0.125,21531.0,0.00074,74.0,9.0,12.0,2020-04-07 18:28:13
Mcintosh,13191,3.0,0.0,0.0003,0.0,14340.0,0.00021,21.0,0.0,0.0,2020-04-07 18:28:13
Meriwether,13199,20.0,0.0,0.0022,0.0,21068.0,0.00095,95.0,0.0,0.0,2020-04-07 18:28:13
Miller,13201,11.0,0.0,0.0012,0.0,5686.0,0.00193,193.0,0.0,0.0,2020-04-07 18:28:13
Mitchell,13205,100.0,11.0,0.0109,0.11,22192.0,0.00451,451.0,50.0,11.0,2020-04-07 18:28:13
Monroe,13207,13.0,1.0,0.0014,0.0769,27520.0,0.00047,47.0,4.0,8.0,2020-04-07 18:28:13
Montgomery,13209,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,0.0,0.0,2020-04-07 18:28:13
Morgan,13211,10.0,0.0,0.0011,0.0,18853.0,0.00053,53.0,0.0,0.0,2020-04-07 18:28:13
Murray,13213,11.0,0.0,0.0012,0.0,39921.0,0.00028,28.0,0.0,0.0,2020-04-07 18:28:13
Muscogee,13215,54.0,1.0,0.0059,0.0185,194160.0,0.00028,28.0,1.0,2.0,2020-04-07 18:28:13
Newton,13217,67.0,3.0,0.0073,0.0448,109541.0,0.00061,61.0,3.0,4.0,2020-04-07 18:28:13
Oconee,13219,33.0,1.0,0.0036,0.0303,39272.0,0.00084,84.0,3.0,3.0,2020-04-07 18:28:13
Oglethorpe,13221,2.0,1.0,0.0002,0.5,15054.0,0.00013,13.0,7.0,50.0,2020-04-07 18:28:13
Paulding,13223,62.0,1.0,0.0068,0.0161,164044.0,0.00038,38.0,1.0,2.0,2020-04-07 18:28:13
Peach,13225,20.0,2.0,0.0022,0.1,27297.0,0.00073,73.0,7.0,10.0,2020-04-07 18:28:13
Pickens,13227,10.0,2.0,0.0011,0.2,31980.0,0.00031,31.0,6.0,20.0,2020-04-07 18:28:13
Pierce,13229,32.0,1.0,0.0035,0.0312,19389.0,0.00165,165.0,5.0,3.0,2020-04-07 18:28:13
Pike,13231,10.0,0.0,0.0011,0.0,18634.0,0.00054,54.0,0.0,0.0,2020-04-07 18:28:13
Polk,13233,20.0,0.0,0.0022,0.0,42470.0,0.00047,47.0,0.0,0.0,2020-04-07 18:28:13
Pulaski,13235,8.0,0.0,0.0009,0.0,11069.0,0.00072,72.0,0.0,0.0,2020-04-07 18:28:13
Putnam,13237,5.0,0.0,0.0005,0.0,21809.0,0.00023,23.0,0.0,0.0,2020-04-07 18:28:13
Quitman,13239,4.0,0.0,0.0004,0.0,2279.0,0.00176,176.0,0.0,0.0,2020-04-07 18:28:13
Rabun,13241,5.0,0.0,0.0005,0.0,16867.0,0.0003,30.0,0.0,0.0,2020-04-07 18:28:13
Randolph,13243,83.0,4.0,0.0091,0.0482,6833.0,0.01215,1215.0,59.0,5.0,2020-04-07 18:28:13
Richmond,13245,75.0,3.0,0.0082,0.04,201554.0,0.00037,37.0,1.0,4.0,2020-04-07 18:28:13
Rockdale,13247,86.0,2.0,0.0094,0.0233,90594.0,0.00095,95.0,2.0,2.0,2020-04-07 18:28:13
Schley,13249,10.0,1.0,0.0011,0.1,5236.0,0.00191,191.0,19.0,10.0,2020-04-07 18:28:13
Screven,13251,4.0,0.0,0.0004,0.0,13938.0,0.00029,29.0,0.0,0.0,2020-04-07 18:28:13
Seminole,13253,13.0,0.0,0.0014,0.0,8315.0,0.00156,156.0,0.0,0.0,2020-04-07 18:28:13
Spalding,13255,54.0,4.0,0.0059,0.0741,66100.0,0.00082,82.0,6.0,7.0,2020-04-07 18:28:13
Stephens,13257,13.0,0.0,0.0014,0.0,26035.0,0.0005,50.0,0.0,0.0,2020-04-07 18:28:13
Stewart,13259,4.0,0.0,0.0004,0.0,6199.0,0.00065,65.0,0.0,0.0,2020-04-07 18:28:13
Sumter,13261,162.0,6.0,0.0177,0.037,29733.0,0.00545,545.0,20.0,4.0,2020-04-07 18:28:13
Talbot,13263,8.0,1.0,0.0009,0.125,6272.0,0.00128,128.0,16.0,12.0,2020-04-07 18:28:13
Taliaferro,13265,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,0.0,2020-04-07 18:28:13
Tattnall,13267,3.0,0.0,0.0003,0.0,25391.0,0.00012,12.0,0.0,0.0,2020-04-07 18:28:13
Taylor,13269,4.0,1.0,0.0004,0.25,8039.0,0.0005,50.0,12.0,25.0,2020-04-07 18:28:13
Telfair,13271,4.0,0.0,0.0004,0.0,15876.0,0.00025,25.0,0.0,0.0,2020-04-07 18:28:13
Terrell,13273,92.0,9.0,0.01,0.0978,8611.0,0.01068,1068.0,105.0,10.0,2020-04-07 18:28:13
Thomas,13275,42.0,2.0,0.0046,0.0476,44448.0,0.00094,94.0,4.0,5.0,2020-04-07 18:28:13
Tift,13277,45.0,1.0,0.0049,0.0222,40571.0,0.00111,111.0,2.0,2.0,2020-04-07 18:28:13
Toombs,13279,8.0,1.0,0.0009,0.125,26887.0,0.0003,30.0,4.0,12.0,2020-04-07 18:28:13
Towns,13281,2.0,0.0,0.0002,0.0,11852.0,0.00017,17.0,0.0,0.0,2020-04-07 18:28:13
Treutlen,13283,1.0,0.0,0.0001,0.0,6809.0,0.00015,15.0,0.0,0.0,2020-04-07 18:28:13
Troup,13285,47.0,3.0,0.0051,0.0638,70034.0,0.00067,67.0,4.0,6.0,2020-04-07 18:28:13
Turner,13287,19.0,0.0,0.0021,0.0,7912.0,0.0024,240.0,0.0,0.0,2020-04-07 18:28:13
Twiggs,13289,2.0,0.0,0.0002,0.0,8188.0,0.00024,24.0,0.0,0.0,2020-04-07 18:28:13
Union,13291,4.0,0.0,0.0004,0.0,24001.0,0.00017,17.0,0.0,0.0,2020-04-07 18:28:13
Unknown,0,441.0,6.0,0.0482,0.0136,0.0,0.0,0.0,0.0,1.0,2020-04-07 18:28:13
Upson,13293,29.0,0.0,0.0032,0.0,26215.0,0.00111,111.0,0.0,0.0,2020-04-07 18:28:13
Walker,13295,4.0,0.0,0.0004,0.0,69410.0,6e-05,6.0,0.0,0.0,2020-04-07 18:28:13
Walton,13297,25.0,2.0,0.0027,0.08,93503.0,0.00027,27.0,2.0,8.0,2020-04-07 18:28:13
Ware,13299,37.0,3.0,0.004,0.0811,35680.0,0.00104,104.0,8.0,8.0,2020-04-07 18:28:13
Warren,13301,6.0,0.0,0.0007,0.0,5251.0,0.00114,114.0,0.0,0.0,2020-04-07 18:28:13
Washington,13303,13.0,0.0,0.0014,0.0,20386.0,0.00064,64.0,0.0,0.0,2020-04-07 18:28:13
Wayne,13305,3.0,0.0,0.0003,0.0,29808.0,0.0001,10.0,0.0,0.0,2020-04-07 18:28:13
Webster,13307,4.0,0.0,0.0004,0.0,2611.0,0.00153,153.0,0.0,0.0,2020-04-07 18:28:13
Wheeler,13309,1.0,0.0,0.0001,0.0,7879.0,0.00013,13.0,0.0,0.0,2020-04-07 18:28:13
White,13311,10.0,0.0,0.0011,0.0,29970.0,0.00033,33.0,0.0,0.0,2020-04-07 18:28:13
Whitfield,13313,21.0,2.0,0.0023,0.0952,104062.0,0.0002,20.0,2.0,10.0,2020-04-07 18:28:13
Wilcox,13315,2.0,0.0,0.0002,0.0,8812.0,0.00023,23.0,0.0,0.0,2020-04-07 18:28:13
Wilkes,13317,5.0,0.0,0.0005,0.0,9876.0,0.00051,51.0,0.0,0.0,2020-04-07 18:28:13
Wilkinson,13319,3.0,0.0,0.0003,0.0,9036.0,0.00033,33.0,0.0,0.0,2020-04-07 18:28:13
