County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2543.0,91.0,04/25/2020
Dekalb,13089,1788.0,36.0,04/25/2020
Dougherty,13095,1470.0,108.0,04/25/2020
Gwinnett,13135,1460.0,46.0,04/25/2020
Cobb,13067,1395.0,74.0,04/25/2020
Hall,13139,1032.0,9.0,04/25/2020
Clayton,13063,642.0,21.0,04/25/2020
Henry,13151,436.0,10.0,04/25/2020
Cherokee,13057,368.0,10.0,04/25/2020
Richmond,13245,355.0,14.0,04/25/2020
Sumter,13261,350.0,21.0,04/25/2020
Carroll,13045,325.0,11.0,04/25/2020
Lee,13177,299.0,18.0,04/25/2020
Mitchell,13205,287.0,25.0,04/25/2020
Bartow,13015,283.0,28.0,04/25/2020
Douglas,13097,276.0,8.0,04/25/2020
Muscogee,13215,270.0,4.0,04/25/2020
Forsyth,13117,249.0,8.0,04/25/2020
Bibb,13021,247.0,6.0,04/25/2020
Chatham,13051,206.0,6.0,04/25/2020
Houston,13153,206.0,13.0,04/25/2020
Upson,13293,196.0,14.0,04/25/2020
Early,13099,194.0,15.0,04/25/2020
Spalding,13255,189.0,8.0,04/25/2020
Coweta,13077,187.0,4.0,04/25/2020
Baldwin,13009,180.0,6.0,04/25/2020
Habersham,13137,170.0,3.0,04/25/2020
Newton,13217,166.0,6.0,04/25/2020
Colquitt,13071,165.0,6.0,04/25/2020
Terrell,13273,165.0,17.0,04/25/2020
Rockdale,13247,162.0,6.0,04/25/2020
Fayette,13113,161.0,8.0,04/25/2020
Paulding,13223,159.0,7.0,04/25/2020
Thomas,13275,157.0,16.0,04/25/2020
Randolph,13243,153.0,19.0,04/25/2020
Crisp,13081,151.0,2.0,04/25/2020
Worth,13321,140.0,9.0,04/25/2020
Columbia,13073,138.0,2.0,04/25/2020
Floyd,13115,133.0,10.0,04/25/2020
Lowndes,13185,131.0,4.0,04/25/2020
Clarke,13059,127.0,13.0,04/25/2020
Butts,13035,125.0,2.0,04/25/2020
Troup,13285,122.0,4.0,04/25/2020
Barrow,13013,111.0,3.0,04/25/2020
Dooly,13093,108.0,7.0,04/25/2020
Ware,13299,105.0,8.0,04/25/2020
Coffee,13069,103.0,4.0,04/25/2020
Tift,13277,100.0,3.0,04/25/2020
Walton,13297,97.0,3.0,04/25/2020
Calhoun,13037,86.0,3.0,04/25/2020
Gordon,13129,81.0,10.0,04/25/2020
Jackson,13157,75.0,1.0,04/25/2020
Burke,13033,71.0,3.0,04/25/2020
Macon,13193,68.0,3.0,04/25/2020
Wilcox,13315,68.0,6.0,04/25/2020
Whitfield,13313,63.0,4.0,04/25/2020
Turner,13287,62.0,6.0,04/25/2020
Decatur,13087,60.0,1.0,04/25/2020
Walker,13295,59.0,0.0,04/25/2020
Stephens,13257,56.0,1.0,04/25/2020
Harris,13145,55.0,2.0,04/25/2020
Oconee,13219,55.0,0.0,04/25/2020
Appling,13001,54.0,4.0,04/25/2020
Greene,13133,53.0,1.0,04/25/2020
Laurens,13175,52.0,1.0,04/25/2020
Pierce,13229,52.0,2.0,04/25/2020
Dawson,13085,51.0,1.0,04/25/2020
Glynn,13127,51.0,1.0,04/25/2020
Meriwether,13199,49.0,0.0,04/25/2020
Grady,13131,48.0,3.0,04/25/2020
Oglethorpe,13221,48.0,3.0,04/25/2020
Bryan,13029,47.0,2.0,04/25/2020
Catoosa,13047,46.0,0.0,04/25/2020
Polk,13233,45.0,0.0,04/25/2020
Mcduffie,13189,43.0,4.0,04/25/2020
Brooks,13027,39.0,6.0,04/25/2020
Pike,13231,39.0,2.0,04/25/2020
Marion,13197,38.0,1.0,04/25/2020
White,13311,38.0,0.0,04/25/2020
Peach,13225,37.0,2.0,04/25/2020
Gilmer,13123,36.0,0.0,04/25/2020
Johnson,13167,36.0,2.0,04/25/2020
Liberty,13179,35.0,0.0,04/25/2020
Bulloch,13031,34.0,2.0,04/25/2020
Effingham,13103,34.0,1.0,04/25/2020
Washington,13303,34.0,1.0,04/25/2020
Lamar,13171,33.0,0.0,04/25/2020
Putnam,13237,31.0,3.0,04/25/2020
Wilkinson,13319,30.0,2.0,04/25/2020
Lumpkin,13187,29.0,0.0,04/25/2020
Camden,13039,28.0,1.0,04/25/2020
Miller,13201,28.0,0.0,04/25/2020
Union,13291,28.0,2.0,04/25/2020
Seminole,13253,27.0,2.0,04/25/2020
Toombs,13279,27.0,3.0,04/25/2020
Haralson,13143,26.0,1.0,04/25/2020
Jones,13169,26.0,0.0,04/25/2020
Telfair,13271,26.0,0.0,04/25/2020
Morgan,13211,24.0,0.0,04/25/2020
Murray,13213,24.0,0.0,04/25/2020
Ben Hill,13017,23.0,0.0,04/25/2020
Dodge,13091,23.0,0.0,04/25/2020
Madison,13195,23.0,1.0,04/25/2020
Wilkes,13317,22.0,0.0,04/25/2020
Bacon,13005,21.0,1.0,04/25/2020
Brantley,13025,21.0,2.0,04/25/2020
Fannin,13111,21.0,0.0,04/25/2020
Talbot,13263,21.0,1.0,04/25/2020
Clay,13061,20.0,2.0,04/25/2020
Jasper,13159,20.0,0.0,04/25/2020
Pickens,13227,20.0,2.0,04/25/2020
Pulaski,13235,20.0,1.0,04/25/2020
Towns,13281,20.0,0.0,04/25/2020
Baker,13007,19.0,2.0,04/25/2020
Emanuel,13107,19.0,0.0,04/25/2020
Monroe,13207,19.0,1.0,04/25/2020
Banks,13011,18.0,0.0,04/25/2020
Franklin,13119,17.0,0.0,04/25/2020
Hancock,13141,17.0,0.0,04/25/2020
Stewart,13259,17.0,0.0,04/25/2020
Berrien,13019,16.0,0.0,04/25/2020
Cook,13075,16.0,1.0,04/25/2020
Dade,13083,16.0,1.0,04/25/2020
Elbert,13105,16.0,0.0,04/25/2020
Jenkins,13165,16.0,1.0,04/25/2020
Schley,13249,16.0,1.0,04/25/2020
Taylor,13269,16.0,2.0,04/25/2020
Irwin,13155,15.0,1.0,04/25/2020
Crawford,13079,14.0,0.0,04/25/2020
Screven,13251,14.0,1.0,04/25/2020
Chattooga,13055,13.0,1.0,04/25/2020
Jefferson,13163,13.0,1.0,04/25/2020
Warren,13301,12.0,0.0,04/25/2020
Jeff Davis,13161,11.0,1.0,04/25/2020
Wayne,13305,11.0,0.0,04/25/2020
Lincoln,13181,10.0,0.0,04/25/2020
Bleckley,13023,9.0,0.0,04/25/2020
Heard,13149,9.0,1.0,04/25/2020
Rabun,13241,9.0,0.0,04/25/2020
Chattahoochee,13053,8.0,0.0,04/25/2020
Lanier,13173,8.0,1.0,04/25/2020
Twiggs,13289,8.0,0.0,04/25/2020
Atkinson,13003,7.0,0.0,04/25/2020
Candler,13043,7.0,0.0,04/25/2020
Charlton,13049,7.0,0.0,04/25/2020
Clinch,13065,7.0,0.0,04/25/2020
Webster,13307,7.0,0.0,04/25/2020
Hart,13147,6.0,0.0,04/25/2020
Tattnall,13267,6.0,0.0,04/25/2020
Echols,13101,5.0,0.0,04/25/2020
Evans,13109,4.0,0.0,04/25/2020
Mcintosh,13191,4.0,0.0,04/25/2020
Long,13183,3.0,0.0,04/25/2020
Quitman,13239,3.0,1.0,04/25/2020
Wheeler,13309,3.0,0.0,04/25/2020
Montgomery,13209,2.0,0.0,04/25/2020
Treutlen,13283,2.0,0.0,04/25/2020
Unknown,0,608.0,1.0,04/25/2020
Non-Georgia Resident,0,991.0,10.0,04/25/2020
Glascock,13125,,,04/25/2020
Taliaferro,13265,,,04/25/2020
