Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,171.94,0.01,171.94,0.01,0.0,0.0,04/17/2020
18-59,10488.34,0.61,10386.34,0.63,102.0,0.16,04/17/2020
60+,5845.96,0.34,5299.96,0.32,546.0,0.84,04/17/2020
Unknown,687.76,0.04,685.76,0.04,2.0,0.0,04/17/2020
