County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2025.0,73.0,04/17/2020
Dougherty,13095,1381.0,91.0,04/17/2020
Dekalb,13089,1349.0,23.0,04/17/2020
Cobb,13067,1072.0,51.0,04/17/2020
Gwinnett,13135,1017.0,36.0,04/17/2020
Hall,13139,563.0,6.0,04/17/2020
Clayton,13063,491.0,14.0,04/17/2020
Henry,13151,344.0,5.0,04/17/2020
Sumter,13261,302.0,14.0,04/17/2020
Lee,13177,269.0,15.0,04/17/2020
Cherokee,13057,266.0,8.0,04/17/2020
Carroll,13045,260.0,7.0,04/17/2020
Bartow,13015,242.0,22.0,04/17/2020
Richmond,13245,238.0,10.0,04/17/2020
Douglas,13097,220.0,6.0,04/17/2020
Muscogee,13215,207.0,4.0,04/17/2020
Mitchell,13205,203.0,22.0,04/17/2020
Bibb,13021,188.0,1.0,04/17/2020
Forsyth,13117,184.0,6.0,04/17/2020
Chatham,13051,173.0,5.0,04/17/2020
Houston,13153,164.0,10.0,04/17/2020
Early,13099,163.0,8.0,04/17/2020
Upson,13293,162.0,8.0,04/17/2020
Coweta,13077,149.0,3.0,04/17/2020
Randolph,13243,139.0,12.0,04/17/2020
Terrell,13273,139.0,13.0,04/17/2020
Fayette,13113,133.0,5.0,04/17/2020
Paulding,13223,132.0,5.0,04/17/2020
Floyd,13115,121.0,6.0,04/17/2020
Newton,13217,121.0,3.0,04/17/2020
Spalding,13255,119.0,5.0,04/17/2020
Rockdale,13247,116.0,6.0,04/17/2020
Worth,13321,116.0,4.0,04/17/2020
Colquitt,13071,115.0,5.0,04/17/2020
Thomas,13275,112.0,14.0,04/17/2020
Crisp,13081,110.0,1.0,04/17/2020
Baldwin,13009,109.0,2.0,04/17/2020
Clarke,13059,106.0,12.0,04/17/2020
Columbia,13073,90.0,1.0,04/17/2020
Barrow,13013,84.0,3.0,04/17/2020
Tift,13277,81.0,4.0,04/17/2020
Lowndes,13185,80.0,3.0,04/17/2020
Troup,13285,78.0,4.0,04/17/2020
Ware,13299,77.0,5.0,04/17/2020
Coffee,13069,73.0,3.0,04/17/2020
Dooly,13093,66.0,4.0,04/17/2020
Habersham,13137,64.0,2.0,04/17/2020
Calhoun,13037,60.0,2.0,04/17/2020
Walton,13297,59.0,3.0,04/17/2020
Decatur,13087,55.0,0.0,04/17/2020
Gordon,13129,53.0,5.0,04/17/2020
Turner,13287,50.0,1.0,04/17/2020
Pierce,13229,49.0,2.0,04/17/2020
Oconee,13219,48.0,0.0,04/17/2020
Glynn,13127,46.0,0.0,04/17/2020
Jackson,13157,46.0,1.0,04/17/2020
Macon,13193,44.0,0.0,04/17/2020
Dawson,13085,42.0,2.0,04/17/2020
Butts,13035,40.0,0.0,04/17/2020
Greene,13133,40.0,1.0,04/17/2020
Whitfield,13313,40.0,3.0,04/17/2020
Laurens,13175,39.0,1.0,04/17/2020
Meriwether,13199,39.0,0.0,04/17/2020
Burke,13033,37.0,2.0,04/17/2020
Wilcox,13315,36.0,0.0,04/17/2020
Harris,13145,35.0,2.0,04/17/2020
Mcduffie,13189,35.0,2.0,04/17/2020
Johnson,13167,32.0,1.0,04/17/2020
Oglethorpe,13221,32.0,1.0,04/17/2020
Bryan,13029,31.0,2.0,04/17/2020
Liberty,13179,31.0,0.0,04/17/2020
Peach,13225,31.0,2.0,04/17/2020
Pike,13231,29.0,1.0,04/17/2020
Polk,13233,29.0,0.0,04/17/2020
Stephens,13257,28.0,1.0,04/17/2020
Camden,13039,27.0,0.0,04/17/2020
Grady,13131,27.0,1.0,04/17/2020
Bulloch,13031,26.0,1.0,04/17/2020
Effingham,13103,25.0,1.0,04/17/2020
Marion,13197,24.0,1.0,04/17/2020
Brooks,13027,23.0,3.0,04/17/2020
Washington,13303,23.0,0.0,04/17/2020
Lamar,13171,21.0,0.0,04/17/2020
Lumpkin,13187,20.0,0.0,04/17/2020
Miller,13201,20.0,0.0,04/17/2020
White,13311,20.0,0.0,04/17/2020
Baker,13007,19.0,2.0,04/17/2020
Clay,13061,19.0,2.0,04/17/2020
Dodge,13091,19.0,0.0,04/17/2020
Haralson,13143,19.0,1.0,04/17/2020
Morgan,13211,19.0,0.0,04/17/2020
Seminole,13253,19.0,2.0,04/17/2020
Wilkinson,13319,19.0,1.0,04/17/2020
Appling,13001,18.0,0.0,04/17/2020
Catoosa,13047,18.0,0.0,04/17/2020
Murray,13213,18.0,0.0,04/17/2020
Toombs,13279,18.0,2.0,04/17/2020
Bacon,13005,17.0,1.0,04/17/2020
Brantley,13025,16.0,1.0,04/17/2020
Jones,13169,16.0,0.0,04/17/2020
Pulaski,13235,16.0,1.0,04/17/2020
Talbot,13263,16.0,1.0,04/17/2020
Monroe,13207,15.0,1.0,04/17/2020
Pickens,13227,15.0,2.0,04/17/2020
Schley,13249,15.0,1.0,04/17/2020
Fannin,13111,14.0,0.0,04/17/2020
Jasper,13159,14.0,0.0,04/17/2020
Madison,13195,14.0,1.0,04/17/2020
Putnam,13237,14.0,0.0,04/17/2020
Banks,13011,13.0,0.0,04/17/2020
Ben Hill,13017,13.0,0.0,04/17/2020
Crawford,13079,13.0,0.0,04/17/2020
Irwin,13155,13.0,0.0,04/17/2020
Stewart,13259,13.0,0.0,04/17/2020
Telfair,13271,13.0,0.0,04/17/2020
