County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2766.0,113.0,04/29/2020
Dekalb,13089,1966.0,46.0,04/29/2020
Gwinnett,13135,1720.0,55.0,04/29/2020
Cobb,13067,1571.0,88.0,04/29/2020
Dougherty,13095,1498.0,119.0,04/29/2020
Hall,13139,1238.0,20.0,04/29/2020
Clayton,13063,691.0,26.0,04/29/2020
Henry,13151,492.0,12.0,04/29/2020
Cherokee,13057,456.0,11.0,04/29/2020
Richmond,13245,389.0,14.0,04/29/2020
Sumter,13261,377.0,28.0,04/29/2020
Carroll,13045,346.0,14.0,04/29/2020
Lee,13177,313.0,20.0,04/29/2020
Douglas,13097,311.0,11.0,04/29/2020
Bartow,13015,308.0,30.0,04/29/2020
Mitchell,13205,304.0,30.0,04/29/2020
Bibb,13021,299.0,9.0,04/29/2020
Muscogee,13215,293.0,7.0,04/29/2020
Forsyth,13117,286.0,9.0,04/29/2020
Chatham,13051,221.0,9.0,04/29/2020
Houston,13153,221.0,13.0,04/29/2020
Habersham,13137,220.0,7.0,04/29/2020
Early,13099,214.0,21.0,04/29/2020
Upson,13293,211.0,17.0,04/29/2020
Baldwin,13009,210.0,8.0,04/29/2020
Spalding,13255,205.0,9.0,04/29/2020
Coweta,13077,195.0,4.0,04/29/2020
Newton,13217,188.0,7.0,04/29/2020
Colquitt,13071,181.0,6.0,04/29/2020
Rockdale,13247,178.0,6.0,04/29/2020
Thomas,13275,178.0,19.0,04/29/2020
Terrell,13273,177.0,18.0,04/29/2020
Paulding,13223,175.0,8.0,04/29/2020
Fayette,13113,174.0,10.0,04/29/2020
Crisp,13081,163.0,3.0,04/29/2020
Randolph,13243,159.0,19.0,04/29/2020
Columbia,13073,155.0,4.0,04/29/2020
Lowndes,13185,152.0,4.0,04/29/2020
Worth,13321,149.0,10.0,04/29/2020
Troup,13285,145.0,4.0,04/29/2020
Clarke,13059,144.0,13.0,04/29/2020
Floyd,13115,139.0,11.0,04/29/2020
Butts,13035,134.0,4.0,04/29/2020
Barrow,13013,131.0,4.0,04/29/2020
Coffee,13069,127.0,6.0,04/29/2020
Dooly,13093,122.0,9.0,04/29/2020
Walton,13297,120.0,3.0,04/29/2020
Ware,13299,115.0,10.0,04/29/2020
Tift,13277,110.0,5.0,04/29/2020
Calhoun,13037,90.0,4.0,04/29/2020
Gordon,13129,89.0,12.0,04/29/2020
Wilcox,13315,88.0,9.0,04/29/2020
Burke,13033,84.0,3.0,04/29/2020
Jackson,13157,84.0,1.0,04/29/2020
Decatur,13087,80.0,1.0,04/29/2020
Whitfield,13313,79.0,4.0,04/29/2020
Macon,13193,74.0,3.0,04/29/2020
Stephens,13257,72.0,1.0,04/29/2020
Turner,13287,67.0,8.0,04/29/2020
Appling,13001,65.0,6.0,04/29/2020
Gilmer,13123,64.0,0.0,04/29/2020
Grady,13131,63.0,3.0,04/29/2020
Walker,13295,60.0,0.0,04/29/2020
Dawson,13085,59.0,1.0,04/29/2020
