Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,102.04,0.01,102.04,0.01,0,0,08/04/2020 20:33
18-59,6122.4,0.6,6055.4,0.62,67,0.18,08/04/2020 20:33
60+,3571.4,0.35,3268.4,0.33,303,0.82,08/04/2020 20:33
Unknown,408.16,0.04,408.16,0.04,0,0,08/04/2020 20:33
