Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,124.52,0.01,124.52,0.01,0.0,0.0,04/12/2020
18-59,7595.72,0.61,7526.72,0.63,69.0,0.16,04/12/2020
60+,4358.2,0.35,3994.2,0.33,364.0,0.84,04/12/2020
Unknown,373.56,0.03,373.56,0.03,0.0,0.0,04/12/2020
