Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,497.08,0.02,497.08,0.02,0.0,0.0,04/28/2020
18-59,15409.48,0.62,15249.48,0.64,160.0,0.15,04/28/2020
60+,8450.36,0.34,7577.36,0.32,873.0,0.84,04/28/2020
Unknown,497.08,0.02,494.08,0.02,3.0,0.0,04/28/2020
