County,fips,TotalCases,TotalDeaths,Date
Berrien,13019,18.0,0.0,04/28/2020
Franklin,13119,17.0,0.0,04/28/2020
Taylor,13269,17.0,2.0,04/28/2020
Jenkins,13165,16.0,1.0,04/28/2020
Schley,13249,16.0,1.0,04/28/2020
Crawford,13079,15.0,0.0,04/28/2020
Irwin,13155,15.0,1.0,04/28/2020
Screven,13251,15.0,1.0,04/28/2020
Chattooga,13055,14.0,1.0,04/28/2020
Dade,13083,14.0,1.0,04/28/2020
Jeff Davis,13161,14.0,1.0,04/28/2020
Jefferson,13163,14.0,1.0,04/28/2020
Bleckley,13023,12.0,0.0,04/28/2020
Rabun,13241,12.0,1.0,04/28/2020
Warren,13301,12.0,0.0,04/28/2020
Wayne,13305,12.0,0.0,04/28/2020
Chattahoochee,13053,11.0,0.0,04/28/2020
Lincoln,13181,11.0,0.0,04/28/2020
Heard,13149,10.0,1.0,04/28/2020
Webster,13307,10.0,2.0,04/28/2020
Charlton,13049,9.0,0.0,04/28/2020
Hart,13147,9.0,0.0,04/28/2020
Clinch,13065,8.0,0.0,04/28/2020
Lanier,13173,8.0,1.0,04/28/2020
Tattnall,13267,8.0,0.0,04/28/2020
Atkinson,13003,7.0,0.0,04/28/2020
Candler,13043,7.0,0.0,04/28/2020
Twiggs,13289,7.0,0.0,04/28/2020
Echols,13101,5.0,0.0,04/28/2020
Quitman,13239,5.0,1.0,04/28/2020
Evans,13109,4.0,0.0,04/28/2020
Long,13183,4.0,0.0,04/28/2020
Mcintosh,13191,4.0,0.0,04/28/2020
Wheeler,13309,4.0,0.0,04/28/2020
Treutlen,13283,3.0,0.0,04/28/2020
Montgomery,13209,2.0,0.0,04/28/2020
Unknown,0,610.0,2.0,04/28/2020
Non-Georgia Resident,0,942.0,13.0,04/28/2020
Glascock,13125,,,04/28/2020
Taliaferro,13265,,,04/28/2020
