Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,122.61,0.01,122.61,0.01,0.0,0.0,04/11/2020
18-59,7479.21,0.61,7410.21,0.63,69.0,0.16,04/11/2020
60+,4291.35,0.35,3928.35,0.33,363.0,0.84,04/11/2020
Unknown,367.83,0.03,367.83,0.03,0.0,0.0,04/11/2020
