Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,136.21,0.01,136.21,0.01,0.0,0.0,04/13/2020
18-59,8172.6,0.6,8099.6,0.62,73.0,0.15,04/13/2020
60+,4767.35,0.35,4361.35,0.33,406.0,0.85,04/13/2020
Unknown,544.84,0.04,543.84,0.04,1.0,0.0,04/13/2020
