County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2037.0,74.0,04/17/2020
Dougherty,13095,1385.0,91.0,04/17/2020
Dekalb,13089,1366.0,23.0,04/17/2020
Cobb,13067,1085.0,51.0,04/17/2020
Gwinnett,13135,1037.0,36.0,04/17/2020
Hall,13139,605.0,6.0,04/17/2020
Clayton,13063,499.0,16.0,04/17/2020
Henry,13151,350.0,7.0,04/17/2020
Sumter,13261,306.0,14.0,04/17/2020
Cherokee,13057,274.0,8.0,04/17/2020
Lee,13177,269.0,15.0,04/17/2020
Carroll,13045,261.0,8.0,04/17/2020
Richmond,13245,246.0,10.0,04/17/2020
Bartow,13015,245.0,22.0,04/17/2020
Douglas,13097,222.0,6.0,04/17/2020
Muscogee,13215,210.0,4.0,04/17/2020
Mitchell,13205,209.0,23.0,04/17/2020
Bibb,13021,191.0,1.0,04/17/2020
Forsyth,13117,185.0,6.0,04/17/2020
Chatham,13051,174.0,5.0,04/17/2020
Houston,13153,164.0,10.0,04/17/2020
Upson,13293,164.0,8.0,04/17/2020
Early,13099,163.0,8.0,04/17/2020
Coweta,13077,153.0,3.0,04/17/2020
Terrell,13273,142.0,14.0,04/17/2020
Randolph,13243,140.0,12.0,04/17/2020
Fayette,13113,134.0,5.0,04/17/2020
Paulding,13223,132.0,5.0,04/17/2020
Spalding,13255,124.0,7.0,04/17/2020
Floyd,13115,121.0,8.0,04/17/2020
Newton,13217,121.0,3.0,04/17/2020
Rockdale,13247,117.0,6.0,04/17/2020
Worth,13321,116.0,4.0,04/17/2020
Thomas,13275,115.0,13.0,04/17/2020
Crisp,13081,113.0,2.0,04/17/2020
Baldwin,13009,112.0,2.0,04/17/2020
Colquitt,13071,108.0,5.0,04/17/2020
Clarke,13059,106.0,13.0,04/17/2020
Columbia,13073,91.0,1.0,04/17/2020
Barrow,13013,85.0,3.0,04/17/2020
Lowndes,13185,83.0,3.0,04/17/2020
Tift,13277,80.0,3.0,04/17/2020
Troup,13285,80.0,4.0,04/17/2020
Ware,13299,77.0,5.0,04/17/2020
Coffee,13069,74.0,3.0,04/17/2020
Habersham,13137,72.0,2.0,04/17/2020
Dooly,13093,69.0,4.0,04/17/2020
Walton,13297,58.0,3.0,04/17/2020
Calhoun,13037,57.0,2.0,04/17/2020
Decatur,13087,55.0,0.0,04/17/2020
Gordon,13129,55.0,5.0,04/17/2020
Turner,13287,51.0,2.0,04/17/2020
Pierce,13229,49.0,2.0,04/17/2020
Oconee,13219,48.0,0.0,04/17/2020
Glynn,13127,46.0,0.0,04/17/2020
Jackson,13157,46.0,1.0,04/17/2020
Macon,13193,46.0,0.0,04/17/2020
Dawson,13085,42.0,1.0,04/17/2020
Whitfield,13313,41.0,3.0,04/17/2020
Butts,13035,40.0,0.0,04/17/2020
Greene,13133,40.0,1.0,04/17/2020
Meriwether,13199,40.0,0.0,04/17/2020
Laurens,13175,39.0,1.0,04/17/2020
Burke,13033,38.0,2.0,04/17/2020
Wilcox,13315,38.0,0.0,04/17/2020
Harris,13145,36.0,2.0,04/17/2020
Mcduffie,13189,35.0,2.0,04/17/2020
Johnson,13167,33.0,1.0,04/17/2020
Liberty,13179,32.0,0.0,04/17/2020
Oglethorpe,13221,32.0,2.0,04/17/2020
Peach,13225,32.0,2.0,04/17/2020
Bryan,13029,31.0,2.0,04/17/2020
Stephens,13257,30.0,1.0,04/17/2020
Pike,13231,29.0,1.0,04/17/2020
Polk,13233,29.0,0.0,04/17/2020
Camden,13039,27.0,0.0,04/17/2020
Grady,13131,27.0,1.0,04/17/2020
Bulloch,13031,26.0,1.0,04/17/2020
Marion,13197,26.0,1.0,04/17/2020
Effingham,13103,25.0,1.0,04/17/2020
Washington,13303,24.0,1.0,04/17/2020
Brooks,13027,23.0,5.0,04/17/2020
Lamar,13171,22.0,0.0,04/17/2020
Lumpkin,13187,22.0,0.0,04/17/2020
Haralson,13143,20.0,1.0,04/17/2020
Miller,13201,20.0,0.0,04/17/2020
Seminole,13253,20.0,2.0,04/17/2020
White,13311,20.0,0.0,04/17/2020
Wilkinson,13319,20.0,1.0,04/17/2020
Catoosa,13047,19.0,0.0,04/17/2020
Clay,13061,19.0,2.0,04/17/2020
Dodge,13091,19.0,0.0,04/17/2020
Morgan,13211,19.0,0.0,04/17/2020
Toombs,13279,19.0,2.0,04/17/2020
Appling,13001,18.0,0.0,04/17/2020
Murray,13213,18.0,0.0,04/17/2020
Bacon,13005,17.0,1.0,04/17/2020
Brantley,13025,17.0,2.0,04/17/2020
Putnam,13237,17.0,1.0,04/17/2020
Baker,13007,16.0,2.0,04/17/2020
Jones,13169,16.0,0.0,04/17/2020
Pickens,13227,16.0,2.0,04/17/2020
Pulaski,13235,16.0,1.0,04/17/2020
Talbot,13263,16.0,1.0,04/17/2020
Fannin,13111,15.0,0.0,04/17/2020
Irwin,13155,15.0,0.0,04/17/2020
Monroe,13207,15.0,1.0,04/17/2020
Schley,13249,15.0,1.0,04/17/2020
Stewart,13259,15.0,0.0,04/17/2020
Jasper,13159,14.0,0.0,04/17/2020
Madison,13195,14.0,1.0,04/17/2020
Telfair,13271,14.0,0.0,04/17/2020
Banks,13011,13.0,0.0,04/17/2020
Ben Hill,13017,13.0,0.0,04/17/2020
Crawford,13079,13.0,0.0,04/17/2020
Walker,13295,13.0,0.0,04/17/2020
Cook,13075,12.0,1.0,04/17/2020
Emanuel,13107,12.0,0.0,04/17/2020
Jenkins,13165,12.0,1.0,04/17/2020
Jefferson,13163,11.0,1.0,04/17/2020
Screven,13251,11.0,1.0,04/17/2020
Wilkes,13317,11.0,0.0,04/17/2020
Berrien,13019,10.0,0.0,04/17/2020
Franklin,13119,10.0,0.0,04/17/2020
Gilmer,13123,10.0,0.0,04/17/2020
Taylor,13269,10.0,2.0,04/17/2020
Towns,13281,10.0,0.0,04/17/2020
Union,13291,10.0,1.0,04/17/2020
Warren,13301,10.0,0.0,04/17/2020
Chattooga,13055,9.0,1.0,04/17/2020
Lincoln,13181,9.0,0.0,04/17/2020
Dade,13083,8.0,1.0,04/17/2020
Clinch,13065,7.0,0.0,04/17/2020
Elbert,13105,7.0,0.0,04/17/2020
Rabun,13241,7.0,0.0,04/17/2020
Wayne,13305,7.0,0.0,04/17/2020
Bleckley,13023,6.0,0.0,04/17/2020
Chattahoochee,13053,6.0,0.0,04/17/2020
Hancock,13141,6.0,0.0,04/17/2020
Lanier,13173,6.0,1.0,04/17/2020
Atkinson,13003,5.0,0.0,04/17/2020
Charlton,13049,5.0,0.0,04/17/2020
Hart,13147,5.0,0.0,04/17/2020
Heard,13149,5.0,1.0,04/17/2020
Jeff Davis,13161,5.0,0.0,04/17/2020
Tattnall,13267,5.0,0.0,04/17/2020
Webster,13307,5.0,0.0,04/17/2020
Candler,13043,4.0,0.0,04/17/2020
Echols,13101,4.0,0.0,04/17/2020
Mcintosh,13191,4.0,0.0,04/17/2020
Twiggs,13289,4.0,0.0,04/17/2020
Quitman,13239,3.0,1.0,04/17/2020
Wheeler,13309,3.0,0.0,04/17/2020
Evans,13109,2.0,0.0,04/17/2020
Long,13183,2.0,0.0,04/17/2020
Montgomery,13209,2.0,0.0,04/17/2020
Treutlen,13283,1.0,0.0,04/17/2020
Unknown,0,264.0,0.0,04/17/2020
Non-Georgia Resident,0,774.0,7.0,04/17/2020
Glascock,13125,,,04/17/2020
Taliaferro,13265,,,04/17/2020
