County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Elbert,13105,1.0,0.0,0.0002,0.0,19120.0,5e-05,5.0,0.0,0.0,2020-04-03 11:28:41
Emanuel,13107,1.0,0.0,0.0002,0.0,22612.0,4e-05,4.0,0.0,0.0,2020-04-03 11:28:41
Evans,13109,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Fannin,13111,8.0,0.0,0.0014,0.0,25964.0,0.00031,31.0,0.0,0.0,2020-04-03 11:28:41
Fayette,13113,58.0,4.0,0.0099,0.069,113459.0,0.00051,51.0,4.0,7.0,2020-04-03 11:28:41
Floyd,13115,77.0,2.0,0.0132,0.026,97927.0,0.00079,79.0,2.0,3.0,2020-04-03 11:28:41
Forsyth,13117,60.0,1.0,0.0103,0.0167,236612.0,0.00025,25.0,0.0,2.0,2020-04-03 11:28:41
Franklin,13119,5.0,0.0,0.0009,0.0,23023.0,0.00022,22.0,0.0,0.0,2020-04-03 11:28:41
Fulton,13121,882.0,23.0,0.1513,0.0261,1050114.0,0.00084,84.0,2.0,3.0,2020-04-03 11:28:41
Gilmer,13123,1.0,0.0,0.0002,0.0,30816.0,3e-05,3.0,0.0,0.0,2020-04-03 11:28:41
Glascock,13125,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Glynn,13127,23.0,0.0,0.0039,0.0,85219.0,0.00027,27.0,0.0,0.0,2020-04-03 11:28:41
Gordon,13129,21.0,2.0,0.0036,0.0952,57685.0,0.00036,36.0,3.0,10.0,2020-04-03 11:28:41
Grady,13131,3.0,0.0,0.0005,0.0,24748.0,0.00012,12.0,0.0,0.0,2020-04-03 11:28:41
Greene,13133,9.0,0.0,0.0015,0.0,17698.0,0.00051,51.0,0.0,0.0,2020-04-03 11:28:41
Gwinnett,13135,329.0,8.0,0.0564,0.0243,927781.0,0.00035,35.0,1.0,2.0,2020-04-03 11:28:41
Habersham,13137,2.0,0.0,0.0003,0.0,45388.0,4e-05,4.0,0.0,0.0,2020-04-03 11:28:41
Hall,13139,79.0,0.0,0.0135,0.0,202148.0,0.00039,39.0,0.0,0.0,2020-04-03 11:28:41
Hancock,13141,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Haralson,13143,7.0,0.0,0.0012,0.0,29533.0,0.00024,24.0,0.0,0.0,2020-04-03 11:28:41
Harris,13145,7.0,0.0,0.0012,0.0,34475.0,0.0002,20.0,0.0,0.0,2020-04-03 11:28:41
Hart,13147,3.0,0.0,0.0005,0.0,26099.0,0.00011,11.0,0.0,0.0,2020-04-03 11:28:41
Heard,13149,2.0,1.0,0.0003,0.5,11879.0,0.00017,17.0,8.0,50.0,2020-04-03 11:28:41
Henry,13151,125.0,3.0,0.0214,0.024,230220.0,0.00054,54.0,1.0,2.0,2020-04-03 11:28:41
Houston,13153,53.0,5.0,0.0091,0.0943,155469.0,0.00034,34.0,3.0,9.0,2020-04-03 11:28:41
Irwin,13155,6.0,0.0,0.001,0.0,9398.0,0.00064,64.0,0.0,0.0,2020-04-03 11:28:41
Jackson,13157,12.0,0.0,0.0021,0.0,70422.0,0.00017,17.0,0.0,0.0,2020-04-03 11:28:41
Jasper,13159,2.0,0.0,0.0003,0.0,14040.0,0.00014,14.0,0.0,0.0,2020-04-03 11:28:41
Jeff Davis,13161,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Jefferson,13163,2.0,0.0,0.0003,0.0,15430.0,0.00013,13.0,0.0,0.0,2020-04-03 11:28:41
Jenkins,13165,2.0,0.0,0.0003,0.0,8683.0,0.00023,23.0,0.0,0.0,2020-04-03 11:28:41
Johnson,13167,1.0,0.0,0.0002,0.0,9708.0,0.0001,10.0,0.0,0.0,2020-04-03 11:28:41
Jones,13169,6.0,0.0,0.001,0.0,28616.0,0.00021,21.0,0.0,0.0,2020-04-03 11:28:41
Lamar,13171,6.0,0.0,0.001,0.0,19000.0,0.00032,32.0,0.0,0.0,2020-04-03 11:28:41
Lanier,13173,1.0,0.0,0.0002,0.0,10340.0,0.0001,10.0,0.0,0.0,2020-04-03 11:28:41
Laurens,13175,15.0,0.0,0.0026,0.0,47325.0,0.00032,32.0,0.0,0.0,2020-04-03 11:28:41
Lee,13177,115.0,8.0,0.0197,0.0696,29764.0,0.00386,386.0,27.0,7.0,2020-04-03 11:28:41
Liberty,13179,7.0,0.0,0.0012,0.0,61497.0,0.00011,11.0,0.0,0.0,2020-04-03 11:28:41
Lincoln,13181,5.0,0.0,0.0009,0.0,7915.0,0.00063,63.0,0.0,0.0,2020-04-03 11:28:41
Long,13183,1.0,0.0,0.0002,0.0,18998.0,5e-05,5.0,0.0,0.0,2020-04-03 11:28:41
Lowndes,13185,28.0,1.0,0.0048,0.0357,116321.0,0.00024,24.0,1.0,4.0,2020-04-03 11:28:41
Lumpkin,13187,7.0,0.0,0.0012,0.0,32955.0,0.00021,21.0,0.0,0.0,2020-04-03 11:28:41
Macon,13193,2.0,0.0,0.0003,0.0,13143.0,0.00015,15.0,0.0,0.0,2020-04-03 11:28:41
Madison,13195,5.0,1.0,0.0009,0.2,29650.0,0.00017,17.0,3.0,20.0,2020-04-03 11:28:41
Marion,13197,1.0,0.0,0.0002,0.0,8351.0,0.00012,12.0,0.0,0.0,2020-04-03 11:28:41
Mcduffie,13189,5.0,1.0,0.0009,0.2,21531.0,0.00023,23.0,5.0,20.0,2020-04-03 11:28:41
Mcintosh,13191,2.0,0.0,0.0003,0.0,14340.0,0.00014,14.0,0.0,0.0,2020-04-03 11:28:41
Meriwether,13199,10.0,0.0,0.0017,0.0,21068.0,0.00047,47.0,0.0,0.0,2020-04-03 11:28:41
Miller,13201,5.0,0.0,0.0009,0.0,5686.0,0.00088,88.0,0.0,0.0,2020-04-03 11:28:41
Mitchell,13205,43.0,1.0,0.0074,0.0233,22192.0,0.00194,194.0,5.0,2.0,2020-04-03 11:28:41
Monroe,13207,6.0,0.0,0.001,0.0,27520.0,0.00022,22.0,0.0,0.0,2020-04-03 11:28:41
Montgomery,13209,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Morgan,13211,2.0,0.0,0.0003,0.0,18853.0,0.00011,11.0,0.0,0.0,2020-04-03 11:28:41
Murray,13213,7.0,0.0,0.0012,0.0,39921.0,0.00018,18.0,0.0,0.0,2020-04-03 11:28:41
Muscogee,13215,30.0,0.0,0.0051,0.0,194160.0,0.00015,15.0,0.0,0.0,2020-04-03 11:28:41
Newton,13217,40.0,1.0,0.0069,0.025,109541.0,0.00037,37.0,1.0,2.0,2020-04-03 11:28:41
Oconee,13219,19.0,0.0,0.0033,0.0,39272.0,0.00048,48.0,0.0,0.0,2020-04-03 11:28:41
Oglethorpe,13221,1.0,1.0,0.0002,1.0,15054.0,7e-05,7.0,7.0,100.0,2020-04-03 11:28:41
Paulding,13223,42.0,0.0,0.0072,0.0,164044.0,0.00026,26.0,0.0,0.0,2020-04-03 11:28:41
Peach,13225,9.0,1.0,0.0015,0.1111,27297.0,0.00033,33.0,4.0,11.0,2020-04-03 11:28:41
Pickens,13227,9.0,1.0,0.0015,0.1111,31980.0,0.00028,28.0,3.0,11.0,2020-04-03 11:28:41
Pierce,13229,14.0,0.0,0.0024,0.0,19389.0,0.00072,72.0,0.0,0.0,2020-04-03 11:28:41
Pike,13231,3.0,0.0,0.0005,0.0,18634.0,0.00016,16.0,0.0,0.0,2020-04-03 11:28:41
Polk,13233,16.0,0.0,0.0027,0.0,42470.0,0.00038,38.0,0.0,0.0,2020-04-03 11:28:41
Pulaski,13235,6.0,0.0,0.001,0.0,11069.0,0.00054,54.0,0.0,0.0,2020-04-03 11:28:41
Putnam,13237,2.0,0.0,0.0003,0.0,21809.0,9e-05,9.0,0.0,0.0,2020-04-03 11:28:41
Quitman,13239,1.0,0.0,0.0002,0.0,2279.0,0.00044,44.0,0.0,0.0,2020-04-03 11:28:41
Rabun,13241,2.0,0.0,0.0003,0.0,16867.0,0.00012,12.0,0.0,0.0,2020-04-03 11:28:41
Randolph,13243,8.0,0.0,0.0014,0.0,6833.0,0.00117,117.0,0.0,0.0,2020-04-03 11:28:41
Richmond,13245,50.0,1.0,0.0086,0.02,201554.0,0.00025,25.0,0.0,2.0,2020-04-03 11:28:41
Rockdale,13247,63.0,2.0,0.0108,0.0317,90594.0,0.0007,70.0,2.0,3.0,2020-04-03 11:28:41
Schley,13249,4.0,0.0,0.0007,0.0,5236.0,0.00076,76.0,0.0,0.0,2020-04-03 11:28:41
Screven,13251,2.0,0.0,0.0003,0.0,13938.0,0.00014,14.0,0.0,0.0,2020-04-03 11:28:41
Seminole,13253,6.0,0.0,0.001,0.0,8315.0,0.00072,72.0,0.0,0.0,2020-04-03 11:28:41
Spalding,13255,23.0,1.0,0.0039,0.0435,66100.0,0.00035,35.0,2.0,4.0,2020-04-03 11:28:41
Stephens,13257,5.0,0.0,0.0009,0.0,26035.0,0.00019,19.0,0.0,0.0,2020-04-03 11:28:41
Stewart,13259,1.0,0.0,0.0002,0.0,6199.0,0.00016,16.0,0.0,0.0,2020-04-03 11:28:41
Sumter,13261,59.0,3.0,0.0101,0.0508,29733.0,0.00198,198.0,10.0,5.0,2020-04-03 11:28:41
Talbot,13263,2.0,0.0,0.0003,0.0,6272.0,0.00032,32.0,0.0,0.0,2020-04-03 11:28:41
Taliaferro,13265,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Tattnall,13267,3.0,0.0,0.0005,0.0,25391.0,0.00012,12.0,0.0,0.0,2020-04-03 11:28:41
Taylor,13269,2.0,0.0,0.0003,0.0,8039.0,0.00025,25.0,0.0,0.0,2020-04-03 11:28:41
Telfair,13271,2.0,0.0,0.0003,0.0,15876.0,0.00013,13.0,0.0,0.0,2020-04-03 11:28:41
Terrell,13273,50.0,2.0,0.0086,0.04,8611.0,0.00581,581.0,23.0,4.0,2020-04-03 11:28:41
Thomas,13275,17.0,0.0,0.0029,0.0,44448.0,0.00038,38.0,0.0,0.0,2020-04-03 11:28:41
Tift,13277,30.0,0.0,0.0051,0.0,40571.0,0.00074,74.0,0.0,0.0,2020-04-03 11:28:41
Toombs,13279,5.0,1.0,0.0009,0.2,26887.0,0.00019,19.0,4.0,20.0,2020-04-03 11:28:41
Towns,13281,1.0,0.0,0.0002,0.0,11852.0,8e-05,8.0,0.0,0.0,2020-04-03 11:28:41
Treutlen,13283,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Troup,13285,26.0,1.0,0.0045,0.0385,70034.0,0.00037,37.0,1.0,4.0,2020-04-03 11:28:41
Turner,13287,12.0,0.0,0.0021,0.0,7912.0,0.00152,152.0,0.0,0.0,2020-04-03 11:28:41
Twiggs,13289,2.0,0.0,0.0003,0.0,8188.0,0.00024,24.0,0.0,0.0,2020-04-03 11:28:41
Union,13291,1.0,0.0,0.0002,0.0,24001.0,4e-05,4.0,0.0,0.0,2020-04-03 11:28:41
Unknown,0,507.0,4.0,0.0869,0.0079,0.0,0.0,0.0,0.0,1.0,2020-04-03 11:28:41
Upson,13293,6.0,0.0,0.001,0.0,26215.0,0.00023,23.0,0.0,0.0,2020-04-03 11:28:41
Walker,13295,3.0,0.0,0.0005,0.0,69410.0,4e-05,4.0,0.0,0.0,2020-04-03 11:28:41
Walton,13297,16.0,0.0,0.0027,0.0,93503.0,0.00017,17.0,0.0,0.0,2020-04-03 11:28:41
Ware,13299,16.0,2.0,0.0027,0.125,35680.0,0.00045,45.0,6.0,12.0,2020-04-03 11:28:41
Warren,13301,4.0,0.0,0.0007,0.0,5251.0,0.00076,76.0,0.0,0.0,2020-04-03 11:28:41
Washington,13303,6.0,0.0,0.001,0.0,20386.0,0.00029,29.0,0.0,0.0,2020-04-03 11:28:41
Wayne,13305,0.0,0.0,0.0,0.0,29808.0,0.0,0.0,0.0,0.0,2020-04-03 11:28:41
Webster,13307,1.0,0.0,0.0002,0.0,2611.0,0.00038,38.0,0.0,0.0,2020-04-03 11:28:41
Wheeler,13309,1.0,0.0,0.0002,0.0,7879.0,0.00013,13.0,0.0,0.0,2020-04-03 11:28:41
White,13311,3.0,0.0,0.0005,0.0,29970.0,0.0001,10.0,0.0,0.0,2020-04-03 11:28:41
Whitfield,13313,15.0,1.0,0.0026,0.0667,104062.0,0.00014,14.0,1.0,7.0,2020-04-03 11:28:41
Wilcox,13315,2.0,0.0,0.0003,0.0,8812.0,0.00023,23.0,0.0,0.0,2020-04-03 11:28:41
Wilkes,13317,3.0,0.0,0.0005,0.0,9876.0,0.0003,30.0,0.0,0.0,2020-04-03 11:28:41
Wilkinson,13319,1.0,0.0,0.0002,0.0,9036.0,0.00011,11.0,0.0,0.0,2020-04-03 11:28:41
