Gender,Gender_Num,Gender_Pct,nDeaths,Date
Female,3032.12,0.52,77,03/04/2020 11:28
Male,2682.26,0.46,105,03/04/2020 11:28
Unknown,116.62,0.02,2,03/04/2020 11:28
