Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,75.58,0.01,75.58,0.01,0,0,06/04/2020 18:28
18-59,4534.8,0.6,4477.8,0.62,57,0.19,06/04/2020 18:28
60+,2645.3,0.35,2409.3,0.33,236,0.8,06/04/2020 18:28
Unknown,302.32,0.04,301.32,0.04,1,0,06/04/2020 18:28
