County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2808.0,117.0,04/30/2020
Dekalb,13089,2023.0,48.0,04/30/2020
Gwinnett,13135,1786.0,57.0,04/30/2020
Cobb,13067,1615.0,94.0,04/30/2020
Dougherty,13095,1505.0,120.0,04/30/2020
Hall,13139,1331.0,21.0,04/30/2020
Clayton,13063,713.0,27.0,04/30/2020
Henry,13151,493.0,12.0,04/30/2020
Cherokee,13057,467.0,11.0,04/30/2020
Richmond,13245,406.0,15.0,04/30/2020
Sumter,13261,380.0,28.0,04/30/2020
Carroll,13045,358.0,14.0,04/30/2020
Douglas,13097,319.0,11.0,04/30/2020
Lee,13177,317.0,20.0,04/30/2020
Bartow,13015,313.0,30.0,04/30/2020
Mitchell,13205,310.0,30.0,04/30/2020
Bibb,13021,305.0,10.0,04/30/2020
Muscogee,13215,302.0,7.0,04/30/2020
Forsyth,13117,296.0,9.0,04/30/2020
Habersham,13137,256.0,8.0,04/30/2020
Chatham,13051,226.0,9.0,04/30/2020
Houston,13153,223.0,14.0,04/30/2020
Upson,13293,216.0,18.0,04/30/2020
Baldwin,13009,215.0,8.0,04/30/2020
Early,13099,214.0,20.0,04/30/2020
Spalding,13255,208.0,9.0,04/30/2020
Newton,13217,196.0,7.0,04/30/2020
Coweta,13077,195.0,4.0,04/30/2020
Paulding,13223,186.0,8.0,04/30/2020
Rockdale,13247,186.0,6.0,04/30/2020
Thomas,13275,186.0,19.0,04/30/2020
Colquitt,13071,185.0,6.0,04/30/2020
Terrell,13273,183.0,19.0,04/30/2020
Fayette,13113,176.0,10.0,04/30/2020
Crisp,13081,166.0,3.0,04/30/2020
Columbia,13073,160.0,4.0,04/30/2020
Randolph,13243,159.0,19.0,04/30/2020
Lowndes,13185,155.0,4.0,04/30/2020
Worth,13321,153.0,11.0,04/30/2020
Clarke,13059,150.0,13.0,04/30/2020
Troup,13285,148.0,4.0,04/30/2020
Floyd,13115,144.0,11.0,04/30/2020
Butts,13035,141.0,11.0,04/30/2020
Coffee,13069,138.0,7.0,04/30/2020
Barrow,13013,133.0,4.0,04/30/2020
Dooly,13093,129.0,9.0,04/30/2020
Walton,13297,126.0,4.0,04/30/2020
Ware,13299,121.0,11.0,04/30/2020
Tift,13277,117.0,5.0,04/30/2020
Whitfield,13313,103.0,4.0,04/30/2020
Calhoun,13037,99.0,4.0,04/30/2020
Jackson,13157,93.0,2.0,04/30/2020
Gordon,13129,92.0,12.0,04/30/2020
Wilcox,13315,89.0,9.0,04/30/2020
Burke,13033,85.0,3.0,04/30/2020
Decatur,13087,82.0,1.0,04/30/2020
Stephens,13257,78.0,1.0,04/30/2020
Macon,13193,75.0,3.0,04/30/2020
Appling,13001,70.0,6.0,04/30/2020
Gilmer,13123,68.0,0.0,04/30/2020
Turner,13287,68.0,8.0,04/30/2020
Oconee,13219,64.0,0.0,04/30/2020
Grady,13131,63.0,4.0,04/30/2020
Dawson,13085,61.0,1.0,04/30/2020
Walker,13295,61.0,0.0,04/30/2020
Harris,13145,60.0,2.0,04/30/2020
Laurens,13175,60.0,1.0,04/30/2020
White,13311,59.0,0.0,04/30/2020
Brooks,13027,58.0,6.0,04/30/2020
Polk,13233,57.0,0.0,04/30/2020
Glynn,13127,55.0,1.0,04/30/2020
Pierce,13229,55.0,3.0,04/30/2020
Greene,13133,54.0,2.0,04/30/2020
Meriwether,13199,54.0,1.0,04/30/2020
Bryan,13029,52.0,2.0,04/30/2020
Johnson,13167,49.0,2.0,04/30/2020
Oglethorpe,13221,48.0,3.0,04/30/2020
Catoosa,13047,47.0,0.0,04/30/2020
Peach,13225,46.0,2.0,04/30/2020
Hancock,13141,45.0,2.0,04/30/2020
Mcduffie,13189,45.0,4.0,04/30/2020
Lumpkin,13187,44.0,2.0,04/30/2020
Marion,13197,42.0,1.0,04/30/2020
Washington,13303,42.0,1.0,04/30/2020
Pike,13231,40.0,2.0,04/30/2020
Putnam,13237,40.0,5.0,04/30/2020
Lamar,13171,38.0,1.0,04/30/2020
Bulloch,13031,37.0,2.0,04/30/2020
Liberty,13179,37.0,0.0,04/30/2020
Effingham,13103,35.0,1.0,04/30/2020
Wilkinson,13319,35.0,2.0,04/30/2020
Camden,13039,33.0,1.0,04/30/2020
Miller,13201,33.0,0.0,04/30/2020
Union,13291,33.0,1.0,04/30/2020
Murray,13213,31.0,0.0,04/30/2020
Toombs,13279,31.0,3.0,04/30/2020
Pulaski,13235,30.0,1.0,04/30/2020
Fannin,13111,29.0,1.0,04/30/2020
Seminole,13253,29.0,2.0,04/30/2020
Haralson,13143,28.0,1.0,04/30/2020
Jones,13169,28.0,0.0,04/30/2020
Morgan,13211,28.0,0.0,04/30/2020
Telfair,13271,27.0,0.0,04/30/2020
Dodge,13091,26.0,1.0,04/30/2020
Pickens,13227,26.0,2.0,04/30/2020
Talbot,13263,26.0,1.0,04/30/2020
Ben Hill,13017,25.0,0.0,04/30/2020
Wilkes,13317,25.0,0.0,04/30/2020
Bacon,13005,24.0,1.0,04/30/2020
Banks,13011,24.0,0.0,04/30/2020
Madison,13195,24.0,1.0,04/30/2020
Stewart,13259,24.0,0.0,04/30/2020
Baker,13007,23.0,2.0,04/30/2020
Brantley,13025,23.0,2.0,04/30/2020
Cook,13075,23.0,1.0,04/30/2020
Elbert,13105,23.0,0.0,04/30/2020
Monroe,13207,23.0,3.0,04/30/2020
Clay,13061,22.0,3.0,04/30/2020
Emanuel,13107,21.0,0.0,04/30/2020
Jasper,13159,21.0,0.0,04/30/2020
Towns,13281,21.0,1.0,04/30/2020
Franklin,13119,18.0,1.0,04/30/2020
Berrien,13019,17.0,0.0,04/30/2020
Jeff Davis,13161,17.0,1.0,04/30/2020
Taylor,13269,17.0,2.0,04/30/2020
Bleckley,13023,16.0,0.0,04/30/2020
Chattooga,13055,16.0,2.0,04/30/2020
Jenkins,13165,16.0,1.0,04/30/2020
Schley,13249,16.0,1.0,04/30/2020
Crawford,13079,15.0,0.0,04/30/2020
Irwin,13155,15.0,1.0,04/30/2020
Screven,13251,15.0,1.0,04/30/2020
Dade,13083,14.0,1.0,04/30/2020
Jefferson,13163,14.0,1.0,04/30/2020
Rabun,13241,13.0,0.0,04/30/2020
Wayne,13305,13.0,0.0,04/30/2020
Chattahoochee,13053,12.0,0.0,04/30/2020
Lincoln,13181,12.0,0.0,04/30/2020
Warren,13301,12.0,0.0,04/30/2020
Hart,13147,10.0,0.0,04/30/2020
Heard,13149,10.0,1.0,04/30/2020
Tattnall,13267,10.0,0.0,04/30/2020
Webster,13307,10.0,2.0,04/30/2020
Atkinson,13003,8.0,1.0,04/30/2020
Charlton,13049,8.0,0.0,04/30/2020
Clinch,13065,8.0,0.0,04/30/2020
Lanier,13173,8.0,1.0,04/30/2020
Twiggs,13289,8.0,0.0,04/30/2020
Candler,13043,7.0,0.0,04/30/2020
Echols,13101,5.0,0.0,04/30/2020
Long,13183,5.0,0.0,04/30/2020
Evans,13109,4.0,0.0,04/30/2020
Mcintosh,13191,4.0,0.0,04/30/2020
Quitman,13239,4.0,1.0,04/30/2020
Wheeler,13309,4.0,0.0,04/30/2020
Treutlen,13283,3.0,0.0,04/30/2020
Montgomery,13209,2.0,0.0,04/30/2020
Unknown,0,392.0,0.0,04/30/2020
Non-Georgia Resident,0,976.0,14.0,04/30/2020
Glascock,13125,,,04/30/2020
Taliaferro,13265,,,04/30/2020
