Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,525.22,0.02,525.22,0.02,0.0,0.0,04/30/2020
18-59,16281.82,0.62,16114.82,0.64,167.0,0.15,04/30/2020
60+,8666.13,0.33,7704.13,0.31,962.0,0.85,04/30/2020
Unknown,787.83,0.03,784.83,0.03,3.0,0.0,04/30/2020
