Gender,Gender_Num,Gender_Pct,nDeaths,Date
Female,2830.88,0.52,75,2020-04-02 18:28:36
Male,2504.24,0.46,99,2020-04-02 18:28:36
Unknown,108.88,0.02,2,2020-04-02 18:28:36
