Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,54.44,0.01,54.44,0.01,0,0,02/04/2020 18:28
18-59,3157.52,0.58,3125.52,0.59,32,0.18,02/04/2020 18:28
60+,1959.84,0.36,1826.84,0.35,133,0.76,02/04/2020 18:28
Unknown,272.2,0.05,262.2,0.05,10,0.06,02/04/2020 18:28
