Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,475.46,0.02,475.46,0.02,0.0,0.0,04/27/2020
18-59,14739.26,0.62,14594.26,0.64,145.0,0.15,04/27/2020
60+,7845.09,0.33,7050.09,0.31,795.0,0.84,04/27/2020
Unknown,713.19,0.03,711.19,0.03,2.0,0.0,04/27/2020
