Gender,Gender_Num,Gender_Pct,nDeaths,Date
Female,3319.16,0.52,80,2020-04-04 18:27:50
Male,2936.18,0.46,127,2020-04-04 18:27:50
Unknown,127.66,0.02,1,2020-04-04 18:27:50
