Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,63.83,0.01,63.83,0.01,0,0,04/04/2020 18:27
18-59,3765.97,0.59,3723.97,0.6,42,0.2,04/04/2020 18:27
60+,2297.88,0.36,2133.88,0.35,164,0.79,04/04/2020 18:27
Unknown,255.32,0.04,253.32,0.04,2,0.01,04/04/2020 18:27
