Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,178.41,0.01,178.41,0.01,0.0,0.0,04/18/2020
18-59,10883.01,0.61,10777.01,0.63,106.0,0.16,04/18/2020
60+,6065.94,0.34,5498.94,0.32,567.0,0.84,04/18/2020
Unknown,713.64,0.04,709.64,0.04,4.0,0.01,04/18/2020
