Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,145.78,0.01,145.78,0.01,0.0,0.0,04/14/2020
18-59,8746.8,0.6,8666.8,0.62,80.0,0.15,04/14/2020
60+,5102.3,0.35,4663.3,0.33,439.0,0.84,04/14/2020
Unknown,583.12,0.04,578.12,0.04,5.0,0.01,04/14/2020
