County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,2925.0,122.0,05/02/2020
Dekalb,13089,2145.0,52.0,05/02/2020
Gwinnett,13135,1932.0,58.0,05/02/2020
Cobb,13067,1749.0,96.0,05/02/2020
Hall,13139,1693.0,22.0,05/02/2020
Dougherty,13095,1534.0,124.0,05/02/2020
Clayton,13063,777.0,33.0,05/02/2020
Henry,13151,512.0,13.0,05/02/2020
Cherokee,13057,482.0,13.0,05/02/2020
Richmond,13245,416.0,16.0,05/02/2020
Sumter,13261,385.0,28.0,05/02/2020
Carroll,13045,383.0,14.0,05/02/2020
Habersham,13137,343.0,8.0,05/02/2020
Douglas,13097,335.0,11.0,05/02/2020
Forsyth,13117,329.0,10.0,05/02/2020
Lee,13177,326.0,20.0,05/02/2020
Bartow,13015,324.0,31.0,05/02/2020
Muscogee,13215,320.0,7.0,05/02/2020
Mitchell,13205,319.0,31.0,05/02/2020
Bibb,13021,318.0,11.0,05/02/2020
Houston,13153,237.0,14.0,05/02/2020
Chatham,13051,230.0,9.0,05/02/2020
Baldwin,13009,229.0,8.0,05/02/2020
Upson,13293,224.0,18.0,05/02/2020
Spalding,13255,215.0,10.0,05/02/2020
Early,13099,214.0,20.0,05/02/2020
Coweta,13077,213.0,4.0,05/02/2020
Newton,13217,205.0,7.0,05/02/2020
Paulding,13223,194.0,8.0,05/02/2020
Rockdale,13247,194.0,6.0,05/02/2020
Thomas,13275,191.0,19.0,05/02/2020
Colquitt,13071,187.0,9.0,05/02/2020
Terrell,13273,185.0,19.0,05/02/2020
Fayette,13113,181.0,10.0,05/02/2020
Crisp,13081,167.0,3.0,05/02/2020
Columbia,13073,163.0,4.0,05/02/2020
Randolph,13243,163.0,19.0,05/02/2020
Worth,13321,162.0,11.0,05/02/2020
Lowndes,13185,158.0,4.0,05/02/2020
Clarke,13059,156.0,13.0,05/02/2020
Barrow,13013,155.0,4.0,05/02/2020
Troup,13285,154.0,4.0,05/02/2020
Butts,13035,151.0,16.0,05/02/2020
Floyd,13115,145.0,11.0,05/02/2020
Coffee,13069,144.0,7.0,05/02/2020
Walton,13297,132.0,4.0,05/02/2020
Dooly,13093,131.0,9.0,05/02/2020
Ware,13299,129.0,11.0,05/02/2020
Tift,13277,126.0,5.0,05/02/2020
Whitfield,13313,118.0,4.0,05/02/2020
Gordon,13129,113.0,12.0,05/02/2020
Jackson,13157,108.0,2.0,05/02/2020
Calhoun,13037,103.0,4.0,05/02/2020
Decatur,13087,90.0,1.0,05/02/2020
Wilcox,13315,90.0,9.0,05/02/2020
Stephens,13257,87.0,1.0,05/02/2020
Burke,13033,86.0,3.0,05/02/2020
Macon,13193,80.0,3.0,05/02/2020
White,13311,78.0,0.0,05/02/2020
Gilmer,13123,73.0,0.0,05/02/2020
Appling,13001,72.0,6.0,05/02/2020
Turner,13287,69.0,8.0,05/02/2020
Dawson,13085,66.0,1.0,05/02/2020
Oconee,13219,65.0,0.0,05/02/2020
Grady,13131,64.0,4.0,05/02/2020
Laurens,13175,64.0,1.0,05/02/2020
Lumpkin,13187,63.0,2.0,05/02/2020
Harris,13145,61.0,2.0,05/02/2020
Walker,13295,60.0,0.0,05/02/2020
Brooks,13027,59.0,6.0,05/02/2020
Glynn,13127,59.0,1.0,05/02/2020
Johnson,13167,59.0,2.0,05/02/2020
Polk,13233,59.0,0.0,05/02/2020
Hancock,13141,57.0,2.0,05/02/2020
Greene,13133,56.0,2.0,05/02/2020
Peach,13225,56.0,2.0,05/02/2020
Pierce,13229,55.0,3.0,05/02/2020
Bryan,13029,54.0,3.0,05/02/2020
Meriwether,13199,54.0,0.0,05/02/2020
Catoosa,13047,51.0,0.0,05/02/2020
Oglethorpe,13221,50.0,3.0,05/02/2020
Mcduffie,13189,45.0,4.0,05/02/2020
Washington,13303,44.0,2.0,05/02/2020
Bulloch,13031,42.0,2.0,05/02/2020
Marion,13197,42.0,1.0,05/02/2020
Putnam,13237,42.0,5.0,05/02/2020
Lamar,13171,40.0,1.0,05/02/2020
Pike,13231,40.0,2.0,05/02/2020
Liberty,13179,37.0,0.0,05/02/2020
Effingham,13103,36.0,1.0,05/02/2020
Wilkinson,13319,35.0,2.0,05/02/2020
Camden,13039,34.0,1.0,05/02/2020
Miller,13201,33.0,0.0,05/02/2020
Murray,13213,33.0,1.0,05/02/2020
Toombs,13279,32.0,3.0,05/02/2020
Banks,13011,31.0,0.0,05/02/2020
Fannin,13111,31.0,1.0,05/02/2020
Pulaski,13235,31.0,1.0,05/02/2020
Seminole,13253,30.0,2.0,05/02/2020
Union,13291,30.0,1.0,05/02/2020
Dodge,13091,29.0,1.0,05/02/2020
Haralson,13143,29.0,1.0,05/02/2020
Jones,13169,29.0,0.0,05/02/2020
Ben Hill,13017,28.0,0.0,05/02/2020
Telfair,13271,28.0,0.0,05/02/2020
Elbert,13105,27.0,0.0,05/02/2020
Morgan,13211,27.0,0.0,05/02/2020
Pickens,13227,27.0,2.0,05/02/2020
Bacon,13005,26.0,1.0,05/02/2020
Talbot,13263,26.0,1.0,05/02/2020
Clay,13061,25.0,3.0,05/02/2020
Cook,13075,25.0,1.0,05/02/2020
Stewart,13259,25.0,0.0,05/02/2020
Wilkes,13317,25.0,0.0,05/02/2020
Madison,13195,24.0,1.0,05/02/2020
Monroe,13207,24.0,3.0,05/02/2020
Baker,13007,23.0,2.0,05/02/2020
Brantley,13025,23.0,2.0,05/02/2020
Jasper,13159,23.0,0.0,05/02/2020
Emanuel,13107,21.0,0.0,05/02/2020
Towns,13281,21.0,1.0,05/02/2020
Bleckley,13023,20.0,0.0,05/02/2020
Franklin,13119,20.0,1.0,05/02/2020
Jeff Davis,13161,20.0,1.0,05/02/2020
Crawford,13079,18.0,0.0,05/02/2020
Taylor,13269,18.0,2.0,05/02/2020
Berrien,13019,17.0,0.0,05/02/2020
Chattooga,13055,16.0,2.0,05/02/2020
Dade,13083,16.0,1.0,05/02/2020
Irwin,13155,16.0,1.0,05/02/2020
Jenkins,13165,16.0,1.0,05/02/2020
Schley,13249,16.0,1.0,05/02/2020
Jefferson,13163,15.0,1.0,05/02/2020
Screven,13251,15.0,1.0,05/02/2020
Rabun,13241,13.0,0.0,05/02/2020
Warren,13301,13.0,0.0,05/02/2020
Wayne,13305,13.0,0.0,05/02/2020
Chattahoochee,13053,12.0,0.0,05/02/2020
Lincoln,13181,12.0,0.0,05/02/2020
Atkinson,13003,11.0,1.0,05/02/2020
Charlton,13049,11.0,0.0,05/02/2020
Hart,13147,11.0,0.0,05/02/2020
Heard,13149,11.0,1.0,05/02/2020
Webster,13307,10.0,2.0,05/02/2020
Clinch,13065,9.0,0.0,05/02/2020
Lanier,13173,9.0,1.0,05/02/2020
Tattnall,13267,9.0,0.0,05/02/2020
Twiggs,13289,8.0,0.0,05/02/2020
Candler,13043,7.0,0.0,05/02/2020
Mcintosh,13191,6.0,0.0,05/02/2020
Echols,13101,5.0,0.0,05/02/2020
Evans,13109,5.0,0.0,05/02/2020
Long,13183,5.0,0.0,05/02/2020
Quitman,13239,5.0,1.0,05/02/2020
Wheeler,13309,5.0,0.0,05/02/2020
Treutlen,13283,3.0,0.0,05/02/2020
Montgomery,13209,2.0,0.0,05/02/2020
Unknown,0,650.0,0.0,05/02/2020
Non-Georgia Resident,0,1078.0,14.0,05/02/2020
Glascock,13125,,,05/02/2020
Taliaferro,13265,,,05/02/2020
