Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,47.48,0.01,47.48,0.01,0,0,01/04/2020 18:28
18-59,2753.84,0.58,2726.84,0.59,27,0.18,01/04/2020 18:28
60+,1661.8,0.35,1548.8,0.34,113,0.73,01/04/2020 18:28
Unknown,284.88,0.06,276.88,0.06,8,0.05,01/04/2020 18:28
