County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Appling,13001.0,1.0,0.0,0.0002,0.0,18507.0,5e-05,5.0,0.0,0.0,2020/01/04 18:28:00
Bacon,13005.0,6.0,0.0,0.0013,0.0,11185.0,0.00054,54.0,0.0,0.0,2020/01/04 18:28:00
Baker,13007.0,4.0,1.0,0.0008,0.25,3092.0,0.0012900000000000001,129.0,32.0,25.0,2020/01/04 18:28:00
Baldwin,13009.0,7.0,1.0,0.0015,0.1429,44823.0,0.00016,16.0,2.0,14.0,2020/01/04 18:28:00
Banks,13011.0,3.0,0.0,0.0006,0.0,18988.0,0.00016,16.0,0.0,0.0,2020/01/04 18:28:00
Barrow,13013.0,20.0,2.0,0.0042,0.1,80809.0,0.00025,25.0,2.0,10.0,2020/01/04 18:28:00
Bartow,13015.0,147.0,4.0,0.031,0.0272,106408.0,0.0013800000000000002,138.0,4.0,3.0,2020/01/04 18:28:00
Ben Hill,13017.0,3.0,0.0,0.0006,0.0,16787.0,0.00018,18.0,0.0,0.0,2020/01/04 18:28:00
Berrien,13019.0,2.0,0.0,0.0004,0.0,19252.0,0.0001,10.0,0.0,0.0,2020/01/04 18:28:00
Bibb,13021.0,23.0,1.0,0.0048,0.0435,153095.0,0.00015,15.0,1.0,4.0,2020/01/04 18:28:00
Bleckley,13023.0,1.0,0.0,0.0002,0.0,12838.0,8e-05,8.0,0.0,0.0,2020/01/04 18:28:00
Brooks,13027.0,2.0,0.0,0.0004,0.0,15513.0,0.00013000000000000002,13.0,0.0,0.0,2020/01/04 18:28:00
Bryan,13029.0,9.0,1.0,0.0019,0.1111,38109.0,0.00023999999999999998,24.0,3.0,11.0,2020/01/04 18:28:00
Bulloch,13031.0,2.0,0.0,0.0004,0.0,77296.0,2.9999999999999997e-05,3.0,0.0,0.0,2020/01/04 18:28:00
Burke,13033.0,8.0,0.0,0.0017,0.0,22423.0,0.00036,36.0,0.0,0.0,2020/01/04 18:28:00
Butts,13035.0,8.0,0.0,0.0017,0.0,24193.0,0.00033,33.0,0.0,0.0,2020/01/04 18:28:00
Calhoun,13037.0,10.0,1.0,0.0021,0.1,6352.0,0.00157,157.0,16.0,10.0,2020/01/04 18:28:00
Camden,13039.0,5.0,0.0,0.0011,0.0,53677.0,9e-05,9.0,0.0,0.0,2020/01/04 18:28:00
Candler,13043.0,1.0,0.0,0.0002,0.0,10836.0,9e-05,9.0,0.0,0.0,2020/01/04 18:28:00
Carroll,13045.0,133.0,2.0,0.027999999999999997,0.015,118121.0,0.0011300000000000001,113.0,2.0,2.0,2020/01/04 18:28:00
