Race,Race_Num,Race_Pct,Date
Black,2179,0.20620000000000002,2020-04-09 11:45:04
White,1613,0.1527,2020-04-09 11:45:04
Other,154,0.0146,2020-04-09 11:45:04
Unknown,6620,0.6265,2020-04-09 11:45:04
