Ages,Ages_Total,Ages_Pct,Ages_Infected_Total,Ages_Inf_Pct,Ages_Death_Total,Ages_Death_Pct,Date
 0-17,133.15,0.01,133.15,0.01,0.0,0.0,04/13/2020
18-59,8122.15,0.61,8048.15,0.63,74.0,0.16,04/13/2020
60+,4660.25,0.35,4271.25,0.33,389.0,0.84,04/13/2020
Unknown,399.45,0.03,398.45,0.03,1.0,0.0,04/13/2020
