County,fips,TotalCases,TotalDeaths,Date
Fulton,13121,1598.0,52.0,04/13/2020
Dougherty,13095,1217.0,77.0,04/13/2020
Dekalb,13089,980.0,14.0,04/13/2020
Cobb,13067,782.0,35.0,04/13/2020
Gwinnett,13135,739.0,22.0,04/13/2020
Clayton,13063,391.0,12.0,04/13/2020
Hall,13139,292.0,0.0,04/13/2020
Henry,13151,280.0,4.0,04/13/2020
Lee,13177,253.0,15.0,04/13/2020
Sumter,13261,245.0,9.0,04/13/2020
Bartow,13015,216.0,16.0,04/13/2020
Carroll,13045,214.0,5.0,04/13/2020
Cherokee,13057,198.0,7.0,04/13/2020
Douglas,13097,167.0,5.0,04/13/2020
Muscogee,13215,161.0,4.0,04/13/2020
Chatham,13051,152.0,5.0,04/13/2020
Mitchell,13205,147.0,15.0,04/13/2020
Richmond,13245,147.0,4.0,04/13/2020
Forsyth,13117,138.0,5.0,04/13/2020
Houston,13153,129.0,8.0,04/13/2020
Early,13099,126.0,6.0,04/13/2020
Coweta,13077,119.0,2.0,04/13/2020
Randolph,13243,117.0,6.0,04/13/2020
Terrell,13273,114.0,10.0,04/13/2020
Floyd,13115,111.0,6.0,04/13/2020
Fayette,13113,105.0,5.0,04/13/2020
Rockdale,13247,100.0,3.0,04/13/2020
Newton,13217,91.0,3.0,04/13/2020
Paulding,13223,91.0,2.0,04/13/2020
Worth,13321,91.0,4.0,04/13/2020
Colquitt,13071,88.0,5.0,04/13/2020
Clarke,13059,85.0,11.0,04/13/2020
Thomas,13275,78.0,3.0,04/13/2020
Spalding,13255,75.0,4.0,04/13/2020
Bibb,13021,72.0,1.0,04/13/2020
Crisp,13081,71.0,1.0,04/13/2020
Columbia,13073,70.0,0.0,04/13/2020
Lowndes,13185,65.0,2.0,04/13/2020
Tift,13277,62.0,2.0,04/13/2020
Troup,13285,61.0,3.0,04/13/2020
Upson,13293,61.0,2.0,04/13/2020
Coffee,13069,60.0,3.0,04/13/2020
Ware,13299,56.0,4.0,04/13/2020
Barrow,13013,55.0,3.0,04/13/2020
Baldwin,13009,53.0,2.0,04/13/2020
Dooly,13093,50.0,2.0,04/13/2020
Calhoun,13037,48.0,2.0,04/13/2020
Pierce,13229,45.0,2.0,04/13/2020
Walton,13297,44.0,2.0,04/13/2020
Gordon,13129,39.0,3.0,04/13/2020
Oconee,13219,39.0,0.0,04/13/2020
Glynn,13127,38.0,0.0,04/13/2020
Turner,13287,37.0,0.0,04/13/2020
Decatur,13087,36.0,0.0,04/13/2020
Laurens,13175,35.0,1.0,04/13/2020
Bryan,13029,31.0,2.0,04/13/2020
Butts,13035,30.0,0.0,04/13/2020
Dawson,13085,29.0,2.0,04/13/2020
Greene,13133,29.0,1.0,04/13/2020
Burke,13033,28.0,2.0,04/13/2020
Jackson,13157,27.0,1.0,04/13/2020
Whitfield,13313,26.0,3.0,04/13/2020
Macon,13193,25.0,0.0,04/13/2020
Mcduffie,13189,25.0,2.0,04/13/2020
Peach,13225,24.0,2.0,04/13/2020
Polk,13233,24.0,0.0,04/13/2020
Wilcox,13315,24.0,0.0,04/13/2020
Meriwether,13199,23.0,0.0,04/13/2020
Washington,13303,23.0,0.0,04/13/2020
Camden,13039,22.0,0.0,04/13/2020
Effingham,13103,22.0,1.0,04/13/2020
Harris,13145,22.0,1.0,04/13/2020
Brooks,13027,19.0,1.0,04/13/2020
Bulloch,13031,19.0,1.0,04/13/2020
